event_id,user_id,session_id,event_time,event_type,page,referrer
EVT-9LZ57V4NDJM5,4997,SES-MX0RDT5NHX,2025-08-29 18:48:42,add_to_cart,/cart,google
EVT-GH2IJ4TT43TU,1592,SES-F4T8MA1024,2025-10-02 12:17:59,click,/home,google
EVT-YKTK61B7PXJB,4408,SES-RV3NSXOF6T,2025-12-12 02:36:38,add_to_cart,/products,affiliate
EVT-C8VDRQNTJVU2,3884,SES-6WEGGH02WP,2025-11-13 16:59:00,search,/support,google
EVT-CGXU5WAHZG85,1608,SES-KQJ39QZJ9Y,2025-11-23 01:15:18,page_view,/product,google
EVT-S9ASJ21GTCHY,3725,SES-R33IKUZU9S,2025-08-21 12:37:32,click,/products,google
EVT-GTMOV6KI4EPX,1716,SES-H7N1BQG3DC,2025-10-26 13:44:16,click,/products,affiliate
EVT-R9OGJEGXEYEB,203,SES-MYXBD07Q2J,2025-09-04 15:04:50,search,/account,email
EVT-900YEH8UXZ3A,3855,SES-BTZGTLD6F0,2025-09-21 10:03:42,page_view,/account,direct
EVT-DHF025LOXYPH,3960,SES-N3IT2VQYMH,2025-09-15 01:41:22,page_view,/support,email
EVT-WHM54XR8PJPF,110,SES-P9NYMSORQE,2025-09-26 06:08:31,click,/products,email
EVT-240SHDKKG1R1,4178,SES-TJDH231WCG,2025-09-11 05:32:19,scroll,/product,bing
EVT-CQKIH548JRPE,769,SES-V6LRLWP47L,2025-10-16 14:23:46,page_view,/account,bing
EVT-2XN9TXFJNJD5,139,SES-Z0O158J8H1,2025-11-06 14:36:22,page_view,/home,google
EVT-SLOC8D6JI874,221,SES-9YX6YINW4U,2025-08-16 13:33:39,page_view,/cart,google
EVT-U77W9A8LYTUA,861,SES-F3S9M8YI03,2025-12-11 20:17:56,add_to_cart,/checkout,email
EVT-GDL1J2VWY8UM,3928,SES-8Z2FS1O7D3,2025-08-01 05:25:33,page_view,/home,direct
EVT-NW6L4M1TRPUY,2388,SES-Y82FJXLFN7,2025-12-28 13:10:30,page_view,/cart,direct
EVT-D6I5HO9CY9PE,2526,SES-V2T3FLWL91,2025-09-17 00:55:47,click,/product,direct
EVT-0HDJ7O9X66D7,1446,SES-QJWNNHN3K7,2025-11-30 13:27:59,page_view,/cart,email
EVT-WDJV07IRJG10,1610,SES-DD1T46MH7G,2025-08-26 01:05:49,page_view,/product,bing
EVT-7R925DSIUAZ7,199,SES-8YFH3XDVQ8,2025-09-03 04:41:28,page_view,/cart,google
EVT-1UF09UYG3IBG,2864,SES-PKD2KRCNEB,2025-11-22 20:21:41,page_view,/account,email
EVT-3HKCQWB00N11,1161,SES-CXIIJCDGGH,2025-09-27 08:21:24,page_view,/home,email
EVT-4PY4FNGBG4PD,1370,SES-OHS5OK6BU9,2025-12-13 10:02:54,page_view,/support,social
EVT-FCOPZFZZ5T6V,3572,SES-XRDT1N0NRX,2025-08-25 14:37:49,page_view,/support,direct
EVT-8VLQ3VXHQG4Q,2223,SES-YCO8RBT4OB,2025-12-18 17:46:36,add_to_cart,/support,google
EVT-LV724HK1QDU2,489,SES-KS3II3F4X2,2025-08-27 12:07:44,page_view,/product,email
EVT-EB0T4UOXZ3BG,3541,SES-JPKVCBZYIY,2025-10-25 13:13:54,click,/products,direct
EVT-52IB4TCTDSDJ,2868,SES-N62U8Z1XIE,2025-11-26 19:39:53,page_view,/support,direct
EVT-T3BR4F2ZDFPP,2428,SES-39ZVYEC5UD,2025-10-20 10:38:11,page_view,/product,google
EVT-WC1QY9MBAAXA,1878,SES-OTUQAJELIV,2025-10-14 02:45:10,search,/account,email
EVT-3BL13VCG8D2T,4538,SES-WOE58OAGP0,2025-11-01 08:30:04,page_view,/product,google
EVT-N20VZ9LY2SKK,865,SES-1TSNJA57I1,2025-09-03 05:48:03,page_view,/cart,google
EVT-FTFYTKS1F3KW,2181,SES-NISKYWCOQ5,2025-11-23 14:55:26,search,/product,google
EVT-BNBPAVAJIMMN,3029,SES-LDL7NHYMAF,2025-11-21 15:33:37,add_to_cart,/cart,direct
EVT-STOUIFJILXN3,3099,SES-CB3D6IDLSW,2025-11-20 10:18:03,add_to_cart,/account,social
EVT-2NBZWBHO4UW2,3329,SES-ZUAH35QRR4,2025-09-29 15:07:47,click,/home,direct
EVT-AWW77GCJBEO4,3635,SES-ZGMS66KE6Z,2025-08-26 03:41:11,page_view,/product,google
EVT-EUTAWJ4G8R7S,656,SES-ADOTIWTLIN,2025-12-04 14:58:51,scroll,/products,direct
EVT-N1TCJFCZWKGU,1380,SES-J1Q3Q5PCNI,2025-09-14 17:54:16,search,/products,google
EVT-Y0OFIPZN0THL,236,SES-L8472QW44X,2025-09-01 10:42:54,page_view,/home,social
EVT-2C53K9OM115B,989,SES-RIIGUP30L1,2025-10-10 14:12:01,add_to_cart,/account,affiliate
EVT-OIYMYK86ADNO,1383,SES-R99M2KKTBK,2025-08-23 07:41:19,page_view,/support,google
EVT-KKU3S710NUSG,815,SES-5P24T9N44F,2025-10-02 21:19:54,click,/products,direct
EVT-9L9Q3CYBYC4I,2967,SES-BV46MU62OE,2025-10-09 00:29:19,page_view,/cart,direct
EVT-6H1M3JLZOHFD,1690,SES-DR9RLQK0PQ,2025-09-23 15:28:38,click,/product,direct
EVT-DVSZ2TVHVWHH,3801,SES-S2FNUKM7Y1,2025-08-27 07:57:08,page_view,/checkout,google
EVT-OLI54087WS1L,2487,SES-UVJYTMP4NV,2025-11-01 08:14:35,click,/account,google
EVT-OQSOT56AG39B,1666,SES-V78ZOHEOTB,2025-10-18 05:11:05,page_view,/product,email
EVT-D2EEV7INRZJK,2636,SES-1PPQVQ1HU3,2025-09-05 17:17:48,click,/account,email
EVT-9E0OAWHN2ECL,3987,SES-FIQG01PYD8,2025-12-11 03:07:06,click,/account,direct
EVT-CES1KTIOR4V1,1824,SES-19ETPG2O8X,2025-09-01 13:19:42,search,/product,email
EVT-OG07VSCQMPD7,4089,SES-GHIY1BFW7J,2025-12-27 04:51:47,page_view,/checkout,email
EVT-Z4KSO03W2MRO,611,SES-N23648N9JI,2025-08-17 19:49:27,search,/support,google
EVT-P2BYEE2ABG9S,1336,SES-7OMEMTO2VD,2025-08-22 00:20:34,page_view,/account,social
EVT-HO5D5AFQL0DG,3869,SES-SIZB25JT3M,2025-09-10 15:33:48,purchase,/products,email
EVT-H6M3SGUR4PU6,4326,SES-T2MD8W1SAG,2025-09-28 01:39:16,click,/products,google
EVT-W93K8EKT292M,3693,SES-MLF2L9O98N,2025-10-14 13:50:26,search,/product,social
EVT-I560TOHXWEDN,4436,SES-2R48TWQOYB,2025-11-30 05:11:29,click,/products,google
EVT-YA3S9UCKU7ZQ,3567,SES-Z8GICR6D86,2025-08-10 18:33:24,click,/account,google
EVT-J3OVU7PW35X3,2212,SES-U8781XTQSR,2025-10-26 05:58:01,page_view,/account,google
EVT-X10Y14DSF2UW,2164,SES-7SH2C23U2G,2025-08-05 23:39:01,scroll,/cart,social
EVT-UFUK15U2486D,71,SES-3RXOKPI1TS,2025-09-24 01:09:54,add_to_cart,/account,direct
EVT-43I21PU8BWAU,1750,SES-QACBSLYFAY,2025-08-26 07:52:50,page_view,/cart,google
EVT-FXQP6XGHU9IV,4946,SES-0XA0RK8CJR,2025-08-04 02:50:51,page_view,/checkout,google
EVT-LX6X6SXUA3KA,342,SES-E5C5JO5L02,2025-11-15 17:35:56,add_to_cart,/account,google
EVT-MOX96UPB22O1,4684,SES-MOYQJ3IZBT,2025-08-27 23:06:09,scroll,/product,bing
EVT-TFXDTUMW7HU3,2827,SES-1KT7GA8SR6,2025-12-04 01:07:09,page_view,/support,google
EVT-D3513LM7E41O,3832,SES-YHTXP25M9F,2025-08-03 18:59:56,search,/cart,direct
EVT-FV14J643F1AY,2380,SES-ERJXMZWQDB,2025-09-19 19:10:49,page_view,/home,social
EVT-SV6O9E9NHCGW,3870,SES-DPV4REWMUB,2025-12-03 09:59:47,scroll,/products,bing
EVT-33A8NCXCWC0B,4203,SES-4F0MIZ8QAJ,2025-08-26 11:25:38,add_to_cart,/support,social
EVT-OGWHUPOF0HKA,3274,SES-XHRMF6M8WN,2025-12-24 19:34:26,page_view,/product,direct
EVT-RPKFZQFO5YVM,2440,SES-LEPHVPKFA2,2025-12-13 01:17:57,page_view,/cart,google
EVT-TD503779U7C1,4326,SES-M7K4986K33,2025-11-25 01:31:12,click,/checkout,email
EVT-A7YJ8HQDE7M7,2068,SES-UFEVSTYGX8,2025-09-14 10:57:56,click,/cart,google
EVT-H6OQ7QH96YCF,3540,SES-860I7P2R5J,2025-12-19 03:48:48,search,/home,email
EVT-NHP39LQT9NGQ,4748,SES-GLWMK6SF9N,2025-08-06 06:43:34,add_to_cart,/cart,direct
EVT-6TLV0GUB5KB3,472,SES-RMOZL65X4W,2025-09-22 12:57:29,click,/product,google
EVT-PKBQY3OT760R,3766,SES-U1I7XXEQ58,2025-08-04 21:40:19,search,/checkout,google
EVT-S6C4X56V3DGS,4170,SES-WZUACZRRE5,2025-09-29 09:48:17,click,/account,google
EVT-9GT0R0VIP35T,654,SES-OZ83EJFBOV,2025-10-11 20:44:23,purchase,/checkout,google
EVT-54GYLBI18A2V,462,SES-B1ZJ396YFI,2025-10-14 15:43:42,purchase,/home,direct
EVT-ZPY9QZO7IO2F,1174,SES-7EQ3O6J8LU,2025-10-05 18:53:29,search,/product,bing
EVT-2NATD4GWLF9Y,1668,SES-25WSEVI9V9,2025-08-22 01:17:42,page_view,/home,direct
EVT-XAM97YOFCX7C,3746,SES-J2FUW48XLP,2025-12-18 11:14:56,click,/home,google
EVT-ULOQVBV1JPVK,3322,SES-OY22CM5AGP,2025-09-20 00:44:25,click,/home,direct
EVT-TAF6BLBV0XT9,640,SES-60Q2OAZFUU,2025-12-23 21:18:40,click,/cart,google
EVT-VYSKE5M0SWXK,4370,SES-ZWP4O5XKQR,2025-11-01 12:45:42,click,/products,google
EVT-QTQ36ZPMG6OO,482,SES-4ZLXB7GIOR,2025-09-18 02:21:15,purchase,/cart,email
EVT-H1XAWJ28CW9R,82,SES-FZCP83JUWL,2025-08-16 10:20:39,page_view,/product,google
EVT-TNFW6SZF4LUR,3304,SES-IUVJ40Y52Y,2025-09-13 06:21:43,click,/support,direct
EVT-02TYAXY2NZ5X,4127,SES-GQYMH33DHA,2025-11-15 16:58:54,page_view,/home,google
EVT-51O0LQBYG6G0,2794,SES-RJI6YB9PDG,2025-12-28 04:46:11,page_view,/home,bing
EVT-4JGSQOF3WGI8,1108,SES-KRJWTG3FIM,2025-11-02 03:31:00,click,/products,direct
EVT-Y0423H7T6UDO,3786,SES-LCBIEDBZNM,2025-08-08 16:10:00,page_view,/checkout,google
EVT-JY6G107G8O8G,251,SES-TR28J9BF63,2025-11-18 11:50:58,page_view,/home,google
EVT-8HZMVYD47DZN,2435,SES-Y8OCVF34EI,2025-08-18 06:28:09,click,/cart,direct
EVT-AXS88UALRY3I,1621,SES-2BRSV43056,2025-10-19 02:13:08,page_view,/account,direct
EVT-GWEYSU7ERRBS,1719,SES-M00L879W5D,2025-11-26 11:06:14,page_view,/home,direct
EVT-ZUJB4HLLQLLD,266,SES-Y4LRE7PI8W,2025-10-11 08:54:12,search,/product,google
EVT-0N53R4SIP4B8,22,SES-EJI4P0E4Y5,2025-11-02 12:32:34,purchase,/account,direct
EVT-J4ZXD82BMQW8,2124,SES-X6ZIE5APCB,2025-09-07 00:40:21,page_view,/products,google
EVT-EVRC0ERJE4S4,1511,SES-FLUN3YPQ5L,2025-10-20 16:42:29,page_view,/support,direct
EVT-MFEL33PCL1S2,3853,SES-YYP6S0VDCK,2025-11-15 19:17:47,search,/checkout,google
EVT-QPKGRMM0YTMV,4776,SES-1040VRSSDV,2025-12-08 19:52:41,page_view,/support,direct
EVT-82LZWGE8683P,2939,SES-B26XNISOSZ,2025-09-11 11:33:04,click,/product,google
EVT-LE45B2NIXI8E,3423,SES-0D3MPV9WXN,2025-11-26 07:16:16,click,/cart,social
EVT-55325CAMBHWT,240,SES-91TFRSA8ZF,2025-08-21 13:12:20,add_to_cart,/support,google
EVT-GDK4SNV9RR49,51,SES-AWTY7KFGHP,2025-12-08 12:35:05,scroll,/product,google
EVT-HQWP8XFANS0G,3008,SES-AS0ZBTBOP5,2025-08-05 10:21:13,page_view,/support,bing
EVT-NH8S2GT30GCH,476,SES-1V9NXMKTO6,2025-08-17 11:46:09,page_view,/home,direct
EVT-F4AKDNADIJFZ,2005,SES-JRU7NSPN5M,2025-08-24 12:27:07,click,/products,direct
EVT-QAFQSDQ26RL0,4990,SES-RDPMBY23HK,2025-12-14 21:55:31,scroll,/home,direct
EVT-NWRN57LWS1YQ,157,SES-7DBWPVFZET,2025-12-28 12:12:10,search,/products,direct
EVT-6T0OTGPEQCYH,4762,SES-8P1H1ZRIYD,2025-09-28 18:25:34,click,/cart,direct
EVT-207X887LGUUW,2784,SES-RUD24DKRF4,2025-12-30 00:57:42,purchase,/product,google
EVT-05802XVXITIF,2020,SES-FXEN3MACMV,2025-08-26 14:01:19,page_view,/support,direct
EVT-XZIU6HULPRX0,1687,SES-B9ZXVTH4OQ,2025-09-30 02:04:09,page_view,/products,social
EVT-5H3K7UJJ31W0,4171,SES-SRLDHH2KS1,2025-12-14 16:07:18,page_view,/product,social
EVT-GQ34PGGCBI6Q,3859,SES-CBCIFL79R9,2025-08-12 16:52:40,page_view,/account,affiliate
EVT-SRER6LUU6IF3,2415,SES-KPU8O9ONSR,2025-08-14 12:33:10,click,/support,direct
EVT-1D2O25TG5JTV,2804,SES-HDVNFF2WCF,2025-08-30 08:22:43,search,/account,social
EVT-75SSUMH0ZNSG,3250,SES-IE6KN0Q48G,2025-11-07 13:24:02,click,/account,email
EVT-WOC4191HKK7X,2156,SES-CNUBJ74F55,2025-10-01 09:09:13,click,/products,social
EVT-34UDC4FH065A,1827,SES-ACOBTEGURT,2025-08-31 11:03:19,page_view,/home,google
EVT-FU20VMAKRX0G,3758,SES-1RWVNGCFOL,2025-08-27 03:24:48,click,/products,email
EVT-WHAOQHVD8FBF,93,SES-T34KFF2JTJ,2025-08-01 07:37:53,click,/products,direct
EVT-FHEYZQQXBV0D,4277,SES-TO0IQQKB74,2025-09-10 07:39:51,click,/checkout,direct
EVT-EOEGEZQ0X717,671,SES-56BFYW372V,2025-12-20 07:53:11,page_view,/support,direct
EVT-HW0BUPMTXQ53,2144,SES-IUADJ725U0,2025-10-13 02:44:37,click,/support,social
EVT-1D1KDK2YWFMA,232,SES-332W04NXV5,2025-09-11 20:18:47,page_view,/account,direct
EVT-X9FKE4VZN8Z4,3990,SES-0OT1K8HCD1,2025-09-09 14:35:50,click,/cart,direct
EVT-C0X2HYVEZRAD,1603,SES-SD44WL8MDZ,2025-08-14 02:54:54,page_view,/support,social
EVT-8EJPMLNL7HA7,2952,SES-FWQVALBNA0,2025-11-08 00:01:18,page_view,/home,direct
EVT-52A97PNFIRCV,1773,SES-236QK3QHAD,2025-10-30 21:34:34,page_view,/home,social
EVT-CZ8P5AIEKX6M,2067,SES-3M6JR8FL9V,2025-12-17 23:04:01,add_to_cart,/product,email
EVT-J53YXHZKIEW6,1311,SES-2QJI47JWU7,2025-11-14 02:29:37,add_to_cart,/products,direct
EVT-OR6XN6LCPY9N,159,SES-SA7IDI09KG,2025-09-18 09:03:13,search,/products,direct
EVT-PGIRD4JPDT12,3779,SES-W8C4AG1QIC,2025-11-14 19:22:34,click,/support,google
EVT-SBA62TDO1DFS,1587,SES-XBR8IYBATO,2025-12-16 19:47:45,page_view,/products,affiliate
EVT-TS3YQFBZ9ZQH,378,SES-LODLONKCP8,2025-08-07 00:45:23,add_to_cart,/home,social
EVT-BQIQICB5NTJK,3296,SES-OV5NWVSJJC,2025-10-20 02:42:53,click,/checkout,direct
EVT-2GZAUGTTMPPJ,714,SES-AXOD97QQ1Q,2025-12-18 13:45:10,page_view,/product,google
EVT-BEAHY5HO37PJ,4188,SES-81HRULHH9B,2025-11-09 18:41:41,add_to_cart,/products,google
EVT-PO3CVS3ZRB9O,2224,SES-TD5PU139KA,2025-09-24 09:19:32,page_view,/checkout,email
EVT-PLLV12BVXEJA,4072,SES-7JK83MVQII,2025-08-07 22:06:43,page_view,/support,direct
EVT-XVT7CZ14WJAI,2783,SES-XKUOZM7I9R,2025-12-30 19:46:25,add_to_cart,/cart,direct
EVT-9C2BVS3K337O,738,SES-Y30M651LZV,2025-09-03 23:30:50,add_to_cart,/home,email
EVT-V9WXHVY3NUKO,2501,SES-GW9HNE0R3I,2025-12-04 10:45:59,add_to_cart,/cart,google
EVT-NDHKBRJIGLG0,3147,SES-9HUKP6JR07,2025-08-29 04:02:19,page_view,/home,direct
EVT-8YVU69QAZ6FP,1864,SES-H0UMS48IW5,2025-08-26 11:16:33,search,/product,email
EVT-9XAQS3TGDBFX,492,SES-XNQDZ98JHE,2025-10-13 12:30:22,add_to_cart,/support,google
EVT-A2WD7772IY1U,3005,SES-17O7PNUD53,2025-09-14 16:52:45,purchase,/cart,google
EVT-V52QFE980TW8,3614,SES-QE5EEAZVW7,2025-08-17 09:10:51,add_to_cart,/product,bing
EVT-7S34876KE1Q5,1530,SES-NJKHVYQDK9,2025-10-02 22:51:43,click,/account,google
EVT-MS7UPSPAG3JB,946,SES-XMA5VIXR4D,2025-12-29 14:05:30,page_view,/account,google
EVT-RRD44NDVDXDF,3641,SES-TO8UFLV4BA,2025-11-01 23:34:25,add_to_cart,/product,social
EVT-6YV2VP6F0O7Y,702,SES-7OBBC83Y0C,2025-10-05 12:34:02,click,/product,google
EVT-4XBBMZJ22PMB,3957,SES-LCCVGJJ1WS,2025-10-31 22:28:23,page_view,/cart,bing
EVT-6XGK6YULND7U,2485,SES-FDIB0SXG4X,2025-11-25 18:22:39,add_to_cart,/cart,google
EVT-4XXGX57ZKVNI,2756,SES-NUBY8634RH,2025-09-11 09:15:12,click,/cart,google
EVT-JWAQLCAUDF9M,3269,SES-7CJJEY7QWW,2025-10-10 02:06:26,click,/account,direct
EVT-13OTESU2HTTS,3103,SES-O6NLPVEC9T,2025-10-14 23:00:33,page_view,/account,direct
EVT-W5EJR91QUPWC,1868,SES-5AHC0OKRCW,2025-10-10 23:27:43,page_view,/products,bing
EVT-KH3V10M1V395,4126,SES-9IBGJEWVPG,2025-09-12 16:57:56,page_view,/product,google
EVT-ZDHZ6M9BJUDL,3806,SES-6VC4PAIIUC,2025-09-24 17:19:59,add_to_cart,/support,google
EVT-3AF6KKFEDLBG,3034,SES-UIGM2T5WOQ,2025-09-25 05:02:11,page_view,/products,email
EVT-KBUOC1R601EJ,4780,SES-DNVQJ4U4FG,2025-10-18 04:10:20,page_view,/home,direct
EVT-T1WT805QTDCJ,390,SES-GW1JYK820P,2025-10-22 20:46:11,scroll,/account,bing
EVT-S924W7W8TWT2,1244,SES-ZTS55C2IBJ,2025-11-29 16:32:03,page_view,/cart,google
EVT-I9OWP7NL6DMJ,3348,SES-VSLRDMZVXY,2025-10-11 20:50:43,click,/support,google
EVT-LXDW0YCYRNZN,12,SES-16ZGRRVGMD,2025-08-01 17:37:57,search,/checkout,direct
EVT-ZMCCYC3T13HL,1517,SES-FZJOIGO58O,2025-12-08 19:47:24,click,/home,direct
EVT-OZESJNCRBVXK,1621,SES-AFLKTAWMWU,2025-11-01 19:27:47,add_to_cart,/product,direct
EVT-ETUGKNN520UP,1758,SES-R1Z82H394L,2025-09-11 17:31:41,scroll,/account,google
EVT-RB2JA2LPN1M6,49,SES-MUXFZJDCY9,2025-10-13 08:49:42,search,/account,google
EVT-U2LLH22BE4N2,1716,SES-8QHSFM8QPD,2025-08-09 08:18:24,click,/product,bing
EVT-524GPZBOMVIB,261,SES-NU0FH2TN8B,2025-11-22 23:21:13,page_view,/support,google
EVT-ZYFGGK82P5YR,320,SES-8ZUFJWFQ84,2025-08-31 23:40:40,click,/products,email
EVT-O1WODGZDN9S8,4282,SES-GD5YSHGPZ9,2025-11-04 18:21:42,purchase,/account,google
EVT-TSNC19ARSOZ9,2277,SES-1KMGQAW4TE,2025-08-02 09:51:43,purchase,/cart,direct
EVT-E5GV7P2A2Q9O,1928,SES-Q3CYFWP5WL,2025-08-24 21:10:45,purchase,/account,direct
EVT-JF3C07BTI1RI,2833,SES-F0LLYA85BE,2025-09-12 22:57:24,click,/support,direct
EVT-MVN1BT9WNJSL,4117,SES-KTJEPGYAP9,2025-09-20 14:46:40,click,/cart,social
EVT-EU1S5N18BYPK,16,SES-EIB0TA6YY5,2025-10-14 17:28:47,page_view,/account,social
EVT-NXMFH5E8FZQ1,2528,SES-XHQ3U91F8B,2025-11-07 14:27:30,page_view,/home,direct
EVT-W09YW3DP11IK,3867,SES-V5ZHP6PNU0,2025-08-01 09:30:32,add_to_cart,/support,google
EVT-X0RB5TNGCRZX,4102,SES-KI4JKJ7OPJ,2025-12-02 22:24:16,page_view,/home,affiliate
EVT-C4VNIBLWBV2I,2346,SES-QBTK0TD0DO,2025-11-25 17:47:01,page_view,/home,email
EVT-ZSFWI45A4520,941,SES-F83GAEDMLA,2025-10-26 11:55:14,purchase,/checkout,google
EVT-SZORK64MGJ78,259,SES-V3W9O01E4Z,2025-12-07 17:44:16,page_view,/checkout,direct
EVT-JP3HTNCVHZTA,1064,SES-NZZE2TBST9,2025-11-26 12:59:58,search,/product,direct
EVT-Y12YIVFQSX50,276,SES-XWI7084L9G,2025-10-02 13:33:06,page_view,/account,email
EVT-2UPVSF5YC9LU,2792,SES-M5HN1D613L,2025-10-15 10:39:42,search,/product,email
EVT-ERJQENBD0V0N,2567,SES-Y4QZTGBCQT,2025-11-03 06:31:13,click,/product,google
EVT-JJ63XVFIUD99,4923,SES-AIJ82T2A1Q,2025-09-04 09:08:41,page_view,/support,direct
EVT-XRO37U9SSBU7,1931,SES-4P24L6G9H8,2025-10-31 08:19:55,click,/cart,social
EVT-GE3AI6AYNPE6,3583,SES-LYK0VGL2UP,2025-10-24 05:40:50,search,/product,email
EVT-SWYU2RNADKN2,1332,SES-QV9DY292IZ,2025-12-17 13:41:42,page_view,/products,direct
EVT-K7IT7XXDSBRP,1557,SES-1Q8PJ1YDOT,2025-12-17 20:27:53,click,/home,direct
EVT-14XHL5V32BH1,480,SES-948U6B15X8,2025-09-25 04:22:45,scroll,/support,google
EVT-A4OGN378VPCA,4510,SES-G1HZVNASJP,2025-08-07 20:46:46,page_view,/cart,direct
EVT-YP9YPDAX6KDD,3047,SES-0ESUSWIY7K,2025-09-20 18:25:14,purchase,/account,direct
EVT-49IK3TDW7V1Q,3595,SES-6000U1R54E,2025-09-08 12:53:10,page_view,/checkout,direct
EVT-SA11PTKFTUWF,1489,SES-D6LOB24HY0,2025-09-11 05:43:53,page_view,/home,affiliate
EVT-V2TTUSWETYX2,2825,SES-5Y5FNX74SS,2025-10-11 14:45:20,page_view,/product,email
EVT-CB2PN4U6AVE7,2093,SES-D1JIUOIZ6A,2025-09-22 11:13:55,page_view,/checkout,direct
EVT-E51M4WU3GA9T,830,SES-AIVW947XKJ,2025-10-30 22:10:43,page_view,/checkout,social
EVT-A76NFCQML8QQ,4371,SES-Q6X5LD8QU3,2025-12-27 02:02:37,page_view,/checkout,bing
EVT-ZYEKV2DY4TKV,1935,SES-0EX7KI139D,2025-08-30 18:54:49,page_view,/support,direct
EVT-V7PGF7MVQ356,2701,SES-O70IU7HWLW,2025-12-01 08:00:20,click,/home,social
EVT-J0JE3MKR4L2E,144,SES-ZUB3ZUPSLS,2025-12-07 05:41:27,click,/cart,google
EVT-4F4N3ZA0CO76,4931,SES-IYLX2CRL39,2025-08-24 22:05:07,click,/home,email
EVT-O8QHE4QGFULZ,2805,SES-YR8H9XDYQ8,2025-12-03 06:09:48,page_view,/products,google
EVT-2ADS83GYZIEP,1887,SES-D7WGXXASHV,2025-12-12 21:46:56,search,/product,google
EVT-O772NRCMUZ8D,2595,SES-FHZLA6OVM8,2025-08-06 08:41:50,page_view,/support,direct
EVT-U9V45D3DGC50,784,SES-L10I187YOH,2025-12-05 01:16:04,page_view,/cart,google
EVT-I32BUHBCPLA8,4274,SES-QLYLEWFVBF,2025-11-25 05:34:22,click,/support,google
EVT-JZ9DS2ULK3FU,2830,SES-EJRK2LBIMN,2025-09-04 22:07:51,add_to_cart,/cart,social
EVT-QVU5OEJ81O08,2199,SES-Z9B9BOQCPL,2025-12-06 03:26:55,page_view,/product,google
EVT-2SFR23C60CJB,611,SES-72U22EFTIX,2025-10-18 19:14:01,page_view,/account,direct
EVT-MUVHGQK820PS,3519,SES-DWR024LPO6,2025-09-04 02:30:44,purchase,/products,direct
EVT-5I5FTOJTBPGT,541,SES-GF9XXWNKPZ,2025-09-17 10:15:50,click,/checkout,social
EVT-9967ST8LI72W,2198,SES-IAJN3MLEOZ,2025-11-22 05:39:09,page_view,/product,google
EVT-4OEBMQPJBMWM,2310,SES-PRRT2L2IEO,2025-11-13 10:32:48,search,/checkout,direct
EVT-NOHG3VTL1DRZ,413,SES-9UVJ3BSY3O,2025-10-11 06:18:37,page_view,/product,email
EVT-0XV6DDD27D9A,1784,SES-NX3F86UGYF,2025-09-12 17:17:43,click,/home,social
EVT-LK7YBZGAZNI3,4588,SES-UNMAD1BX6A,2025-09-04 15:48:37,page_view,/support,email
EVT-7ZCGACEPL2U5,1728,SES-Z8YGCVHLBP,2025-12-11 10:39:31,page_view,/products,direct
EVT-CFP37CDHZG58,1428,SES-RFEGCXY13V,2025-08-31 19:26:50,page_view,/support,google
EVT-XYJWWBK8R1Z4,3511,SES-W40F72VE4I,2025-11-14 02:24:07,click,/products,email
EVT-QT7ZVNBI1CAO,1638,SES-RF7BCU5SXQ,2025-11-09 03:56:30,page_view,/product,social
EVT-8W81AYUAM75P,4577,SES-KQBKURT626,2025-08-08 22:16:45,click,/products,affiliate
EVT-SZ1CTW689MW6,180,SES-7CGFX30AC9,2025-08-06 06:26:31,scroll,/checkout,google
EVT-8M1INUFNCC8U,3397,SES-PUBKOPSL0J,2025-10-26 10:29:47,add_to_cart,/products,email
EVT-UXOP63CTZRBZ,4678,SES-O4PYAP3JFW,2025-10-19 14:35:10,page_view,/products,direct
EVT-IRJYZ8XUKU8N,1643,SES-79GQQQJR6J,2025-09-13 22:27:20,page_view,/support,direct
EVT-IARN4FLHW3CH,1295,SES-P3ZJLQ1BPF,2025-12-14 22:57:59,click,/products,google
EVT-NJ6GDTGCG8ZF,1583,SES-WSQ7TFS2E2,2025-10-03 17:11:25,page_view,/account,affiliate
EVT-2L4C0BB6PYMA,3537,SES-FOZZ1JPAHR,2025-12-10 09:28:54,scroll,/cart,direct
EVT-1T6SIF6DOHE7,364,SES-X7BNZTAHY8,2025-09-01 06:55:00,scroll,/account,direct
EVT-KY87Q19U9Q44,2117,SES-OLQ54WFUGE,2025-09-22 18:15:02,page_view,/product,social
EVT-DVVPGB8IY525,2356,SES-G1JUM9YJ42,2025-11-21 23:46:24,page_view,/home,direct
EVT-FNSCQQAVAQDM,4519,SES-DV9UJAP7EA,2025-10-02 16:05:24,search,/home,direct
EVT-FZTGP8D20GM6,2562,SES-S0O5DGRX0B,2025-11-22 20:14:46,add_to_cart,/cart,email
EVT-2S60YUP1SHNT,3117,SES-3CIPTNPNZX,2025-10-16 10:41:03,click,/support,email
EVT-CVL0YQZDUBB9,2543,SES-KCB9D7UAYB,2025-08-22 12:23:07,page_view,/cart,google
EVT-MIT3VHTN7SU6,4021,SES-DTN0ABMKRY,2025-12-05 16:43:17,page_view,/home,social
EVT-2J8LBDSG1FBT,884,SES-7IYGC9G6Q6,2025-08-31 15:53:24,search,/checkout,direct
EVT-WTW4IXFJJRKH,1173,SES-2RXYX4MIVL,2025-08-24 07:09:08,page_view,/home,social
EVT-E0SDP8MVHAEW,1785,SES-590J1MNYW0,2025-08-03 11:35:31,add_to_cart,/home,email
