sku,product_name,category,brand,unit_price,active
SKU-V5SN961J88,AlphaPhone-D,Phones,Initech,1896.9,False
SKU-QEOZ0KZ4Z7,AirSpeaker-C,Tablets,Contoso,717.17,False
SKU-WHWKMY9X8S,FitBand-B,Audio,Initech,1304.82,True
SKU-YLEMRUYP04,AlphaPhone-B,Phones,Umbrella,1486.25,True
SKU-K43SAFYH1F,AlphaPhone-A,Laptops,Contoso,50.67,True
SKU-KJ4YK1B3D5,AirSpeaker-E,Laptops,Contoso,1917.18,True
SKU-050UI22KX7,PowerBrick-A,Wearables,Contoso,691.82,True
SKU-N89LTAJW25,PowerBrick-C,Laptops,Globex,383.42,True
SKU-36ZX1TV18K,AirSpeaker-C,Tablets,Initech,1701.31,True
SKU-GYGGSNPUEV,TabPro-B,Audio,Initech,1406.58,True
SKU-JLZFFLB7WX,AirSpeaker-C,Laptops,Contoso,177.97,True
SKU-RUM2LHGCSO,ChargeCable-E,Phones,Globex,238.39,True
SKU-TDHHLMH1T9,TabPro-D,Laptops,Contoso,1431.09,True
SKU-39AYQ6WW8Y,AirSpeaker-C,Audio,Initech,154.12,True
SKU-L68NTK63N2,NoiseBuds-A,Tablets,Umbrella,1833.85,True
SKU-QB6GS8G8TA,TabPro-E,Phones,Globex,1483.63,True
SKU-CY15PDTZ91,TabPro-C,Wearables,Globex,673.97,True
SKU-X70FQLDB2U,AlphaPhone-C,Wearables,Contoso,728.7,True
SKU-UIJNWPAYTX,FitBand-E,Wearables,Umbrella,1014.95,True
SKU-W1VZC7D2KD,AlphaPhone-C,Phones,Initech,724.77,True
SKU-1POXRTEO2T,ZenBook-D,Wearables,Acme,1567.24,True
SKU-8FY620N8TT,TabPro-B,Laptops,Initech,1948.63,False
SKU-EAVT8K06MO,AirSpeaker-E,Phones,Initech,1170.54,True
SKU-XSFH4GG244,AirSpeaker-A,Phones,Umbrella,894.4,True
SKU-79QTKCD0RL,AirSpeaker-C,Phones,Globex,449.21,True
SKU-EXDW6LQWLV,TabPro-B,Accessories,Initech,1307.95,True
SKU-UNLPAIH0P4,AirSpeaker-A,Tablets,Globex,1372.04,True
SKU-E05QMKTGV4,ZenBook-A,Accessories,Umbrella,1371.27,True
SKU-4FTJ5CCASB,TabPro-D,Accessories,Umbrella,58.81,True
SKU-UOV6TT9Q1N,AirSpeaker-B,Accessories,Contoso,1797.85,True
SKU-I10KQSOSX4,TabPro-E,Tablets,Acme,679.18,True
SKU-3WFSQG8X80,NoiseBuds-B,Accessories,Umbrella,1488.87,True
SKU-RMHRCNBH6N,TabPro-B,Wearables,Umbrella,1520.05,True
SKU-QQB9LZS34J,ZenBook-A,Phones,Globex,1302.21,True
SKU-TGXNX4SN6S,AlphaPhone-D,Phones,Umbrella,792.36,True
SKU-M5RRVSFFCX,TabPro-D,Laptops,Initech,1218.12,True
SKU-HGNZEI3ZRR,FitBand-B,Audio,Contoso,85.16,True
SKU-HF4ABUFWBU,ZenBook-B,Wearables,Contoso,1524.22,True
SKU-CJG8VUAZXK,ChargeCable-C,Tablets,Initech,203.58,True
SKU-DQ95G3V23G,NoiseBuds-A,Audio,Umbrella,796.12,True
SKU-XJ0MQVINDH,ZenBook-E,Phones,Acme,211.62,True
SKU-4SPFDRWB2S,AlphaPhone-E,Accessories,Umbrella,1674.13,True
SKU-EREV361XSN,AirSpeaker-D,Laptops,Contoso,1102.3,True
SKU-BTI22NV01Z,AirSpeaker-A,Laptops,Acme,1382.76,True
SKU-DERI4K5OGZ,ZenBook-D,Phones,Globex,1366.07,True
SKU-2UEAXYLNFX,ChargeCable-E,Wearables,Globex,1683.16,True
SKU-J4PNJY1O2R,AirSpeaker-B,Audio,Umbrella,269.34,True
SKU-NTJLMZ04X0,NoiseBuds-A,Laptops,Umbrella,1320.5,True
SKU-QZFHOMTZZF,FitBand-A,Phones,Acme,1151.82,True
SKU-8ADF7PCHCB,ChargeCable-C,Wearables,Acme,66.61,True
SKU-N9WSZV83XP,PowerBrick-B,Phones,Umbrella,406.64,True
SKU-HX2KBVSIGB,PowerBrick-B,Phones,Contoso,538.54,True
SKU-IAF92MOVS0,ZenBook-D,Wearables,Globex,149.68,True
SKU-CDK36M8JVH,ChargeCable-A,Wearables,Acme,712.31,False
SKU-7UJODCK828,AirSpeaker-D,Wearables,Contoso,59.24,True
SKU-53UY8U118Q,AirSpeaker-B,Phones,Umbrella,1108.05,True
SKU-QVAECW9YIL,ZenBook-C,Laptops,Initech,426.73,True
SKU-8SA3IDY3C7,AirSpeaker-A,Tablets,Acme,577.28,True
SKU-RM6J8Y6RH0,AirSpeaker-B,Tablets,Initech,1820.48,True
SKU-5HHIWFD7YX,FitBand-C,Phones,Contoso,1007.62,True
SKU-W1TBRWR965,FitBand-E,Phones,Globex,541.41,True
SKU-R96KHUB2RT,AlphaPhone-B,Laptops,Contoso,1198.33,False
SKU-SOYG9ZQYAH,FitBand-E,Wearables,Globex,407.13,True
SKU-ULWJTIQWNR,TabPro-D,Phones,Contoso,153.34,True
SKU-HZN4KGEUID,ChargeCable-E,Accessories,Acme,46.69,True
SKU-JIPNF8F3GR,ChargeCable-B,Wearables,Acme,1902.35,True
SKU-94SZ2KUUOY,ZenBook-E,Phones,Initech,1449.87,True
SKU-C3RWQMMU7J,FitBand-A,Accessories,Contoso,1600.1,False
SKU-AE58HUXG2M,AlphaPhone-B,Audio,Contoso,1960.95,True
SKU-YR06NKWFG3,AirSpeaker-C,Laptops,Initech,1862.67,True
SKU-MWU4CFILKJ,AlphaPhone-E,Accessories,Umbrella,1474.4,False
SKU-XJQ5NV8OGA,AlphaPhone-A,Phones,Contoso,1388.81,True
SKU-0X7ZCGDC5T,NoiseBuds-D,Tablets,Contoso,676.68,True
SKU-AO1CJFX5LI,AirSpeaker-D,Phones,Contoso,212.41,True
SKU-KWE4BX4LR9,TabPro-E,Tablets,Umbrella,1149.0,True
SKU-TJQ8ZGVWWU,FitBand-D,Laptops,Acme,1154.05,True
SKU-SXLMT2PNJK,AirSpeaker-C,Laptops,Initech,1903.76,True
SKU-A34MQA78RA,AlphaPhone-B,Wearables,Umbrella,887.49,True
SKU-PKIANOUOF0,AirSpeaker-A,Wearables,Globex,1382.47,True
SKU-ONJPI163YK,TabPro-E,Tablets,Globex,1151.49,True
SKU-03O4GKWWJW,ChargeCable-D,Tablets,Umbrella,357.46,True
SKU-GABTGDJZ0I,ZenBook-B,Laptops,Umbrella,1185.58,False
SKU-FRML29Q2L4,FitBand-C,Accessories,Acme,1081.99,True
SKU-8C1CQG433E,FitBand-D,Tablets,Globex,989.85,True
SKU-1I1P0BQ1S9,NoiseBuds-D,Tablets,Initech,1028.77,True
SKU-RYLLWB7SJW,ChargeCable-A,Accessories,Contoso,331.99,True
SKU-H55HEWLGJE,FitBand-C,Wearables,Contoso,929.17,True
SKU-2AB2RVNDFD,NoiseBuds-C,Wearables,Acme,1212.67,True
SKU-W79WCXZ2EI,NoiseBuds-E,Tablets,Acme,980.96,True
SKU-9212PGYME6,NoiseBuds-A,Wearables,Globex,979.44,True
SKU-RPKZGGM0J3,PowerBrick-E,Wearables,Initech,159.57,True
SKU-6TCFKJNAWN,FitBand-A,Audio,Initech,385.4,True
SKU-GA41IZXTNS,FitBand-C,Wearables,Umbrella,645.02,True
SKU-RTWLXDSC4E,FitBand-A,Laptops,Acme,841.18,True
SKU-5HRDU4XSZJ,TabPro-A,Phones,Contoso,1189.31,True
SKU-NVC7HR6C2C,NoiseBuds-A,Tablets,Contoso,1726.51,True
SKU-U7ONZ3JBCK,TabPro-B,Tablets,Globex,322.37,True
SKU-88D0TGSIWG,ZenBook-B,Laptops,Contoso,35.09,True
SKU-0ODWMQX5GG,FitBand-C,Phones,Initech,900.78,False
SKU-OMF9PML9LN,PowerBrick-A,Phones,Initech,866.61,True
SKU-1P0VUH17J8,AirSpeaker-C,Laptops,Acme,1105.49,True
SKU-QO09VS9KKH,ChargeCable-B,Accessories,Globex,1666.44,True
SKU-4A3YJTU7FB,PowerBrick-A,Accessories,Contoso,1604.91,True
SKU-MENUI3DO70,AlphaPhone-E,Phones,Acme,204.49,True
SKU-02G3YU6VK0,ZenBook-B,Accessories,Umbrella,1867.39,True
SKU-UCC1M3O55I,AirSpeaker-B,Accessories,Umbrella,225.17,True
SKU-XVA1NKBTFS,AlphaPhone-B,Accessories,Contoso,1270.33,True
SKU-HB0OQVSHKO,AlphaPhone-A,Phones,Contoso,1345.78,True
SKU-ECUBODS1EE,FitBand-D,Accessories,Contoso,1360.68,True
SKU-URXHW0IC1L,ChargeCable-E,Tablets,Initech,534.11,True
SKU-7DYPMLVAK9,AlphaPhone-E,Audio,Contoso,663.71,True
SKU-W9PFB3HN14,NoiseBuds-C,Phones,Umbrella,1099.06,True
SKU-EB8753AYEQ,AirSpeaker-A,Laptops,Contoso,402.98,True
SKU-AHTHSJR0FZ,PowerBrick-B,Accessories,Globex,45.5,True
SKU-AUXBGK2WBX,PowerBrick-D,Wearables,Umbrella,1125.92,True
SKU-ANJ4X5A5XI,AlphaPhone-A,Phones,Globex,932.77,True
SKU-N9DL5TGSQ7,ZenBook-A,Laptops,Umbrella,1314.52,True
SKU-AITMOFMMWI,ChargeCable-D,Audio,Acme,297.52,True
SKU-9S3W563BTK,ChargeCable-B,Tablets,Umbrella,1681.8,True
SKU-F6XDN8WWII,PowerBrick-A,Laptops,Umbrella,296.57,True
SKU-F86LTHET25,AlphaPhone-E,Accessories,Globex,1782.34,True
SKU-LZSE99F77L,ChargeCable-E,Wearables,Globex,901.35,True
SKU-U8EL5015OO,ZenBook-D,Accessories,Umbrella,1101.31,True
SKU-P767J2DG1W,PowerBrick-B,Laptops,Umbrella,1792.78,True
SKU-JUIIYMYRSV,AirSpeaker-D,Phones,Initech,603.03,True
SKU-ZN4REGB1AJ,ZenBook-A,Wearables,Acme,367.56,True
SKU-O091C795RL,ZenBook-E,Wearables,Acme,893.83,True
SKU-QIOB0NLW0V,NoiseBuds-C,Laptops,Contoso,492.27,True
SKU-S52SQ3B9SO,FitBand-D,Audio,Umbrella,1057.52,True
SKU-0USWBKOK3Q,AlphaPhone-C,Audio,Umbrella,553.86,True
SKU-PWBSF3Q0E2,AirSpeaker-C,Accessories,Umbrella,1728.79,True
SKU-7ZEOQGVZHQ,PowerBrick-E,Laptops,Umbrella,1216.01,True
SKU-JY62ZEEQNS,ChargeCable-D,Wearables,Acme,5.48,True
SKU-N2S8NN16UX,ZenBook-C,Laptops,Globex,1611.11,True
SKU-F5GZPL1QWE,PowerBrick-A,Wearables,Initech,663.44,True
SKU-EHWJQ4TA5I,AlphaPhone-B,Accessories,Globex,643.49,True
SKU-VROCVITWU3,AirSpeaker-B,Phones,Globex,768.83,True
SKU-BFXB4Y4K7B,AirSpeaker-E,Phones,Acme,1261.74,True
SKU-PGYVYV2GQU,AlphaPhone-D,Laptops,Initech,886.47,True
SKU-7DKNNCPTKE,FitBand-D,Wearables,Umbrella,1258.5,True
SKU-ZJSSZWD0W9,NoiseBuds-B,Phones,Acme,297.68,True
SKU-RY79KVLS9M,ChargeCable-A,Wearables,Acme,1939.51,True
SKU-EUSWRGVZ9A,NoiseBuds-B,Accessories,Initech,1459.83,False
SKU-AWE429OMUW,AirSpeaker-B,Laptops,Contoso,503.91,True
SKU-AHK2LSLAYM,ChargeCable-D,Wearables,Acme,1448.99,True
SKU-0WBGLMY62X,AirSpeaker-C,Laptops,Globex,1151.6,True
SKU-RW6TM2O04K,ZenBook-A,Wearables,Globex,222.72,True
SKU-0LTHY25M8K,ZenBook-D,Audio,Umbrella,360.32,True
SKU-B9W4UOV51Z,AlphaPhone-B,Audio,Acme,87.37,True
SKU-LBORIQ8HKE,ChargeCable-C,Wearables,Umbrella,1618.62,True
SKU-226PARSG70,ChargeCable-A,Accessories,Acme,1105.1,True
SKU-S1F537YE0Q,AirSpeaker-E,Laptops,Initech,636.6,True
SKU-ZSA7YVDQBS,NoiseBuds-A,Tablets,Acme,256.93,True
SKU-XLUL6LGJLP,ZenBook-A,Wearables,Contoso,970.19,True
SKU-EFJAWSHMLF,TabPro-B,Wearables,Globex,1052.37,False
SKU-ZKICWMPEQY,AlphaPhone-B,Audio,Initech,1404.69,False
SKU-DBPGVV4ZWL,PowerBrick-E,Phones,Globex,1939.05,True
SKU-3ZYT91QE37,ChargeCable-E,Audio,Umbrella,872.28,True
SKU-QQYZQII4W6,FitBand-E,Laptops,Initech,814.63,True
SKU-OZX25QBRMQ,FitBand-D,Audio,Contoso,742.64,False
SKU-G1VED32LX2,TabPro-D,Tablets,Globex,1653.89,True
SKU-TOOWT9NM3V,ZenBook-B,Accessories,Acme,316.7,True
SKU-2P2TIXC7UR,ZenBook-B,Tablets,Acme,690.56,True
SKU-VQT3G8CD31,ZenBook-E,Accessories,Acme,1450.59,True
SKU-NRXD356WAF,NoiseBuds-D,Tablets,Initech,36.3,True
SKU-FTOUHYLU6K,AirSpeaker-C,Audio,Contoso,582.03,True
SKU-7P9MDA9OEK,FitBand-D,Tablets,Contoso,1284.05,True
SKU-NTBZ3M55IZ,ZenBook-B,Audio,Contoso,375.79,True
SKU-OLNNTXRGN7,FitBand-D,Audio,Globex,608.6,True
SKU-4F9YECAZRP,TabPro-B,Laptops,Initech,974.17,True
SKU-9DXOQ2VPGS,AlphaPhone-E,Audio,Acme,846.51,True
SKU-TQMGVU4ISO,AirSpeaker-E,Phones,Globex,216.42,True
SKU-TN9UZERYF0,NoiseBuds-E,Tablets,Contoso,1875.84,True
SKU-992QC6DR08,ChargeCable-C,Wearables,Acme,93.32,False
SKU-CW2LBM2QSQ,TabPro-C,Wearables,Initech,1499.99,True
SKU-0P82KB700U,AirSpeaker-B,Wearables,Umbrella,147.42,True
SKU-CRGB93WKCS,FitBand-A,Phones,Contoso,936.79,True
SKU-4KEK4AEGVF,TabPro-C,Audio,Contoso,354.77,True
SKU-Q3JZR25MDF,ChargeCable-B,Tablets,Contoso,286.35,True
SKU-7FR91IPWH0,AirSpeaker-D,Accessories,Contoso,256.04,True
SKU-MX1EGOK01T,NoiseBuds-E,Accessories,Acme,907.86,True
SKU-NZRF5A7QY8,PowerBrick-E,Laptops,Initech,1032.88,True
SKU-YB7W8P74MJ,AlphaPhone-E,Phones,Globex,270.97,True
SKU-DXO100VHMY,ChargeCable-B,Tablets,Acme,1957.92,True
SKU-GTY3ADDQHK,AirSpeaker-E,Audio,Initech,518.99,True
SKU-GAD7X48WZE,NoiseBuds-C,Wearables,Globex,919.93,False
SKU-4EX6U86ZJQ,FitBand-D,Phones,Contoso,436.24,True
SKU-7W7JP61LFC,ChargeCable-E,Phones,Initech,989.88,True
SKU-1NLC8JPR7V,PowerBrick-B,Tablets,Contoso,1512.5,True
SKU-GRF1HX6ZDC,TabPro-D,Audio,Initech,1044.08,True
SKU-UJQ6FX7XJZ,ZenBook-E,Laptops,Umbrella,574.58,True
SKU-6US7RP422T,TabPro-A,Audio,Contoso,500.3,False
SKU-A83RU7MYOW,FitBand-E,Laptops,Contoso,1518.32,True
SKU-8DT8CQ1XGB,AirSpeaker-C,Laptops,Contoso,240.77,True
SKU-NGZ6WMDW0F,PowerBrick-D,Wearables,Acme,742.71,True
SKU-GZVRCTLT4Q,AlphaPhone-C,Wearables,Globex,307.06,True
SKU-9BC2BE3YQY,ChargeCable-A,Tablets,Contoso,519.4,True
SKU-5FU7BFXQ7B,AirSpeaker-A,Audio,Contoso,309.45,False
SKU-ZEGBL2QGV3,AlphaPhone-C,Laptops,Acme,1773.22,True
SKU-DR2H2P39YL,FitBand-D,Tablets,Acme,1464.42,True
SKU-9UE421VMEF,ChargeCable-A,Laptops,Umbrella,1123.49,True
SKU-OZTP7BD4W1,NoiseBuds-A,Phones,Initech,452.5,False
SKU-ARAGDX5O31,NoiseBuds-E,Accessories,Contoso,1022.39,True
SKU-YHXSO7VBGR,AirSpeaker-B,Accessories,Initech,1043.54,True
SKU-8W2MAIETDN,TabPro-A,Laptops,Acme,1182.27,True
SKU-1TH1XJG2Y8,AirSpeaker-D,Tablets,Acme,124.81,True
SKU-RGYBXKPM21,TabPro-D,Wearables,Umbrella,1944.97,True
SKU-B07G2RE6ZV,PowerBrick-E,Audio,Globex,933.09,True
SKU-LHYL2LD05N,FitBand-D,Laptops,Acme,1852.5,True
SKU-HQR6F7QNEZ,NoiseBuds-E,Laptops,Contoso,24.56,True
SKU-W9HEYCE4QG,PowerBrick-A,Audio,Umbrella,498.63,True
SKU-M5V2WWG84D,ChargeCable-A,Wearables,Globex,212.37,True
SKU-4R9V4K00IL,NoiseBuds-A,Laptops,Umbrella,1539.61,True
SKU-U6VFUA9BQ1,TabPro-A,Phones,Acme,643.33,True
SKU-BTR23QIUA0,AirSpeaker-B,Wearables,Globex,1680.94,True
SKU-8EKXDRKZ40,FitBand-B,Phones,Initech,1664.78,True
SKU-AQ15O2NQW4,NoiseBuds-A,Accessories,Globex,1336.58,True
SKU-C6LBPJ8T22,PowerBrick-D,Audio,Contoso,1332.57,False
SKU-C50B8Y5DNW,FitBand-E,Wearables,Initech,1401.12,True
SKU-NGUCZH9IER,PowerBrick-C,Wearables,Initech,1348.49,True
SKU-7U8H0IMJYJ,NoiseBuds-E,Tablets,Contoso,776.5,True
SKU-CMRSEZYTKW,AirSpeaker-C,Tablets,Initech,1366.56,True
SKU-2837C6QC6K,AlphaPhone-C,Audio,Acme,1794.43,True
SKU-8DJZR5SWK8,AirSpeaker-A,Wearables,Globex,668.15,True
SKU-TEMPXKC5I8,NoiseBuds-C,Accessories,Globex,1889.11,True
SKU-XOMXLVZ4QK,TabPro-A,Laptops,Contoso,32.08,True
SKU-E2GJR81BMQ,AirSpeaker-B,Audio,Acme,701.07,True
SKU-F7ZK94YXFI,ChargeCable-D,Audio,Initech,268.4,True
SKU-BLEJGUBLMN,TabPro-C,Tablets,Globex,257.48,True
SKU-TFK7ORFQLA,TabPro-D,Accessories,Globex,1630.97,False
SKU-09LZRK79UF,TabPro-A,Audio,Globex,1836.23,True
SKU-U6PY06FTLO,FitBand-C,Accessories,Globex,1555.85,True
SKU-4QDBXVH7KA,ZenBook-E,Audio,Umbrella,1952.37,True
SKU-TQYDSHLV76,ZenBook-B,Tablets,Contoso,436.36,False
SKU-MF4NNKM95D,AlphaPhone-B,Laptops,Initech,285.76,True
SKU-0P92K38P6F,PowerBrick-C,Tablets,Initech,1043.28,True
SKU-VDHR59C81D,PowerBrick-B,Audio,Contoso,1658.1,True
SKU-O6OUZ1EGNT,TabPro-E,Accessories,Acme,84.44,True
SKU-B34KUQAAJ8,ZenBook-D,Phones,Contoso,1990.16,True
SKU-4RX6PRYIEJ,AlphaPhone-E,Tablets,Globex,1205.88,True
SKU-9C0UU5WRYE,FitBand-B,Accessories,Globex,1957.01,True
SKU-SU4FCL5EFJ,TabPro-D,Tablets,Contoso,732.97,True
SKU-P6MKT7S1GD,ChargeCable-E,Audio,Contoso,918.3,True
SKU-1T53YKYYDU,FitBand-A,Accessories,Initech,1505.21,True
SKU-3ASNRM6DFH,AlphaPhone-A,Laptops,Initech,1585.64,True
SKU-G6W3STT1EQ,FitBand-D,Accessories,Umbrella,469.67,True
SKU-C37RLN36V1,ChargeCable-D,Wearables,Umbrella,1859.02,True
SKU-MZB3I4FIEE,PowerBrick-D,Phones,Globex,1734.64,True
SKU-CY2C11BD2S,FitBand-A,Audio,Umbrella,41.3,True
SKU-CEJCY127H6,AlphaPhone-E,Accessories,Umbrella,261.36,True
SKU-GMD478MFS0,PowerBrick-D,Audio,Acme,994.22,True
SKU-IUDUAHGK6T,PowerBrick-A,Tablets,Contoso,924.15,True
SKU-9DHSZNVP8G,PowerBrick-D,Tablets,Initech,1417.53,True
SKU-MNHIE9EDE1,ChargeCable-D,Accessories,Umbrella,183.88,True
SKU-ZUBLEKVL9P,ChargeCable-D,Wearables,Initech,1290.84,True
SKU-TK4GC4RYG9,PowerBrick-A,Accessories,Umbrella,1234.04,True
SKU-RDPXDFOVD7,FitBand-E,Laptops,Umbrella,470.84,True
SKU-9C9MV9E40K,ChargeCable-A,Wearables,Globex,1086.53,True
SKU-ZUJ2XORVOR,AirSpeaker-A,Audio,Acme,448.08,True
SKU-K1DJRWEDBC,FitBand-D,Accessories,Contoso,297.96,True
SKU-Y8NYFWDC11,TabPro-C,Audio,Contoso,1147.83,True
SKU-2HXRJM4T8B,ChargeCable-C,Phones,Globex,1954.08,True
SKU-P6NLNQBU4K,FitBand-C,Wearables,Globex,477.45,True
SKU-ZREZRDYXYU,TabPro-A,Accessories,Contoso,713.54,True
SKU-R4SOR8WM9L,ChargeCable-D,Phones,Contoso,516.61,True
SKU-BB4M0A6MDM,TabPro-C,Accessories,Acme,536.32,False
SKU-MMXIXV6CKM,NoiseBuds-B,Laptops,Umbrella,810.96,True
SKU-ALQ5U6JZV9,ChargeCable-B,Tablets,Acme,1404.5,True
SKU-NOU3DYMS1M,NoiseBuds-B,Audio,Contoso,82.38,True
SKU-WNPR424TKB,AlphaPhone-E,Accessories,Umbrella,1913.51,False
SKU-9OI0D4DMC2,AlphaPhone-D,Wearables,Contoso,97.28,True
SKU-RH2XK2PTHO,FitBand-A,Accessories,Acme,1762.22,True
SKU-WQ1GAZ5UH8,ZenBook-A,Accessories,Acme,1788.39,True
SKU-0Q7TW1PUWS,NoiseBuds-D,Accessories,Acme,1050.83,True
SKU-NFFYKPL3CH,NoiseBuds-E,Accessories,Umbrella,278.17,True
SKU-O3XJVOEGI3,AlphaPhone-D,Wearables,Initech,1131.9,True
SKU-QUPXBFEJ2X,NoiseBuds-E,Wearables,Initech,1258.49,True
SKU-G48RA4DV56,ZenBook-C,Accessories,Contoso,1715.37,True
SKU-ONXD70FE07,PowerBrick-C,Tablets,Umbrella,1103.49,True
SKU-S387J5IE3L,TabPro-E,Accessories,Globex,823.95,True
SKU-VO0IPFG8PJ,TabPro-D,Audio,Initech,1676.55,True
SKU-VRN8LPY857,ZenBook-C,Audio,Umbrella,1961.02,False
SKU-NZ3A8V4X7Y,NoiseBuds-D,Wearables,Umbrella,1291.34,True
SKU-2ITL8N3E54,NoiseBuds-C,Audio,Initech,1748.53,False
SKU-N6O9JD3IH6,NoiseBuds-D,Audio,Umbrella,1198.88,True
SKU-6W51OB537Q,AirSpeaker-D,Laptops,Umbrella,1380.44,True
SKU-O4Z533ZSMV,FitBand-B,Accessories,Initech,1377.21,True
SKU-30QABXW2EO,ChargeCable-E,Accessories,Acme,1410.35,True
SKU-WLCFS8314Y,ZenBook-A,Accessories,Contoso,645.1,True
SKU-2LR0JY32HO,ZenBook-E,Accessories,Globex,1152.87,True
SKU-G585I87XW6,AirSpeaker-D,Phones,Contoso,1189.71,True
SKU-9HZGOPJDN8,ZenBook-D,Accessories,Acme,633.25,True
SKU-EZP7QYEZG5,PowerBrick-E,Wearables,Acme,702.61,False
SKU-2KRE4V9KYP,PowerBrick-D,Wearables,Umbrella,1524.92,False
SKU-OFKJW6NYQA,ZenBook-C,Phones,Contoso,1166.95,False
SKU-ELYYZZ0JDC,AirSpeaker-D,Accessories,Acme,302.53,False
SKU-LI6978V0BJ,ZenBook-E,Tablets,Contoso,1675.25,True
SKU-WKON8UUJS7,NoiseBuds-E,Accessories,Acme,1765.93,False
SKU-5ELTFEBE54,AirSpeaker-E,Wearables,Globex,934.49,True
SKU-07K5W1JL6L,FitBand-B,Laptops,Acme,421.56,True
SKU-91F4X2BFIB,AlphaPhone-B,Audio,Contoso,1894.53,True
SKU-JZP97BMZRR,NoiseBuds-B,Laptops,Umbrella,1764.25,True
SKU-45ED5GGSJ6,PowerBrick-B,Tablets,Contoso,492.3,True
SKU-VV8SUOC1Y5,NoiseBuds-B,Accessories,Initech,195.61,True
SKU-AYYOV84FC3,ChargeCable-B,Phones,Contoso,883.66,True
SKU-XQ8VA8X8L0,AirSpeaker-B,Accessories,Globex,1353.74,True
SKU-08UHBXLBC8,PowerBrick-E,Tablets,Globex,354.72,False
SKU-NOG85D4F2K,AlphaPhone-A,Tablets,Globex,1028.35,True
SKU-1XERP3LYEX,ZenBook-B,Audio,Acme,853.28,True
SKU-3SR5RUP13W,AlphaPhone-E,Tablets,Globex,1780.76,True
SKU-PPBMQIYFRW,FitBand-A,Laptops,Contoso,861.56,True
SKU-SKP6RFE64S,TabPro-B,Audio,Umbrella,1069.35,True
SKU-KBCBDPDXUJ,NoiseBuds-A,Accessories,Globex,1909.84,True
SKU-JCSEXGGOC5,AirSpeaker-A,Accessories,Contoso,602.59,False
SKU-KVQYWJ85GG,AirSpeaker-C,Phones,Acme,581.25,True
SKU-0V5DTAEGRY,AlphaPhone-D,Tablets,Acme,1599.39,True
SKU-58VRW9MYYO,ChargeCable-C,Tablets,Umbrella,558.41,False
SKU-KEAEA84HXX,PowerBrick-A,Wearables,Umbrella,1663.74,True
SKU-PW2GKQRAFF,FitBand-E,Audio,Contoso,195.5,True
SKU-Z8Q4VHU4BA,TabPro-B,Wearables,Umbrella,226.85,True
SKU-WZ940VTKRR,FitBand-D,Audio,Umbrella,1802.24,True
SKU-VWY3RZTPLC,AirSpeaker-B,Laptops,Acme,1083.38,True
SKU-6PRR7MZAKG,ZenBook-E,Audio,Contoso,1438.32,False
SKU-MIH6MV4XEK,TabPro-D,Accessories,Umbrella,454.23,True
SKU-Z83Y0224WK,PowerBrick-C,Phones,Contoso,336.55,True
SKU-0YEHVDO9KH,PowerBrick-A,Audio,Globex,1669.9,True
SKU-BA5MF36BCP,AirSpeaker-E,Audio,Acme,720.1,True
SKU-WEIJMMB5JF,ChargeCable-A,Audio,Acme,912.34,True
SKU-YSYZ7PQ4DD,TabPro-A,Phones,Acme,60.78,True
SKU-V283BDW56F,AirSpeaker-B,Tablets,Initech,774.45,True
SKU-KPS0DXME4P,ChargeCable-E,Phones,Contoso,1541.25,False
SKU-O1I3MSDN1M,ZenBook-A,Tablets,Globex,1642.62,True
SKU-XF1PI2OOQ4,ChargeCable-C,Accessories,Umbrella,1398.32,True
SKU-2NBFA37DL9,FitBand-D,Phones,Globex,1385.21,True
SKU-FC1XX6CWZX,AlphaPhone-E,Tablets,Contoso,1014.44,True
SKU-SKOYTK06AK,FitBand-B,Accessories,Acme,1078.43,True
SKU-T7ZQHT2XZ5,PowerBrick-E,Accessories,Initech,1485.81,True
SKU-2OHKBM00E9,AirSpeaker-B,Tablets,Contoso,498.12,True
SKU-KDTS1FB2VI,AirSpeaker-D,Tablets,Contoso,466.65,True
SKU-109DCNWMBX,NoiseBuds-C,Laptops,Umbrella,1899.15,True
SKU-EK0Q929U6W,FitBand-A,Accessories,Globex,60.21,True
SKU-TVMK2ZYZSI,TabPro-E,Tablets,Globex,283.09,True
SKU-LU3NDZ3CC5,PowerBrick-B,Accessories,Umbrella,1142.24,True
SKU-RQNSVSOJRP,ZenBook-D,Phones,Initech,1476.24,True
SKU-P7R93FEZEZ,PowerBrick-A,Wearables,Acme,1077.55,True
SKU-5EHR07N8VO,NoiseBuds-D,Wearables,Acme,713.0,True
SKU-EUBFN9KR2F,NoiseBuds-C,Audio,Initech,1955.08,True
SKU-VB66H3REM5,NoiseBuds-A,Tablets,Umbrella,1408.48,False
SKU-PUU62RZV1S,AirSpeaker-A,Tablets,Contoso,1662.79,True
SKU-QQQ5L2XOIO,AlphaPhone-A,Accessories,Globex,85.25,True
SKU-T860X5ZU2Z,ChargeCable-B,Audio,Contoso,475.42,True
SKU-UEUGWUBUGR,TabPro-A,Tablets,Globex,751.1,True
SKU-6E7GA2IZ5P,PowerBrick-D,Accessories,Contoso,369.11,True
SKU-3VOB5APO4L,AirSpeaker-B,Tablets,Umbrella,150.36,True
SKU-JEDGFJDLOG,PowerBrick-A,Accessories,Umbrella,453.83,True
SKU-WLACOLOLN3,ZenBook-D,Tablets,Initech,1069.07,True
