inventory_id,sku,warehouse,on_hand,reserved,reorder_point,last_count_date,available
351,SKU-AHK2LSLAYM,WH-NJ-01,77,117,20,2025-05-16,0
352,SKU-FM8ZOV7LN2,WH-NJ-01,161,155,100,2025-09-16,6
353,SKU-JCSEXGGOC5,WH-CA-04,81,158,30,2025-09-13,0
354,SKU-XAJI0Y6DPB,WH-TX-03,215,182,20,2025-11-27,33
355,SKU-IYZVNLPA5C,WH-TX-03,477,179,75,2025-09-28,298
356,SKU-S52SQ3B9SO,WH-CA-04,50,65,100,2025-02-01,0
357,SKU-9212PGYME6,WH-NC-02,402,45,30,2025-09-11,357
358,SKU-JCSEXGGOC5,WH-TX-03,163,107,30,2025-09-24,56
359,SKU-YH523GGODL,WH-NJ-01,250,3,75,2025-10-09,247
360,SKU-0UY9F8P47D,WH-NC-02,212,149,30,2025-01-07,63
361,SKU-JQY3ODSX4N,WH-CA-04,210,172,50,2025-12-14,38
362,SKU-A34MPYO2TL,WH-NC-02,373,155,50,2025-02-08,218
363,SKU-CGVYIE6IVW,WH-TX-03,409,137,40,2025-01-04,272
364,SKU-UIJNWPAYTX,WH-TX-03,162,193,40,2025-01-30,0
365,SKU-LOQC3XNCHK,WH-NJ-01,318,176,20,2025-06-15,142
366,SKU-2SEHE2ATN2,WH-CA-04,359,94,20,2025-11-03,265
367,SKU-F74T60PLOZ,WH-NC-02,387,105,75,2025-02-05,282
368,SKU-X4W6XLPU0D,WH-NC-02,84,79,75,2025-12-17,5
369,SKU-8T922D0NX5,WH-NC-02,2,50,100,2025-07-30,0
370,SKU-FTOUHYLU6K,WH-NC-02,4,170,30,2025-04-23,0
371,SKU-XCS1XSRQLN,WH-NJ-01,234,133,40,2025-04-27,101
372,SKU-4IVSOLMLGS,WH-NJ-01,412,120,100,2025-11-12,292
373,SKU-RTWLXDSC4E,WH-NJ-01,374,152,40,2025-02-20,222
374,SKU-1T53YKYYDU,WH-TX-03,274,3,40,2025-01-15,271
375,SKU-9ZDO0D3FVN,WH-NJ-01,370,151,40,2025-07-20,219
376,SKU-BLEJGUBLMN,WH-NJ-01,400,183,20,2025-12-13,217
377,SKU-VAJ2K8XPNM,WH-CA-04,289,90,50,2025-05-04,199
378,SKU-6T4UFEL624,WH-CA-04,19,182,100,2025-12-06,0
379,SKU-L0IJKCU5X0,WH-CA-04,411,53,75,2025-06-05,358
380,SKU-TJQ8ZGVWWU,WH-CA-04,328,2,75,2025-07-27,326
381,SKU-PUU62RZV1S,WH-NJ-01,194,174,40,2025-08-30,20
382,SKU-P6MKT7S1GD,WH-NJ-01,393,29,40,2025-06-13,364
383,SKU-IUDUAHGK6T,WH-TX-03,148,75,20,2025-09-17,73
384,SKU-CDYK0X65MU,WH-NC-02,488,40,20,2025-10-04,448
385,SKU-5HRDU4XSZJ,WH-NC-02,115,105,75,2025-12-13,10
386,SKU-AMB3LPVOWC,WH-CA-04,3,182,40,2025-07-12,0
387,SKU-A34MQA78RA,WH-TX-03,21,58,40,2025-11-21,0
388,SKU-CY2C11BD2S,WH-NJ-01,326,39,100,2025-08-26,287
389,SKU-KEAEA84HXX,WH-NC-02,189,44,75,2025-02-19,145
390,SKU-B9W4UOV51Z,WH-CA-04,11,149,20,2025-08-01,0
391,SKU-Y4V8URID3U,WH-CA-04,394,14,100,2025-09-23,380
392,SKU-8WPFQ2BHAI,WH-NC-02,405,16,75,2025-03-31,389
393,SKU-2KRE4V9KYP,WH-NC-02,412,186,20,2025-05-24,226
394,SKU-153SFLSE45,WH-NC-02,188,107,20,2025-06-15,81
395,SKU-UCC1M3O55I,WH-NJ-01,316,24,100,2025-03-08,292
396,SKU-GDEJ31GYMD,WH-NC-02,26,42,100,2025-01-20,0
397,SKU-47EN48NYSJ,WH-TX-03,430,191,20,2025-04-21,239
398,SKU-QIMQODPXNF,WH-TX-03,339,178,40,2025-03-10,161
399,SKU-NTBZ3M55IZ,WH-NC-02,141,60,75,2025-01-25,81
400,SKU-N9DL5TGSQ7,WH-NJ-01,6,172,20,2025-12-11,0
401,SKU-ETUK1OOA35,WH-CA-04,398,130,50,2025-11-06,268
402,SKU-CLW3JGEQE5,WH-NC-02,429,163,20,2025-01-12,266
403,SKU-QQB9LZS34J,WH-NC-02,411,191,20,2025-03-06,220
404,SKU-KVQYWJ85GG,WH-NC-02,426,27,100,2025-07-01,399
405,SKU-6W51OB537Q,WH-TX-03,9,106,20,2025-08-22,0
406,SKU-493WXA73JG,WH-TX-03,178,123,30,2025-11-19,55
407,SKU-BYGHGK5BWI,WH-CA-04,2,172,100,2025-05-13,0
408,SKU-KPG3DP4FMP,WH-NJ-01,459,83,50,2025-07-05,376
409,SKU-MZB3I4FIEE,WH-NC-02,460,148,40,2025-03-20,312
410,SKU-MBY49E7EOB,WH-NC-02,102,26,100,2025-05-12,76
411,SKU-P6MKT7S1GD,WH-NC-02,299,82,75,2025-10-02,217
412,SKU-QFEZKFH00A,WH-CA-04,53,99,75,2025-12-03,0
413,SKU-30QABXW2EO,WH-NC-02,161,75,100,2025-11-07,86
414,SKU-N8LFJDTVV2,WH-TX-03,448,34,75,2025-11-13,414
415,SKU-TP6QAQ3K8A,WH-NJ-01,229,175,100,2025-07-19,54
416,SKU-IJC1YDMT8V,WH-TX-03,344,96,40,2025-04-11,248
417,SKU-D0771HLL9R,WH-NC-02,210,99,20,2025-06-01,111
418,SKU-3J2D54I3QK,WH-CA-04,280,150,50,2025-08-04,130
419,SKU-S1K9YE9O2M,WH-TX-03,446,191,75,2025-05-27,255
420,SKU-GO8JN42X2E,WH-NJ-01,69,12,30,2025-10-07,57
421,SKU-RWTF07GBAS,WH-CA-04,300,157,30,2025-11-06,143
422,SKU-BHB7S9TJ1G,WH-NC-02,67,147,50,2025-08-21,0
423,SKU-992QC6DR08,WH-NC-02,281,5,75,2025-05-29,276
424,SKU-Y8NYFWDC11,WH-CA-04,281,146,20,2025-12-03,135
425,SKU-2LR0JY32HO,WH-TX-03,153,194,75,2025-10-02,0
426,SKU-7FR91IPWH0,WH-TX-03,461,73,20,2025-06-30,388
427,SKU-3N3BZT9D31,WH-CA-04,445,9,75,2025-05-31,436
428,SKU-KBRH7LAY64,WH-TX-03,223,183,30,2025-10-20,40
429,SKU-1XERP3LYEX,WH-NJ-01,367,20,40,2025-10-11,347
430,SKU-SPD2SW24WJ,WH-CA-04,347,126,100,2025-07-23,221
431,SKU-GZVRCTLT4Q,WH-NJ-01,188,55,50,2025-03-21,133
432,SKU-O1I3MSDN1M,WH-CA-04,385,56,20,2025-11-23,329
433,SKU-KKV9RFTMTT,WH-NJ-01,40,129,40,2025-05-29,0
434,SKU-KPS0DXME4P,WH-NC-02,172,38,20,2025-10-04,134
435,SKU-EUBFN9KR2F,WH-NC-02,468,60,50,2025-02-04,408
436,SKU-I15CQZCUCT,WH-TX-03,237,172,40,2025-08-04,65
437,SKU-0IQ2FA39E3,WH-CA-04,269,109,40,2025-01-01,160
438,SKU-I0RS210Q2L,WH-NC-02,164,155,100,2025-07-25,9
439,SKU-MNHIE9EDE1,WH-CA-04,129,145,100,2025-04-02,0
440,SKU-KK2ABKVBLP,WH-CA-04,4,13,50,2025-04-01,0
441,SKU-PWBSF3Q0E2,WH-NJ-01,357,182,50,2025-03-11,175
442,SKU-2IAGL58KXO,WH-NC-02,129,58,20,2025-05-12,71
443,SKU-4LAV71448N,WH-TX-03,384,108,40,2025-09-14,276
444,SKU-3NWXROG983,WH-TX-03,175,146,50,2025-12-21,29
445,SKU-31YIHAIR4C,WH-TX-03,21,40,100,2025-04-02,0
446,SKU-71HSSBELRQ,WH-CA-04,40,139,20,2025-03-23,0
447,SKU-UKX496K4O6,WH-TX-03,152,147,75,2025-11-04,5
448,SKU-W9HEYCE4QG,WH-CA-04,45,161,100,2025-04-09,0
449,SKU-8F1N2OJGFH,WH-NC-02,349,124,50,2025-02-22,225
450,SKU-B07G2RE6ZV,WH-CA-04,8,35,100,2025-12-07,0
451,SKU-M5RRVSFFCX,WH-TX-03,444,20,100,2025-03-21,424
452,SKU-18K0AXYCEL,WH-NC-02,100,55,40,2025-11-08,45
453,SKU-G8Y72IVGLY,WH-TX-03,46,40,75,2025-12-25,6
454,SKU-UNLPAIH0P4,WH-CA-04,329,126,50,2025-12-09,203
455,SKU-UPUY0ZIA9A,WH-CA-04,206,168,30,2025-09-03,38
456,SKU-4RX6PRYIEJ,WH-TX-03,240,170,40,2025-10-16,70
457,SKU-9SKDGIGATJ,WH-NC-02,2,105,100,2025-10-06,0
458,SKU-KKV9RFTMTT,WH-CA-04,263,199,40,2025-09-19,64
459,SKU-V9DT94G8V9,WH-NJ-01,408,85,20,2025-12-07,323
460,SKU-K9TR74QGEF,WH-NJ-01,35,37,30,2025-09-18,0
461,SKU-4A3YJTU7FB,WH-NJ-01,298,145,50,2025-11-29,153
462,SKU-GO8JN42X2E,WH-NJ-01,242,7,30,2025-08-20,235
463,SKU-7FR91IPWH0,WH-TX-03,237,193,100,2025-09-05,44
464,SKU-IOGXPBWHVN,WH-CA-04,433,147,50,2025-09-12,286
465,SKU-G8Y72IVGLY,WH-NC-02,318,196,20,2025-03-24,122
466,SKU-XBIDFWA88D,WH-NJ-01,468,184,100,2025-09-22,284
467,SKU-S52SQ3B9SO,WH-TX-03,417,105,100,2025-01-03,312
468,SKU-JLZFFLB7WX,WH-NC-02,218,145,75,2025-08-11,73
469,SKU-DZX5QJICJD,WH-TX-03,200,107,30,2025-09-07,93
470,SKU-M72QLGDVC2,WH-CA-04,393,187,40,2025-07-11,206
471,SKU-M08TV4REAS,WH-NJ-01,26,129,50,2025-02-15,0
472,SKU-FOCNQDQX6Q,WH-NC-02,88,169,30,2025-10-22,0
473,SKU-XPJ4HNRIUU,WH-NC-02,268,63,50,2025-09-26,205
474,SKU-GABTGDJZ0I,WH-TX-03,306,43,30,2025-02-10,263
475,SKU-9DXOQ2VPGS,WH-TX-03,323,178,40,2025-05-19,145
476,SKU-U2GC5WI6FQ,WH-CA-04,123,100,50,2025-02-10,23
477,SKU-CGVYIE6IVW,WH-NC-02,399,105,50,2025-11-27,294
478,SKU-WGWAJ1G1R1,WH-NJ-01,395,64,75,2025-06-24,331
479,SKU-E7PKWCYUKN,WH-NJ-01,280,64,20,2025-10-18,216
480,SKU-ZP08J3TRP0,WH-NC-02,495,117,30,2025-11-19,378
481,SKU-UCC1M3O55I,WH-NC-02,254,123,40,2025-10-07,131
482,SKU-OS6ZLE6KWH,WH-CA-04,432,181,75,2025-04-04,251
483,SKU-UCC1M3O55I,WH-NJ-01,399,107,75,2025-12-18,292
484,SKU-DW2ZCFZW0L,WH-NJ-01,358,94,20,2025-12-06,264
485,SKU-E86O3Z0ANI,WH-TX-03,1,166,40,2025-07-24,0
486,SKU-Y4V8URID3U,WH-TX-03,328,135,100,2025-02-25,193
487,SKU-WKSHY8NBIQ,WH-NJ-01,122,66,30,2025-08-19,56
488,SKU-WAOUAXEQBN,WH-NC-02,235,110,50,2025-09-17,125
489,SKU-U2GC5WI6FQ,WH-NC-02,382,75,20,2025-08-08,307
490,SKU-DW2ZCFZW0L,WH-TX-03,76,48,50,2025-06-17,28
491,SKU-0USWBKOK3Q,WH-NC-02,77,163,75,2025-06-20,0
492,SKU-MRSXKJKMPL,WH-CA-04,331,6,50,2025-11-10,325
493,SKU-0MZHRUPFLF,WH-NC-02,162,14,30,2025-11-14,148
494,SKU-8HMBR5XQT4,WH-NC-02,149,84,100,2025-05-17,65
495,SKU-VB66H3REM5,WH-NC-02,468,152,30,2025-10-05,316
496,SKU-J9HVCHRM3W,WH-TX-03,47,184,100,2025-09-17,0
497,SKU-DYT9MOGE4Q,WH-NC-02,113,37,50,2025-10-18,76
498,SKU-WLACOLOLN3,WH-NJ-01,63,36,50,2025-10-16,27
499,SKU-JIPNF8F3GR,WH-TX-03,450,121,20,2025-05-15,329
500,SKU-7P9MDA9OEK,WH-NC-02,149,15,100,2025-04-15,134
501,SKU-M25LEN606N,WH-NC-02,72,0,30,2025-08-15,72
502,SKU-Y4XKSS0KB6,WH-CA-04,46,174,50,2025-07-09,0
503,SKU-BHB7S9TJ1G,WH-NC-02,295,179,40,2025-07-14,116
504,SKU-0USWBKOK3Q,WH-TX-03,361,36,20,2025-03-05,325
505,SKU-2P2TIXC7UR,WH-NC-02,180,44,20,2025-06-20,136
506,SKU-KKV9RFTMTT,WH-TX-03,373,141,20,2025-01-18,232
507,SKU-CMRSEZYTKW,WH-NJ-01,258,184,20,2025-09-16,74
508,SKU-QFEZKFH00A,WH-NC-02,94,161,100,2025-11-11,0
509,SKU-SQT26Q3XLR,WH-TX-03,100,193,100,2025-07-09,0
510,SKU-YHXSO7VBGR,WH-NJ-01,389,158,50,2025-10-22,231
511,SKU-8DJZR5SWK8,WH-TX-03,397,82,75,2025-11-16,315
512,SKU-74X2EK3ZEZ,WH-NC-02,82,171,40,2025-09-10,0
513,SKU-158OQESUX9,WH-TX-03,441,22,75,2025-03-22,419
514,SKU-KD9GNLPYO2,WH-NC-02,81,93,75,2025-03-01,0
515,SKU-MIH6MV4XEK,WH-TX-03,120,80,50,2025-04-15,40
516,SKU-1T53YKYYDU,WH-NJ-01,390,65,20,2025-12-31,325
517,SKU-74X2EK3ZEZ,WH-NC-02,483,138,20,2025-09-18,345
518,SKU-YZ7SRCBPLJ,WH-NJ-01,412,176,50,2025-09-12,236
519,SKU-JTGQ01TEE1,WH-NC-02,2,57,50,2025-02-15,0
520,SKU-7U8H0IMJYJ,WH-TX-03,12,28,100,2025-05-12,0
521,SKU-2ITL8N3E54,WH-NJ-01,163,82,30,2025-01-14,81
522,SKU-38XRG2GZR7,WH-NC-02,104,178,20,2025-09-24,0
523,SKU-0UBMC97C7B,WH-NJ-01,344,128,40,2025-01-22,216
524,SKU-7FR91IPWH0,WH-CA-04,347,132,30,2025-04-16,215
525,SKU-WGWAJ1G1R1,WH-NJ-01,165,114,75,2025-01-05,51
526,SKU-ZSA7YVDQBS,WH-NC-02,74,33,100,2025-06-30,41
527,SKU-DIHSA7HEZ7,WH-TX-03,59,124,100,2025-05-29,0
528,SKU-P9JYQN15IK,WH-CA-04,232,77,20,2025-12-01,155
529,SKU-9T7E8G8JDP,WH-CA-04,381,18,50,2025-10-07,363
530,SKU-4F9YECAZRP,WH-CA-04,72,87,50,2025-01-13,0
531,SKU-VIFTTD96QE,WH-NJ-01,277,167,50,2025-12-18,110
532,SKU-HMEWCJN6OC,WH-NC-02,148,80,20,2025-01-26,68
533,SKU-874FRHOCN9,WH-NJ-01,122,193,100,2025-02-09,0
534,SKU-WLCFS8314Y,WH-CA-04,466,94,40,2025-10-09,372
535,SKU-JTGQ01TEE1,WH-CA-04,288,191,50,2025-10-13,97
536,SKU-HGNZEI3ZRR,WH-CA-04,3,71,100,2025-03-05,0
537,SKU-2OHKBM00E9,WH-NJ-01,480,144,20,2025-04-21,336
538,SKU-0YEHVDO9KH,WH-CA-04,236,37,75,2025-11-25,199
539,SKU-EYUHZ1GV0E,WH-TX-03,207,170,30,2025-03-29,37
540,SKU-X4W6XLPU0D,WH-NC-02,171,39,20,2025-05-04,132
541,SKU-HC8CAH3GDH,WH-CA-04,384,172,20,2025-05-26,212
542,SKU-5XJXNECRYS,WH-NC-02,445,167,100,2025-08-02,278
543,SKU-DIHSA7HEZ7,WH-NJ-01,206,198,50,2025-05-08,8
544,SKU-X70FQLDB2U,WH-CA-04,149,119,30,2025-10-21,30
545,SKU-LXSLG6MM1Z,WH-TX-03,223,87,30,2025-05-29,136
546,SKU-EF0VOTQTXH,WH-CA-04,58,89,50,2025-11-23,0
547,SKU-I0RS210Q2L,WH-TX-03,292,29,40,2025-05-20,263
548,SKU-AMB3LPVOWC,WH-TX-03,150,162,20,2025-10-19,0
549,SKU-MZMZ2K1KO6,WH-NC-02,160,193,50,2025-05-02,0
550,SKU-SUFLSEHUDS,WH-NC-02,112,171,100,2025-01-11,0
551,SKU-9C9MV9E40K,WH-NJ-01,231,131,40,2025-10-10,100
552,SKU-P49KWV08HH,WH-TX-03,405,191,50,2025-09-09,214
553,SKU-XVKDC9X5JZ,WH-TX-03,447,132,75,2025-07-13,315
554,SKU-4LMCT64Z7W,WH-NC-02,487,175,40,2025-11-26,312
555,SKU-NVC7HR6C2C,WH-NJ-01,382,65,100,2025-07-14,317
556,SKU-PRCJIWVHDK,WH-NC-02,445,94,40,2025-03-22,351
557,SKU-XMXB9YO18P,WH-NC-02,373,26,30,2025-04-17,347
558,SKU-LBORIQ8HKE,WH-NJ-01,437,151,20,2025-11-17,286
559,SKU-JGXAA2ILGB,WH-TX-03,185,55,50,2025-07-25,130
560,SKU-HB0OQVSHKO,WH-TX-03,238,44,100,2025-07-28,194
561,SKU-UDC62G3AUT,WH-NJ-01,246,67,100,2025-05-07,179
562,SKU-YR06NKWFG3,WH-TX-03,139,155,50,2025-02-03,0
563,SKU-5OL5U7NTED,WH-NJ-01,111,4,20,2025-03-05,107
564,SKU-FN33VM89I9,WH-NJ-01,401,107,100,2025-01-17,294
565,SKU-LZN9UHJPKH,WH-NC-02,479,46,100,2025-09-06,433
566,SKU-8C1CQG433E,WH-TX-03,194,132,20,2025-04-15,62
567,SKU-YM33MG1ZAQ,WH-TX-03,443,4,100,2025-12-11,439
568,SKU-SQT26Q3XLR,WH-NJ-01,124,175,100,2025-04-18,0
569,SKU-QUPXBFEJ2X,WH-NC-02,355,120,100,2025-08-10,235
570,SKU-9T7E8G8JDP,WH-NC-02,238,72,30,2025-06-25,166
571,SKU-IOGXPBWHVN,WH-TX-03,493,46,20,2025-08-16,447
572,SKU-SPENGWYX9T,WH-CA-04,0,189,75,2025-07-09,0
573,SKU-45BM1ENF31,WH-NJ-01,120,154,30,2025-08-01,0
574,SKU-CCU3FG00ZK,WH-TX-03,88,3,40,2025-08-09,85
575,SKU-8LW2LM349E,WH-TX-03,19,176,20,2025-11-20,0
576,SKU-DERI4K5OGZ,WH-CA-04,272,90,40,2025-06-11,182
577,SKU-HF4ABUFWBU,WH-CA-04,176,64,30,2025-10-25,112
578,SKU-XPJ4HNRIUU,WH-NC-02,405,95,100,2025-09-06,310
579,SKU-E4PA8HYEXF,WH-NC-02,113,79,75,2025-07-09,34
580,SKU-XF50I6GBXQ,WH-NC-02,416,86,75,2025-01-12,330
581,SKU-3NX39RBSV5,WH-NC-02,281,60,20,2025-03-09,221
582,SKU-RY79KVLS9M,WH-NJ-01,26,147,75,2025-02-10,0
583,SKU-EZP7QYEZG5,WH-CA-04,187,99,100,2025-09-17,88
584,SKU-6ZS62YWE1G,WH-TX-03,417,118,50,2025-05-06,299
585,SKU-992QC6DR08,WH-NC-02,86,108,100,2025-08-14,0
586,SKU-FEN0B09ZIV,WH-TX-03,79,135,30,2025-07-29,0
587,SKU-5PSQ0OXFQ8,WH-NJ-01,461,81,100,2025-11-29,380
588,SKU-55NF4ZW9XA,WH-NC-02,179,12,75,2025-11-26,167
589,SKU-M5V2WWG84D,WH-NJ-01,54,164,30,2025-09-22,0
590,SKU-1POXRTEO2T,WH-NC-02,246,42,30,2025-06-20,204
591,SKU-V4KFQ5DZ53,WH-TX-03,499,91,100,2025-01-01,408
592,SKU-V7C6S5NKB4,WH-NJ-01,316,183,100,2025-12-30,133
593,SKU-TGXNX4SN6S,WH-NC-02,433,177,50,2025-12-15,256
594,SKU-DTBH55RBC7,WH-TX-03,232,19,100,2025-07-28,213
595,SKU-S95ZOW60ZZ,WH-TX-03,446,47,100,2025-08-29,399
596,SKU-EAVT8K06MO,WH-TX-03,447,99,20,2025-03-13,348
597,SKU-ONXD70FE07,WH-NC-02,269,18,30,2025-09-30,251
598,SKU-ZHG8Q3GCG1,WH-TX-03,381,68,50,2025-03-30,313
599,SKU-3VOB5APO4L,WH-TX-03,108,16,75,2025-01-20,92
600,SKU-CLW3JGEQE5,WH-NC-02,473,155,40,2025-11-11,318
601,SKU-BGL2MCXN2E,WH-NJ-01,237,35,20,2025-05-21,202
602,SKU-LBORIQ8HKE,WH-TX-03,377,165,100,2025-11-29,212
603,SKU-0IQ2FA39E3,WH-NC-02,306,81,40,2025-06-24,225
604,SKU-6DDFGS3JON,WH-NJ-01,368,69,50,2025-02-19,299
605,SKU-2SEHE2ATN2,WH-TX-03,154,115,30,2025-04-04,39
606,SKU-TQMGVU4ISO,WH-NC-02,167,153,50,2025-06-17,14
607,SKU-S74NDDAFS1,WH-CA-04,67,0,20,2025-02-24,67
608,SKU-ZUJ2XORVOR,WH-NC-02,264,80,20,2025-02-20,184
609,SKU-P6BEFFLZM7,WH-TX-03,439,129,75,2025-11-28,310
610,SKU-PHR62GDSWM,WH-NJ-01,474,163,50,2025-09-27,311
611,SKU-MVRYDC1AU9,WH-NJ-01,234,183,20,2025-12-28,51
612,SKU-RW6TM2O04K,WH-NJ-01,38,34,50,2025-05-25,4
613,SKU-G1VED32LX2,WH-TX-03,142,126,75,2025-03-18,16
614,SKU-ZBIKCIDKWN,WH-TX-03,344,26,75,2025-05-09,318
615,SKU-874FRHOCN9,WH-NJ-01,17,194,50,2025-04-21,0
616,SKU-30QABXW2EO,WH-NJ-01,51,183,100,2025-01-01,0
617,SKU-BGL2MCXN2E,WH-NJ-01,444,45,20,2025-01-26,399
618,SKU-0Q7TW1PUWS,WH-NJ-01,221,147,30,2025-04-26,74
619,SKU-SPENGWYX9T,WH-NC-02,292,7,100,2025-06-23,285
620,SKU-TI221XJ7WW,WH-TX-03,79,92,30,2025-01-13,0
621,SKU-25SQ8CROYR,WH-CA-04,180,71,100,2025-02-03,109
622,SKU-QDGBK2L0D1,WH-NJ-01,139,113,75,2025-11-14,26
623,SKU-N6O9JD3IH6,WH-NC-02,208,90,20,2025-08-20,118
624,SKU-RM6J8Y6RH0,WH-CA-04,408,25,75,2025-03-14,383
625,SKU-TZ0YNCXLL4,WH-CA-04,334,102,75,2025-02-20,232
626,SKU-9C0UU5WRYE,WH-NJ-01,280,61,75,2025-07-30,219
627,SKU-M6MG87OI0E,WH-NJ-01,404,93,75,2025-08-03,311
628,SKU-AUXBGK2WBX,WH-NC-02,121,160,50,2025-02-10,0
629,SKU-493WXA73JG,WH-NJ-01,210,60,50,2025-11-07,150
630,SKU-1YRUJOQW5D,WH-CA-04,343,147,20,2025-04-04,196
631,SKU-N7NPRB58YJ,WH-NJ-01,134,67,100,2025-07-08,67
632,SKU-GO8JN42X2E,WH-NC-02,459,28,20,2025-05-15,431
633,SKU-WT3HJU31FI,WH-NC-02,176,45,40,2025-07-25,131
634,SKU-X63CFL0UKE,WH-NC-02,38,164,30,2025-01-02,0
635,SKU-4UNY181ACJ,WH-NC-02,74,100,50,2025-07-23,0
636,SKU-BL7AMKOH10,WH-NC-02,352,89,20,2025-08-29,263
637,SKU-2837C6QC6K,WH-NJ-01,48,180,100,2025-09-15,0
638,SKU-EXDW6LQWLV,WH-TX-03,216,132,75,2025-06-05,84
639,SKU-S65QU0K5QZ,WH-NC-02,245,87,50,2025-02-23,158
640,SKU-GWFHDV37IC,WH-TX-03,230,126,30,2025-04-04,104
641,SKU-RMHRCNBH6N,WH-NJ-01,417,106,50,2025-11-10,311
642,SKU-4RX6PRYIEJ,WH-NC-02,254,65,100,2025-03-02,189
643,SKU-P9JYQN15IK,WH-TX-03,202,142,30,2025-12-26,60
644,SKU-YHXSO7VBGR,WH-TX-03,143,45,40,2025-06-17,98
645,SKU-AUXBGK2WBX,WH-CA-04,351,184,20,2025-10-01,167
646,SKU-ZSA7YVDQBS,WH-TX-03,398,7,100,2025-01-25,391
647,SKU-3FPOYIPK0Q,WH-CA-04,295,164,30,2025-12-22,131
648,SKU-I10KQSOSX4,WH-CA-04,462,100,40,2025-02-17,362
649,SKU-8WPFQ2BHAI,WH-TX-03,6,184,100,2025-07-08,0
650,SKU-DZR1YXR2DH,WH-CA-04,100,141,100,2025-02-22,0
651,SKU-XCCSG4OFDT,WH-TX-03,295,132,50,2025-08-29,163
652,SKU-8WPFQ2BHAI,WH-CA-04,449,72,20,2025-01-27,377
653,SKU-W9PFB3HN14,WH-NC-02,325,122,30,2025-02-28,203
654,SKU-8BIXOIQ2Q4,WH-NC-02,227,42,100,2025-07-05,185
655,SKU-ZP08J3TRP0,WH-NC-02,102,176,100,2025-05-21,0
656,SKU-8DH9PTFNM8,WH-TX-03,485,122,30,2025-02-26,363
657,SKU-K9TR74QGEF,WH-TX-03,91,171,100,2025-07-14,0
658,SKU-R4KZ36U8UE,WH-NJ-01,277,183,20,2025-04-16,94
659,SKU-6HID25OWF7,WH-TX-03,356,47,100,2025-10-07,309
660,SKU-5ELTFEBE54,WH-NJ-01,186,157,50,2025-06-17,29
661,SKU-VS41LQFS6H,WH-NJ-01,388,160,50,2025-12-01,228
662,SKU-S1K9YE9O2M,WH-NC-02,145,164,75,2025-09-03,0
663,SKU-J2QP89UZFK,WH-TX-03,266,177,100,2025-12-06,89
664,SKU-NE6IT1EKKH,WH-TX-03,118,6,50,2025-08-02,112
665,SKU-GQEXIH1XDP,WH-NJ-01,263,194,20,2025-01-02,69
666,SKU-3RZSJ49ITN,WH-NJ-01,275,170,40,2025-10-31,105
667,SKU-NS832EJX5T,WH-TX-03,202,39,20,2025-12-20,163
668,SKU-GN0T6DVWRB,WH-NJ-01,58,31,30,2025-07-01,27
669,SKU-V283BDW56F,WH-TX-03,346,104,100,2025-10-29,242
670,SKU-6VGTVYFYK3,WH-TX-03,476,182,75,2025-07-02,294
671,SKU-4FTJ5CCASB,WH-CA-04,152,93,75,2025-04-05,59
672,SKU-09LZRK79UF,WH-NJ-01,185,110,40,2025-06-05,75
673,SKU-DXO100VHMY,WH-NC-02,114,88,100,2025-06-29,26
674,SKU-NWXUJ3AC6P,WH-TX-03,274,76,30,2025-04-07,198
675,SKU-M0L2LJK4Q5,WH-NJ-01,380,8,50,2025-10-04,372
676,SKU-QO09VS9KKH,WH-NJ-01,385,136,50,2025-08-26,249
677,SKU-IE0RNUJJQ9,WH-NJ-01,361,63,50,2025-12-09,298
678,SKU-4ORAC8CYNL,WH-TX-03,486,172,20,2025-10-25,314
679,SKU-7QHAK7MDWK,WH-TX-03,235,90,50,2025-01-13,145
680,SKU-XF1PI2OOQ4,WH-TX-03,441,188,30,2025-10-28,253
681,SKU-AMB3LPVOWC,WH-NJ-01,65,94,75,2025-12-12,0
682,SKU-S52SQ3B9SO,WH-NC-02,262,197,20,2025-07-01,65
683,SKU-VDHR59C81D,WH-CA-04,50,92,50,2025-06-04,0
684,SKU-3VOB5APO4L,WH-NC-02,350,93,30,2025-09-08,257
685,SKU-JZC58CU47S,WH-TX-03,416,165,40,2025-10-08,251
686,SKU-JPZTC09ZGN,WH-TX-03,330,173,30,2025-06-26,157
687,SKU-VEDHR3PCEO,WH-TX-03,231,123,75,2025-12-26,108
688,SKU-NZ3A8V4X7Y,WH-NC-02,359,69,30,2025-03-12,290
689,SKU-3NWXROG983,WH-NC-02,493,102,30,2025-03-25,391
690,SKU-WBBADLYPGG,WH-TX-03,12,63,20,2025-07-08,0
691,SKU-I15CQZCUCT,WH-CA-04,393,94,75,2025-04-02,299
692,SKU-HL1N13JCAT,WH-CA-04,368,162,50,2025-03-10,206
693,SKU-VDHR59C81D,WH-NJ-01,314,11,75,2025-11-04,303
694,SKU-KBRH7LAY64,WH-NC-02,293,47,40,2025-06-13,246
695,SKU-TVMK2ZYZSI,WH-CA-04,19,62,100,2025-06-28,0
696,SKU-7P9MDA9OEK,WH-TX-03,212,172,75,2025-02-02,40
697,SKU-PQAHCUA09P,WH-NC-02,269,5,20,2025-02-22,264
698,SKU-CWI64CIYHE,WH-NJ-01,471,44,50,2025-08-04,427
699,SKU-SPENGWYX9T,WH-NJ-01,39,89,75,2025-07-21,0
