order_id,customer_id,order_date,channel,subtotal,discount,tax,total
100470,388,2025-04-29,Store,347.16,0,30.31,377.47
100471,209,2024-09-14,Store,133.63,10,7.34,130.97
100472,272,2025-09-30,Mobile,50.09,5,2.75,47.84
100473,143,2024-10-08,Web,103.2,5,7.15,105.35
100474,611,2024-03-28,Store,147.71,10,8.04,145.75
100475,889,2024-07-22,Store,125.66,0,9.78,135.44
100476,820,2024-01-16,Web,40.89,0,2.31,43.2
100477,69,2024-05-30,Partner,145.81,0,10.72,156.53
100478,247,2024-09-10,Web,218.49,0,11.0,229.49
100479,261,2024-07-06,Web,32.24,0,2.07,34.31
100480,788,2024-11-24,Mobile,36.15,5,2.91,34.06
100481,79,2025-06-27,Mobile,58.66,15,4.21,47.87
100482,658,2025-01-31,Mobile,84.31,15,7.93,77.24
100483,623,2025-05-31,Web,179.87,10,16.07,185.94
100484,770,2025-04-03,Partner,216.86,10,14.35,221.21
100485,605,2024-11-25,Web,48.16,15,2.51,35.67
100486,525,2024-06-17,Web,116.27,0,10.24,126.51
100487,772,2025-11-23,Web,210.95,0,19.2,230.15
100488,938,2024-12-31,Mobile,381.47,0,33.16,414.63
100489,621,2024-06-26,Store,115.82,10,6.46,112.28
100490,330,2025-10-16,Mobile,120.59,0,11.44,132.03
100491,189,2024-12-27,Store,134.22,5,8.27,137.49
100492,95,2025-09-30,Web,77.35,0,6.39,83.74
100493,617,2024-02-09,Mobile,109.3,0,9.93,119.23
100494,8,2025-02-19,Web,11.95,5,0.72,7.67
100495,67,2024-12-20,Web,61.07,0,5.55,66.62
100496,496,2024-09-11,Web,144.19,0,9.22,153.41
100497,191,2024-05-22,Mobile,45.66,0,4.29,49.95
100498,366,2025-12-10,Mobile,182.8,0,11.45,194.25
100499,768,2025-07-30,Mobile,17.78,5,1.65,14.43
100500,521,2024-01-11,Web,177.94,0,9.33,187.27
100501,990,2025-09-11,Web,177.61,5,14.55,187.16
100502,117,2024-01-26,Mobile,385.92,0,28.54,414.46
100503,267,2025-02-24,Web,74.88,10,5.35,70.23
100504,611,2025-10-24,Store,100.15,0,6.01,106.16
100505,485,2024-08-08,Mobile,271.93,5,22.23,289.16
100506,509,2025-05-10,Web,249.1,5,14.59,258.69
100507,298,2024-08-24,Partner,201.65,0,15.1,216.75
100508,909,2024-08-24,Mobile,128.83,10,7.91,126.74
100509,164,2024-08-06,Web,267.04,5,24.84,286.88
100510,376,2025-05-01,Mobile,476.0,0,24.41,500.41
100511,653,2025-04-05,Web,153.85,0,9.08,162.93
100512,268,2025-10-24,Store,103.87,15,6.33,95.2
100513,549,2025-09-26,Store,167.05,10,11.47,168.52
100514,74,2024-05-23,Partner,114.61,0,6.93,121.54
100515,508,2024-07-07,Mobile,80.31,0,5.79,86.1
100516,73,2024-09-11,Web,183.33,10,16.36,189.69
100517,308,2024-03-08,Mobile,66.21,5,5.43,66.64
100518,199,2025-09-07,Web,151.63,10,11.54,153.17
100519,130,2024-12-01,Mobile,22.75,0,1.23,23.98
100520,758,2025-11-01,Mobile,299.12,5,24.3,318.42
100521,824,2025-02-12,Web,51.39,0,2.95,54.34
100522,572,2024-10-26,Web,28.09,0,2.4,30.49
100523,791,2025-08-24,Store,243.38,5,14.91,253.29
100524,615,2024-12-22,Store,274.32,20,18.86,273.18
100525,808,2024-09-12,Web,126.91,0,8.35,135.26
100526,832,2024-12-18,Web,92.81,0,8.23,101.04
100527,487,2025-06-04,Web,76.36,5,4.25,75.61
100528,853,2025-06-07,Store,121.9,0,9.2,131.1
100529,151,2025-11-24,Web,96.91,10,5.47,92.38
100530,669,2024-10-10,Mobile,87.92,10,7.18,85.1
100531,206,2024-11-07,Web,46.56,0,4.22,50.78
100532,986,2024-04-08,Mobile,35.01,20,2.44,17.45
100533,179,2024-07-15,Web,106.93,10,7.7,104.63
100534,197,2025-04-26,Mobile,119.16,10,10.93,120.09
100535,735,2024-08-13,Web,54.05,5,3.97,53.02
100536,89,2025-09-06,Mobile,61.03,10,4.39,55.42
100537,799,2025-09-09,Web,118.95,0,9.04,127.99
100538,434,2024-12-30,Mobile,45.44,0,3.68,49.12
100539,788,2025-01-02,Store,206.99,10,11.35,208.34
100540,748,2025-07-23,Web,147.35,0,12.81,160.16
100541,183,2025-08-12,Store,53.61,0,3.73,57.34
100542,209,2024-03-15,Mobile,142.04,10,7.56,139.6
100543,493,2024-02-11,Web,46.48,10,3.97,40.45
100544,130,2025-02-25,Web,178.18,0,11.93,190.11
100545,665,2024-06-29,Web,48.17,10,2.63,40.8
100546,13,2025-06-28,Mobile,91.39,5,7.18,93.57
100547,634,2024-03-11,Mobile,111.89,0,10.03,121.92
100548,871,2025-07-21,Web,271.55,10,24.43,285.98
100549,732,2024-04-14,Mobile,51.03,0,4.75,55.78
100550,106,2024-07-18,Store,49.17,0,4.38,53.55
100551,375,2024-04-10,Store,24.33,0,1.22,25.55
100552,582,2024-11-02,Mobile,325.81,0,21.87,347.68
100553,707,2025-08-08,Partner,102.72,0,8.92,111.64
100554,698,2025-11-13,Mobile,210.41,10,13.99,214.4
100555,99,2025-01-11,Web,61.96,10,4.78,56.74
100556,594,2025-10-16,Store,66.98,5,5.18,67.16
100557,587,2025-11-08,Web,96.48,10,6.41,92.89
100558,886,2025-02-02,Web,98.72,0,8.95,107.67
100559,852,2024-08-08,Web,162.82,0,11.83,174.65
100560,192,2025-08-17,Store,105.01,10,7.45,102.46
100561,325,2024-06-30,Store,73.88,0,7.01,80.89
100562,979,2024-11-02,Web,329.84,0,23.82,353.66
100563,726,2025-06-05,Web,45.98,5,2.67,43.65
100564,827,2025-01-30,Web,51.28,0,3.75,55.03
100565,956,2024-01-04,Mobile,46.58,10,4.04,40.62
100566,467,2024-10-07,Web,167.28,0,14.21,181.49
100567,894,2024-08-02,Mobile,138.92,0,11.88,150.8
100568,367,2025-09-01,Web,88.22,0,7.22,95.44
100569,318,2025-02-23,Web,44.41,5,2.73,42.14
100570,144,2024-04-10,Web,111.53,0,9.9,121.43
100571,384,2025-06-04,Web,183.84,0,16.58,200.42
100572,216,2025-07-26,Store,279.02,10,16.39,285.41
100573,361,2024-11-04,Web,59.7,15,3.34,48.04
100574,324,2025-10-19,Web,87.97,0,8.26,96.23
100575,15,2025-05-24,Web,137.95,0,12.29,150.24
100576,217,2024-03-03,Web,73.27,0,6.61,79.88
100577,492,2025-09-24,Web,28.63,15,2.57,16.2
100578,951,2024-08-13,Web,88.32,20,6.57,74.89
100579,547,2024-04-14,Mobile,32.5,0,2.57,35.07
100580,183,2025-02-28,Mobile,194.82,5,14.52,204.34
100581,270,2024-09-11,Web,78.16,0,4.09,82.25
100582,945,2025-03-04,Web,95.34,0,7.97,103.31
100583,467,2025-03-09,Partner,52.49,0,3.82,56.31
100584,870,2024-07-25,Web,98.23,0,7.77,106.0
100585,612,2024-01-28,Web,235.33,0,17.09,252.42
100586,519,2025-11-12,Web,209.53,0,15.11,224.64
100587,542,2024-12-01,Web,37.65,5,2.17,34.82
100588,467,2025-08-10,Mobile,2.69,0,0.17,2.86
100589,305,2025-09-19,Web,88.86,5,5.08,88.94
100590,985,2024-03-09,Mobile,78.59,0,4.62,83.21
100591,144,2025-05-27,Web,74.74,0,7.01,81.75
100592,111,2024-06-15,Web,63.03,0,3.59,66.62
100593,232,2025-12-30,Mobile,36.82,0,2.29,39.11
100594,691,2025-01-02,Web,403.31,0,30.88,434.19
100595,584,2024-09-07,Mobile,325.61,0,25.22,350.83
100596,722,2025-11-16,Web,72.14,0,4.11,76.25
100597,732,2024-06-18,Mobile,110.34,0,9.46,119.8
100598,592,2024-03-30,Web,197.21,5,16.83,209.04
100599,500,2025-07-14,Store,110.07,10,6.68,106.75
100600,595,2025-03-21,Web,67.44,0,4.25,71.69
100601,554,2024-10-20,Store,29.16,0,2.69,31.85
100602,273,2024-05-29,Web,100.95,0,8.8,109.75
100603,703,2024-05-11,Mobile,33.0,5,2.69,30.69
100604,173,2025-03-08,Web,224.63,0,12.06,236.69
100605,973,2024-02-28,Store,97.52,0,6.71,104.23
100606,7,2024-07-17,Web,146.0,0,10.97,156.97
100607,155,2024-08-02,Web,76.7,15,4.48,66.18
100608,522,2025-07-14,Web,178.98,0,12.56,191.54
100609,546,2025-04-16,Web,58.62,5,4.52,58.14
100610,548,2024-09-03,Web,124.29,0,8.05,132.34
100611,921,2025-01-16,Store,74.4,15,6.33,65.73
100612,518,2024-08-26,Partner,83.79,10,7.36,81.15
100613,920,2025-01-01,Web,195.45,0,12.62,208.07
100614,914,2024-06-16,Store,52.13,10,4.57,46.7
100615,215,2025-07-13,Mobile,130.6,0,7.14,137.74
100616,134,2024-02-20,Web,242.81,10,21.29,254.1
100617,285,2025-09-01,Mobile,190.59,10,10.84,191.43
100618,126,2025-12-28,Mobile,60.08,0,3.23,63.31
100619,921,2025-11-19,Partner,143.73,5,11.34,150.07
100620,439,2025-01-14,Web,17.8,0,1.27,19.07
100621,849,2025-04-18,Mobile,199.99,0,18.17,218.16
100622,686,2024-03-20,Web,475.09,0,31.52,506.61
100623,152,2025-11-27,Web,125.25,5,7.88,128.13
100624,331,2025-01-01,Web,250.9,0,18.2,269.1
100625,538,2025-04-05,Partner,27.8,0,1.96,29.76
100626,383,2025-06-22,Store,40.67,5,2.66,38.33
100627,115,2025-03-27,Mobile,76.47,0,6.21,82.68
100628,894,2025-04-08,Mobile,88.27,0,7.43,95.7
100629,482,2025-04-22,Web,125.83,0,11.12,136.95
100630,284,2025-02-23,Web,60.33,0,5.66,65.99
100631,899,2025-12-07,Web,111.21,0,6.89,118.1
100632,75,2024-08-01,Web,195.18,0,16.05,211.23
100633,166,2025-01-03,Mobile,143.35,20,9.71,133.06
100634,189,2024-04-23,Mobile,74.48,5,5.99,75.47
100635,78,2025-05-17,Web,169.17,0,12.08,181.25
100636,947,2025-09-27,Web,71.9,0,6.81,78.71
100637,602,2025-08-10,Web,106.69,0,8.83,115.52
100638,688,2024-11-06,Web,188.37,5,17.49,200.86
100639,21,2025-04-13,Store,86.45,0,7.57,94.02
100640,566,2025-12-08,Mobile,32.54,0,2.95,35.49
100641,184,2024-02-13,Store,104.46,10,9.05,103.51
100642,871,2025-02-18,Web,189.52,0,13.39,202.91
100643,222,2025-11-28,Web,201.51,0,12.36,213.87
100644,827,2024-09-02,Web,39.13,10,2.61,31.74
100645,328,2024-03-24,Store,164.48,5,8.37,167.85
100646,179,2024-07-25,Mobile,82.44,0,6.07,88.51
100647,788,2024-05-30,Web,262.08,5,19.06,276.14
100648,112,2025-10-29,Mobile,33.21,0,2.45,35.66
100649,736,2025-06-11,Web,162.33,5,15.23,172.56
100650,726,2024-06-13,Mobile,75.47,0,6.87,82.34
100651,59,2024-05-24,Store,61.14,10,3.5,54.64
100652,327,2024-02-06,Mobile,194.17,15,12.93,192.1
100653,905,2024-11-28,Mobile,215.25,15,14.87,215.12
100654,621,2025-02-06,Web,12.29,15,0.81,-1.9
100655,897,2025-02-17,Web,196.55,0,16.89,213.44
100656,669,2024-02-14,Web,94.79,0,6.97,101.76
100657,191,2025-02-05,Web,102.25,0,7.74,109.99
100658,200,2024-07-24,Mobile,31.43,5,2.78,29.21
100659,312,2024-03-02,Mobile,154.86,10,13.36,158.22
100660,708,2025-02-23,Web,409.78,0,22.93,432.71
100661,35,2025-04-12,Store,64.37,15,5.29,54.66
100662,379,2024-01-19,Web,229.19,10,15.95,235.14
100663,387,2024-12-30,Web,99.41,20,6.29,85.7
100664,758,2024-10-26,Web,66.55,10,3.48,60.03
100665,237,2024-01-07,Web,25.63,0,1.84,27.47
100666,616,2025-03-03,Web,251.23,0,16.58,267.81
100667,519,2024-04-26,Web,108.86,0,6.68,115.54
100668,283,2025-08-02,Web,69.44,0,5.64,75.08
100669,1,2025-05-21,Partner,79.27,5,6.71,80.98
100670,731,2025-06-29,Web,163.63,10,9.98,163.61
100671,464,2025-12-06,Web,69.35,10,3.62,62.97
100672,230,2024-11-20,Web,44.06,5,3.89,42.95
100673,967,2024-02-24,Mobile,91.45,0,4.61,96.06
100674,172,2024-02-11,Web,89.28,0,8.23,97.51
100675,87,2024-10-23,Store,87.75,0,6.87,94.62
100676,553,2024-08-18,Mobile,70.11,0,4.52,74.63
100677,123,2025-03-28,Mobile,234.53,0,14.33,248.86
100678,843,2025-01-28,Mobile,506.88,0,25.55,532.43
100679,298,2025-06-05,Web,39.22,0,2.38,41.6
100680,885,2024-12-23,Web,9.97,0,0.56,10.53
100681,929,2025-03-19,Web,82.86,5,6.43,84.29
100682,690,2024-05-07,Mobile,11.64,0,0.67,12.31
100683,575,2025-11-21,Web,23.02,0,1.7,24.72
100684,484,2025-02-08,Web,65.32,0,5.0,70.32
100685,165,2025-01-26,Partner,162.81,15,10.32,158.13
100686,699,2024-07-11,Web,82.11,0,4.24,86.35
100687,383,2025-08-26,Store,6.68,0,0.35,7.03
100688,209,2024-03-18,Mobile,81.25,5,4.16,80.41
100689,739,2024-03-25,Web,86.14,5,7.17,88.31
100690,432,2024-01-30,Web,87.28,15,5.61,77.89
100691,389,2025-12-25,Web,211.5,0,18.15,229.65
100692,560,2024-02-18,Mobile,187.94,0,13.05,200.99
100693,224,2024-05-24,Mobile,105.7,0,7.44,113.14
100694,3,2024-03-09,Mobile,359.09,5,26.24,380.33
100695,372,2024-02-27,Store,65.17,0,5.35,70.52
100696,687,2025-11-27,Mobile,90.52,0,5.64,96.16
100697,446,2025-07-27,Web,98.12,0,5.44,103.56
100698,611,2025-04-23,Web,25.34,0,1.9,27.24
100699,116,2025-03-20,Store,99.71,0,6.45,106.16
100700,270,2024-10-22,Web,20.48,5,1.43,16.91
100701,447,2025-11-08,Web,56.85,5,4.5,56.35
100702,368,2024-06-19,Mobile,109.33,0,7.9,117.23
100703,253,2025-07-28,Web,29.82,0,2.32,32.14
100704,317,2024-05-26,Store,127.81,5,9.52,132.33
100705,415,2025-04-28,Mobile,49.27,0,4.1,53.37
100706,95,2024-11-01,Web,74.26,0,6.07,80.33
100707,785,2025-11-03,Store,144.37,0,10.69,155.06
100708,892,2025-10-14,Web,93.76,5,7.55,96.31
100709,24,2025-08-31,Web,125.67,15,11.22,121.89
100710,628,2025-03-21,Web,138.05,5,9.59,142.64
100711,663,2024-08-08,Web,92.58,0,6.35,98.93
100712,850,2025-07-08,Web,130.98,0,11.05,142.03
100713,50,2025-01-12,Web,56.03,10,4.27,50.3
100714,502,2025-09-11,Web,143.1,0,7.61,150.71
100715,718,2024-09-22,Web,83.28,20,7.51,70.79
100716,498,2024-04-04,Mobile,238.64,15,12.26,235.9
100717,335,2024-09-18,Store,111.05,0,9.29,120.34
100718,79,2024-03-11,Web,63.13,15,5.31,53.44
100719,582,2024-08-06,Web,144.9,0,13.46,158.36
100720,27,2025-06-16,Web,245.65,10,12.88,248.53
100721,271,2024-04-01,Web,68.04,0,5.23,73.27
100722,562,2024-05-06,Mobile,58.78,0,4.07,62.85
100723,804,2024-03-20,Mobile,3.4,5,0.22,-1.38
100724,247,2024-08-25,Web,110.84,10,5.99,106.83
100725,776,2025-01-06,Web,76.8,0,5.78,82.58
100726,591,2025-04-30,Web,144.47,5,10.34,149.81
100727,387,2025-11-24,Mobile,146.71,0,8.03,154.74
100728,702,2024-01-25,Web,26.56,0,2.06,28.62
100729,559,2024-06-04,Partner,187.37,0,15.59,202.96
100730,973,2025-05-31,Mobile,51.63,0,4.36,55.99
100731,361,2025-09-23,Web,68.36,0,6.2,74.56
100732,866,2025-06-13,Mobile,128.35,0,8.78,137.13
100733,984,2025-12-10,Store,36.77,0,3.42,40.19
100734,488,2024-02-26,Mobile,59.3,0,5.27,64.57
100735,352,2025-08-27,Web,33.54,0,2.12,35.66
100736,701,2024-01-19,Web,198.69,15,11.36,195.05
100737,928,2025-01-18,Store,73.31,0,5.1,78.41
100738,256,2024-07-11,Mobile,30.38,15,2.07,17.45
100739,222,2024-08-24,Mobile,32.59,5,2.47,30.06
100740,884,2025-01-21,Store,176.68,5,13.47,185.15
100741,753,2025-03-01,Store,47.57,5,3.98,46.55
100742,781,2024-10-03,Store,67.06,10,4.89,61.95
100743,1,2024-08-14,Web,102.94,0,5.63,108.57
100744,546,2025-07-05,Mobile,77.55,0,6.87,84.42
100745,446,2024-11-18,Mobile,14.68,5,0.94,10.62
100746,79,2024-06-01,Mobile,155.7,5,14.59,165.29
100747,236,2025-09-30,Mobile,82.26,10,4.55,76.81
100748,334,2024-08-24,Web,124.61,0,11.6,136.21
100749,889,2024-02-24,Mobile,163.88,5,8.87,167.75
100750,349,2025-03-11,Mobile,10.82,0,0.65,11.47
100751,98,2025-11-14,Web,164.95,0,8.59,173.54
100752,82,2024-04-18,Web,445.22,0,36.39,481.61
100753,502,2024-07-02,Web,134.51,5,11.87,141.38
100754,967,2025-01-02,Web,241.19,10,16.77,247.96
100755,477,2024-07-16,Web,194.07,0,17.81,211.88
100756,927,2025-01-05,Web,160.71,10,12.3,163.01
100757,704,2025-01-07,Mobile,198.85,0,15.58,214.43
100758,765,2025-05-11,Mobile,222.33,0,19.57,241.9
100759,921,2025-08-21,Mobile,228.37,0,14.47,242.84
100760,550,2024-07-19,Store,32.5,0,2.14,34.64
100761,14,2025-05-23,Web,207.31,0,18.82,226.13
100762,392,2024-11-17,Web,81.31,0,7.36,88.67
100763,347,2024-10-01,Store,233.96,5,21.98,250.94
100764,310,2024-07-29,Web,143.1,5,12.96,151.06
100765,386,2025-05-18,Partner,32.02,0,1.78,33.8
100766,209,2024-04-27,Store,255.92,0,22.28,278.2
100767,357,2025-12-03,Mobile,51.85,0,3.55,55.4
100768,974,2025-07-07,Partner,78.12,0,7.39,85.51
100769,601,2024-02-11,Web,296.71,0,21.14,317.85
100770,568,2024-11-10,Web,111.6,0,8.36,119.96
100771,94,2024-11-24,Mobile,75.38,15,5.57,65.95
100772,93,2024-01-17,Web,94.31,10,6.08,90.39
100773,340,2024-10-09,Store,74.08,0,3.95,78.03
100774,597,2024-09-14,Web,176.44,0,15.93,192.37
100775,445,2025-07-28,Mobile,75.95,0,6.54,82.49
100776,757,2025-07-27,Mobile,96.83,10,5.45,92.28
100777,22,2025-09-03,Mobile,151.88,0,12.9,164.78
100778,291,2024-01-19,Web,140.04,0,10.95,150.99
100779,485,2025-06-12,Web,55.74,5,3.81,54.55
100780,784,2025-02-26,Store,177.95,0,10.93,188.88
100781,306,2025-04-10,Web,65.08,0,5.77,70.85
100782,634,2025-01-07,Store,39.84,0,3.25,43.09
100783,128,2024-03-21,Mobile,16.45,0,1.23,17.68
100784,625,2025-07-04,Mobile,86.87,0,6.73,93.6
100785,939,2025-07-01,Mobile,20.77,0,1.12,21.89
100786,273,2025-02-27,Web,49.08,0,3.5,52.58
100787,848,2025-03-04,Mobile,98.75,0,5.8,104.55
100788,442,2025-01-22,Store,219.04,10,13.01,222.05
100789,503,2025-12-09,Web,79.81,0,6.37,86.18
100790,130,2025-10-31,Partner,25.94,0,2.36,28.3
100791,132,2024-07-22,Web,91.86,5,6.26,93.12
100792,597,2024-07-14,Web,213.25,10,12.66,215.91
100793,935,2025-12-28,Web,78.33,10,6.2,74.53
100794,482,2024-10-11,Partner,244.71,0,21.83,266.54
100795,862,2024-07-14,Web,98.32,0,8.23,106.55
100796,390,2024-11-02,Store,165.39,5,14.74,175.13
100797,593,2025-10-25,Store,117.89,5,8.74,121.63
100798,999,2024-01-14,Web,236.74,0,19.85,256.59
100799,985,2024-05-25,Web,374.79,15,21.1,380.89
100800,325,2024-02-26,Mobile,67.85,0,4.46,72.31
100801,69,2025-12-23,Web,112.81,20,7.62,100.43
100802,660,2024-07-28,Mobile,218.93,10,15.98,224.91
100803,448,2025-06-12,Web,120.97,5,11.11,127.08
100804,528,2024-12-09,Web,15.49,15,1.38,1.87
100805,819,2025-12-15,Mobile,79.32,5,4.45,78.77
100806,617,2025-09-02,Web,120.21,0,6.95,127.16
100807,165,2024-10-05,Web,281.29,0,18.59,299.88
100808,488,2024-07-27,Web,108.24,0,6.83,115.07
100809,713,2025-10-02,Web,46.15,0,3.58,49.73
100810,709,2024-11-30,Mobile,122.33,5,11.09,128.42
100811,426,2024-10-14,Store,262.52,0,24.49,287.01
100812,697,2024-09-08,Web,59.13,0,4.7,63.83
100813,834,2024-09-21,Mobile,65.8,5,5.77,66.57
100814,265,2024-09-27,Mobile,59.92,10,4.41,54.33
100815,875,2025-11-30,Web,29.68,0,1.76,31.44
100816,612,2025-02-22,Web,104.6,0,7.7,112.3
100817,342,2025-12-26,Store,95.45,0,7.16,102.61
100818,832,2024-07-29,Mobile,17.62,5,1.47,14.09
100819,726,2024-12-30,Mobile,49.48,0,2.96,52.44
100820,278,2024-03-16,Mobile,115.26,5,7.67,117.93
100821,674,2025-10-21,Web,162.65,0,10.8,173.45
100822,439,2024-11-16,Mobile,194.62,0,18.13,212.75
100823,157,2025-12-25,Mobile,172.01,15,12.04,169.05
100824,422,2025-03-08,Mobile,99.87,0,8.39,108.26
100825,251,2024-04-18,Web,24.83,0,2.08,26.91
100826,878,2025-10-02,Web,83.55,0,5.18,88.73
100827,609,2025-06-05,Web,5.75,0,0.44,6.19
100828,530,2024-02-16,Partner,115.68,0,10.44,126.12
100829,327,2025-01-13,Web,57.39,0,4.1,61.49
100830,961,2024-04-05,Web,10.44,0,0.97,11.41
100831,895,2024-04-12,Web,131.81,0,7.86,139.67
100832,97,2024-05-25,Web,260.41,5,13.89,269.3
100833,513,2024-01-27,Mobile,21.08,10,1.9,12.98
100834,216,2025-06-13,Mobile,139.76,0,12.32,152.08
100835,132,2025-11-09,Mobile,72.52,5,6.87,74.39
100836,260,2024-03-22,Web,51.81,0,4.17,55.98
100837,125,2025-03-03,Mobile,51.91,0,4.78,56.69
100838,82,2025-08-06,Web,72.5,0,6.32,78.82
100839,283,2025-04-23,Web,72.29,0,6.36,78.65
100840,683,2024-06-10,Web,96.82,0,7.32,104.14
100841,59,2025-02-05,Web,47.39,0,3.18,50.57
100842,544,2025-05-22,Web,56.59,5,5.21,56.8
100843,161,2024-02-07,Mobile,149.23,15,10.36,144.59
100844,284,2025-05-25,Mobile,43.58,0,3.24,46.82
100845,106,2025-01-27,Store,121.28,5,8.5,124.78
100846,105,2025-12-13,Web,75.62,10,5.7,71.32
100847,439,2025-05-08,Web,63.44,5,4.52,62.96
100848,228,2024-07-18,Web,317.06,0,16.54,333.6
100849,700,2024-09-11,Partner,30.38,0,2.72,33.1
100850,582,2024-06-27,Mobile,272.43,0,19.07,291.5
100851,318,2025-06-30,Mobile,179.41,0,13.73,193.14
100852,464,2025-08-16,Web,58.69,5,3.3,56.99
100853,802,2025-01-23,Mobile,182.99,0,9.18,192.17
100854,599,2025-02-01,Web,2.72,0,0.17,2.89
100855,882,2024-06-06,Mobile,53.96,5,4.41,53.37
100856,874,2024-01-04,Store,44.14,10,2.4,36.54
100857,472,2024-06-15,Partner,132.95,0,12.09,145.04
100858,56,2025-04-12,Mobile,164.9,5,9.84,169.74
100859,625,2025-02-12,Web,131.39,0,7.78,139.17
100860,13,2025-02-15,Store,109.94,0,6.39,116.33
100861,440,2024-07-22,Mobile,191.44,0,9.69,201.13
100862,18,2024-07-12,Web,173.06,5,14.66,182.72
100863,694,2024-08-22,Web,57.47,15,5.14,47.61
100864,973,2025-12-18,Web,63.17,0,4.9,68.07
100865,113,2024-05-29,Web,166.26,0,9.72,175.98
100866,229,2024-06-07,Web,96.09,0,6.04,102.13
100867,171,2024-10-05,Mobile,101.25,0,7.23,108.48
100868,295,2025-02-07,Web,111.52,0,10.37,121.89
100869,189,2025-11-08,Web,16.34,0,1.0,17.34
100870,426,2024-11-06,Mobile,55.24,10,4.58,49.82
100871,977,2024-03-08,Store,141.31,5,9.86,146.17
100872,79,2025-04-07,Mobile,54.84,0,3.48,58.32
100873,658,2024-03-28,Web,82.69,0,5.83,88.52
100874,919,2024-08-04,Store,140.66,0,7.48,148.14
100875,182,2024-01-01,Store,198.82,0,17.09,215.91
100876,499,2024-05-14,Web,215.21,10,13.12,218.33
100877,798,2025-11-27,Web,223.54,15,18.47,227.01
100878,762,2024-12-16,Mobile,89.05,0,4.73,93.78
100879,866,2024-05-19,Store,81.9,0,7.62,89.52
100880,826,2025-09-09,Partner,34.26,10,2.01,26.27
100881,708,2024-05-12,Store,261.41,0,23.45,284.86
100882,835,2025-09-11,Mobile,79.15,5,6.84,80.99
100883,71,2024-06-26,Mobile,257.33,0,24.07,281.4
100884,248,2024-12-23,Web,123.72,5,8.85,127.57
100885,146,2025-01-14,Web,205.18,0,16.98,222.16
100886,618,2025-10-19,Web,93.85,10,6.26,90.11
100887,775,2025-03-25,Mobile,150.79,10,8.79,149.58
100888,296,2025-08-08,Mobile,209.96,0,14.68,224.64
100889,582,2025-04-07,Mobile,66.11,5,3.8,64.91
100890,470,2024-04-17,Web,224.35,10,21.13,235.48
100891,506,2024-05-01,Mobile,38.94,0,2.12,41.06
100892,193,2024-01-17,Web,311.6,0,23.84,335.44
100893,68,2024-07-14,Web,111.85,0,8.75,120.6
100894,494,2024-11-22,Mobile,56.01,0,4.16,60.17
100895,817,2024-11-13,Mobile,176.97,0,14.12,191.09
100896,52,2025-04-23,Partner,127.98,5,7.07,130.05
100897,882,2024-09-08,Web,17.4,0,1.3,18.7
100898,363,2025-05-17,Web,72.54,10,4.56,67.1
100899,797,2024-04-28,Web,40.76,0,3.76,44.52
100900,917,2025-11-04,Web,44.23,0,3.73,47.96
100901,474,2025-12-10,Store,42.78,0,4.01,46.79
100902,846,2025-05-12,Mobile,145.75,0,7.53,153.28
100903,521,2025-04-30,Store,186.49,0,11.72,198.21
100904,763,2024-02-14,Web,51.61,0,3.03,54.64
100905,431,2024-11-09,Store,12.4,0,0.63,13.03
100906,844,2024-06-27,Web,360.25,5,21.94,377.19
100907,298,2025-02-21,Store,112.75,10,9.08,111.83
100908,435,2025-07-09,Web,177.88,0,10.74,188.62
100909,696,2024-03-18,Web,85.61,5,6.24,86.85
100910,691,2024-11-21,Mobile,9.21,5,0.83,5.04
100911,198,2025-11-20,Store,135.58,0,11.01,146.59
100912,128,2024-12-22,Web,290.08,15,19.66,294.74
100913,532,2025-02-19,Web,58.75,10,3.92,52.67
100914,984,2025-05-29,Store,7.81,0,0.55,8.36
100915,411,2024-08-01,Web,34.06,0,1.97,36.03
100916,934,2024-03-14,Web,183.91,0,14.44,198.35
100917,840,2025-07-16,Web,127.26,0,8.45,135.71
100918,65,2025-08-01,Web,224.98,5,19.88,239.86
100919,694,2025-05-23,Store,100.68,0,8.46,109.14
100920,241,2024-11-27,Mobile,162.94,10,12.62,165.56
100921,369,2024-04-02,Mobile,70.79,5,4.7,70.49
100922,536,2025-11-18,Partner,36.75,5,2.18,33.93
100923,384,2025-10-18,Web,163.26,5,13.87,172.13
100924,431,2025-06-02,Web,186.0,0,13.37,199.37
100925,967,2024-09-25,Web,59.95,0,3.6,63.55
100926,83,2025-01-10,Web,272.88,5,16.04,283.92
100927,982,2024-01-04,Web,277.94,0,15.97,293.91
100928,831,2024-05-17,Store,43.03,0,3.66,46.69
100929,697,2024-08-18,Mobile,44.92,10,2.71,37.63
100930,951,2025-08-22,Web,46.9,5,3.46,45.36
100931,828,2025-06-12,Mobile,90.52,0,6.37,96.89
100932,611,2024-02-21,Mobile,73.63,5,5.6,74.23
100933,574,2025-10-07,Store,29.16,10,2.61,21.77
100934,286,2025-12-23,Store,48.15,0,4.29,52.44
100935,989,2024-11-20,Mobile,9.48,0,0.67,10.15
100936,534,2025-12-31,Mobile,11.96,15,0.61,-2.43
100937,459,2025-12-17,Mobile,23.55,0,1.63,25.18
100938,212,2025-12-23,Mobile,347.27,0,26.84,374.11
100939,126,2024-10-03,Web,319.93,0,24.03,343.96
100940,413,2025-06-19,Web,169.99,10,13.48,173.47
