order_item_id,order_id,sku,quantity,unit_price,line_total
452,100432,SKU-URMWUECPNC,3,265.39,796.17
453,100416,SKU-7C3DD03UVU,5,1988.53,9942.65
454,100213,SKU-TLCXLVPYMB,3,1118.59,3355.77
455,100446,SKU-NTJLMZ04X0,2,1320.5,2641.0
456,100017,SKU-YH523GGODL,5,85.32,426.6
457,100053,SKU-0V5DTAEGRY,3,1599.39,4798.17
458,100879,SKU-EK0Q929U6W,4,60.21,240.84
459,100608,SKU-HX2KBVSIGB,3,538.54,1615.62
460,100794,SKU-CDYK0X65MU,1,1788.11,1788.11
461,100745,SKU-ZN4REGB1AJ,5,367.56,1837.8
462,100978,SKU-TQVDZ4X1ZH,3,899.36,2698.08
463,100239,SKU-I10KQSOSX4,3,679.18,2037.54
464,100845,SKU-94SZ2KUUOY,2,1449.87,2899.74
465,100920,SKU-W79WCXZ2EI,4,980.96,3923.84
466,100417,SKU-8DH9PTFNM8,4,664.42,2657.68
467,100855,SKU-P49KWV08HH,2,292.46,584.92
468,100485,SKU-LH2R9PEGLN,2,1166.23,2332.46
469,100443,SKU-GB7R3OCWBF,1,1350.31,1350.31
470,100565,SKU-WKON8UUJS7,5,1765.93,8829.65
471,100598,SKU-5PEPL7ZQPP,4,806.02,3224.08
472,100772,SKU-RGYBXKPM21,2,1944.97,3889.94
473,100747,SKU-VRN8LPY857,2,1961.02,3922.04
474,100122,SKU-0WBGLMY62X,5,1151.6,5758.0
475,100419,SKU-0WBGLMY62X,2,1151.6,2303.2
476,100565,SKU-VEDHR3PCEO,1,377.95,377.95
477,100215,SKU-XYJOA21A6X,5,1404.61,7023.05
478,100419,SKU-7RV4NMWVSB,1,248.69,248.69
479,100708,SKU-8S2XQUZS9M,3,120.65,361.95
480,100550,SKU-ECJUIS2GY9,4,1637.8,6551.2
481,100965,SKU-CMRSEZYTKW,2,1366.56,2733.12
482,100876,SKU-W79WCXZ2EI,5,980.96,4904.8
483,100227,SKU-8EKXDRKZ40,1,1664.78,1664.78
484,100236,SKU-38XRG2GZR7,4,1986.42,7945.68
485,100643,SKU-0UHK7X3BQW,4,912.45,3649.8
486,100329,SKU-RTZ5TV6G8O,2,578.19,1156.38
487,100832,SKU-RUM2LHGCSO,4,238.39,953.56
488,100468,SKU-BGL2MCXN2E,2,940.39,1880.78
489,100679,SKU-1TH1XJG2Y8,3,124.81,374.43
490,100486,SKU-WNPR424TKB,2,1913.51,3827.02
491,100548,SKU-OM2ZKF5B1S,1,159.6,159.6
492,100578,SKU-OMF9PML9LN,4,866.61,3466.44
493,100622,SKU-F9S9EHWHG0,4,282.97,1131.88
494,100414,SKU-C50B8Y5DNW,4,1401.12,5604.48
495,100218,SKU-2ITL8N3E54,2,1748.53,3497.06
496,100720,SKU-KPS0DXME4P,5,1541.25,7706.25
497,100380,SKU-2AN417VF0J,2,348.62,697.24
498,100086,SKU-PCWE4C1V47,1,868.76,868.76
499,100460,SKU-K5J42OI6OA,2,56.54,113.08
500,100814,SKU-R2YKCCPRHV,4,731.13,2924.52
501,100410,SKU-OAU8P1WKIS,3,919.06,2757.18
502,100690,SKU-WGWAJ1G1R1,1,1051.23,1051.23
503,100915,SKU-XQ8VA8X8L0,3,1353.74,4061.22
504,100524,SKU-9BXF445CRI,1,1393.71,1393.71
505,100446,SKU-NNV9IBWGT2,1,1327.13,1327.13
506,100299,SKU-SKP6RFE64S,4,1069.35,4277.4
507,100407,SKU-URXHW0IC1L,2,534.11,1068.22
508,100636,SKU-C3RWQMMU7J,4,1600.1,6400.4
509,100374,SKU-0IT26YS445,4,1420.53,5682.12
510,100232,SKU-25SQ8CROYR,4,975.21,3900.84
511,100762,SKU-ZR3RZN9L3H,3,610.49,1831.47
512,100898,SKU-E4PA8HYEXF,1,1509.2,1509.2
513,100637,SKU-74RS7GU0EN,5,490.15,2450.75
514,100746,SKU-RI09M0G8W8,2,1131.91,2263.82
515,100649,SKU-RYLLWB7SJW,4,331.99,1327.96
516,100960,SKU-493WXA73JG,1,993.9,993.9
517,100048,SKU-A1WJ0TPAC5,2,1979.39,3958.78
518,100891,SKU-FTOUHYLU6K,5,582.03,2910.15
519,100185,SKU-KPS0DXME4P,5,1541.25,7706.25
520,100204,SKU-R1930I6G61,4,686.15,2744.6
521,100077,SKU-RMWLMA6GMD,5,697.83,3489.15
522,100480,SKU-60RJIW1SWJ,5,1744.32,8721.6
523,100385,SKU-VSLWF90KM3,2,639.5,1279.0
524,100193,SKU-FM8ZOV7LN2,2,625.22,1250.44
525,100102,SKU-2OOUXQS1FO,4,1796.5,7186.0
526,100616,SKU-WKSHY8NBIQ,1,676.81,676.81
527,100375,SKU-R4KZ36U8UE,4,1638.75,6555.0
528,100286,SKU-PRCJIWVHDK,3,1057.65,3172.95
529,100835,SKU-7S55J2O7S3,5,36.12,180.6
530,100481,SKU-983EP9P9W4,1,1449.14,1449.14
531,100722,SKU-2IAGL58KXO,2,752.1,1504.2
532,100249,SKU-1TH1XJG2Y8,3,124.81,374.43
533,100804,SKU-7FXZV4U3BB,3,1876.13,5628.39
534,100200,SKU-Y4KL9ARYEA,5,697.47,3487.35
535,100535,SKU-O6OUZ1EGNT,2,84.44,168.88
536,100460,SKU-M08TV4REAS,1,987.79,987.79
537,100299,SKU-SXLMT2PNJK,2,1903.76,3807.52
538,100477,SKU-7FR91IPWH0,5,256.04,1280.2
539,100082,SKU-69UGNEKRCP,3,866.51,2599.53
540,100808,SKU-2AB2RVNDFD,5,1212.67,6063.35
541,100457,SKU-153SFLSE45,4,324.19,1296.76
542,100690,SKU-NOG85D4F2K,3,1028.35,3085.05
543,100297,SKU-DQZ05EV5KZ,5,579.08,2895.4
544,100363,SKU-53UY8U118Q,1,1108.05,1108.05
545,100717,SKU-3R30ME8F84,1,116.58,116.58
546,100039,SKU-69UGNEKRCP,1,866.51,866.51
547,100815,SKU-LOQC3XNCHK,4,1216.71,4866.84
548,100624,SKU-6N6975J2D8,2,289.07,578.14
549,100339,SKU-NGZ6WMDW0F,1,742.71,742.71
550,100515,SKU-O4Z533ZSMV,4,1377.21,5508.84
551,100997,SKU-GB7R3OCWBF,1,1350.31,1350.31
552,100107,SKU-CJG8VUAZXK,4,203.58,814.32
553,100315,SKU-X8HBBJCDIW,1,559.69,559.69
554,100113,SKU-38XRG2GZR7,2,1986.42,3972.84
555,100166,SKU-ANJ4X5A5XI,5,932.77,4663.85
556,100260,SKU-08UHBXLBC8,1,354.72,354.72
557,100617,SKU-0YEHVDO9KH,5,1669.9,8349.5
558,100223,SKU-D0771HLL9R,1,492.41,492.41
559,100261,SKU-EDTCXNMJ5I,2,1115.59,2231.18
560,100250,SKU-4R9V4K00IL,5,1539.61,7698.05
561,100525,SKU-2OHKBM00E9,4,498.12,1992.48
562,100709,SKU-7ZEOQGVZHQ,1,1216.01,1216.01
563,100125,SKU-RHT7ZEWVIY,1,287.36,287.36
564,100205,SKU-HMEWCJN6OC,4,170.11,680.44
565,100139,SKU-X3VPF9PAVC,2,1265.12,2530.24
566,100061,SKU-FTOUHYLU6K,3,582.03,1746.09
567,100282,SKU-1P0VUH17J8,1,1105.49,1105.49
568,100053,SKU-P49KWV08HH,4,292.46,1169.84
569,100345,SKU-5P03WVPUNW,3,621.56,1864.68
570,100523,SKU-M0L2LJK4Q5,1,400.03,400.03
571,100135,SKU-R97Y2LOFN1,5,857.65,4288.25
572,100329,SKU-N9DL5TGSQ7,4,1314.52,5258.08
573,100143,SKU-OZX25QBRMQ,5,742.64,3713.2
574,100435,SKU-RTJ5PHT0HL,2,721.51,1443.02
575,100281,SKU-31YIHAIR4C,3,1579.17,4737.51
576,100135,SKU-GTY3ADDQHK,4,518.99,2075.96
577,100488,SKU-VEDHR3PCEO,1,377.95,377.95
578,100812,SKU-FC1XX6CWZX,1,1014.44,1014.44
579,100732,SKU-OC1YFMHBYH,3,1165.45,3496.35
580,100851,SKU-GLH62C9T19,5,1037.58,5187.9
581,100720,SKU-K5J42OI6OA,5,56.54,282.7
582,100914,SKU-CW2LBM2QSQ,4,1499.99,5999.96
583,100400,SKU-CCU3FG00ZK,4,1383.92,5535.68
584,100870,SKU-SKOYTK06AK,5,1078.43,5392.15
585,100891,SKU-2OHKBM00E9,4,498.12,1992.48
586,100448,SKU-SRYO4RCB1K,5,289.34,1446.7
587,100634,SKU-NKDAT5L0N2,3,551.0,1653.0
588,100627,SKU-45ED5GGSJ6,4,492.3,1969.2
589,100668,SKU-ZKW3GI60Q6,5,1542.88,7714.4
590,100269,SKU-MNHIE9EDE1,4,183.88,735.52
591,100016,SKU-LHYL2LD05N,1,1852.5,1852.5
592,100268,SKU-109DCNWMBX,1,1899.15,1899.15
593,100860,SKU-8S2XQUZS9M,2,120.65,241.3
594,100481,SKU-4RX6PRYIEJ,5,1205.88,6029.4
595,100218,SKU-WW4FYB8DAL,2,157.33,314.66
596,100318,SKU-C0Y0BHF0RI,5,1204.24,6021.2
597,100237,SKU-0P82KB700U,4,147.42,589.68
598,100544,SKU-226PARSG70,5,1105.1,5525.5
599,100284,SKU-SRYO4RCB1K,1,289.34,289.34
600,100036,SKU-4GH2M5ZJA8,4,987.56,3950.24
601,100102,SKU-JGXAA2ILGB,1,6.28,6.28
602,100722,SKU-EZP7QYEZG5,4,702.61,2810.44
603,100429,SKU-7F6FDHGZZ0,5,299.39,1496.95
604,100791,SKU-KBCBDPDXUJ,5,1909.84,9549.2
605,100653,SKU-NCBEKGV1BB,1,1691.5,1691.5
606,100238,SKU-1W1HT7PZE9,3,1705.55,5116.65
607,100740,SKU-7UR23GDPPQ,5,1141.82,5709.1
608,100644,SKU-0P82KB700U,3,147.42,442.26
609,100124,SKU-OR7875AUD9,4,978.78,3915.12
610,100564,SKU-5ELTFEBE54,3,934.49,2803.47
611,100599,SKU-6US7RP422T,1,500.3,500.3
612,100609,SKU-LJEFY3ZB4L,2,511.23,1022.46
613,100881,SKU-2292MTR6SN,2,1139.93,2279.86
614,100606,SKU-LI6978V0BJ,1,1675.25,1675.25
615,100925,SKU-7P9MDA9OEK,2,1284.05,2568.1
616,100187,SKU-109DCNWMBX,1,1899.15,1899.15
617,100887,SKU-ANJ4X5A5XI,5,932.77,4663.85
618,100255,SKU-7BXCD20J1O,3,1403.92,4211.76
619,100584,SKU-YCZ04CDPQV,2,1843.28,3686.56
620,100986,SKU-ZY9YLW5L4R,5,1888.04,9440.2
621,100923,SKU-GMD478MFS0,2,994.22,1988.44
622,100873,SKU-7BXCD20J1O,4,1403.92,5615.68
623,100793,SKU-4V1QX8ERTB,1,1562.31,1562.31
624,100529,SKU-3NWXROG983,1,1471.83,1471.83
625,100675,SKU-XAJI0Y6DPB,5,1942.82,9714.1
626,100391,SKU-AMB3LPVOWC,4,1551.39,6205.56
627,100657,SKU-55NF4ZW9XA,3,1771.18,5313.54
628,100467,SKU-GRF1HX6ZDC,4,1044.08,4176.32
629,100825,SKU-64JWTEKTSG,4,1361.03,5444.12
630,100252,SKU-8MTK0RSOGG,3,30.02,90.06
631,100671,SKU-XJ0MQVINDH,3,211.62,634.86
632,100860,SKU-GTY3ADDQHK,4,518.99,2075.96
633,100560,SKU-FCD6MZSGIP,2,1873.25,3746.5
634,100175,SKU-OC1YFMHBYH,2,1165.45,2330.9
635,100465,SKU-FSI159I3HZ,4,1607.7,6430.8
636,100838,SKU-WBBADLYPGG,2,883.08,1766.16
637,100576,SKU-38XRG2GZR7,3,1986.42,5959.26
638,100987,SKU-5M9J98CWN2,3,503.91,1511.73
639,100288,SKU-6T4UFEL624,2,1998.63,3997.26
640,100049,SKU-MNHIE9EDE1,3,183.88,551.64
641,100003,SKU-FEN0B09ZIV,1,1267.77,1267.77
642,100630,SKU-GN0T6DVWRB,3,1423.64,4270.92
643,100851,SKU-Y4V8URID3U,4,1052.73,4210.92
644,100884,SKU-HZBGTJ5469,5,1987.54,9937.7
645,100499,SKU-PQAHCUA09P,2,1448.85,2897.7
646,100675,SKU-RC85EHPZRV,2,846.28,1692.56
647,100222,SKU-Z83Y0224WK,3,336.55,1009.65
648,100869,SKU-IXZAREIYAZ,3,61.03,183.09
649,100667,SKU-CGBSVK3X8M,5,752.16,3760.8
650,100898,SKU-PNSM43D8W3,5,1349.0,6745.0
651,100261,SKU-UJV6OH9SDB,4,1944.33,7777.32
652,100684,SKU-ZBIKCIDKWN,1,323.33,323.33
653,100534,SKU-Y5SIC4S8PN,4,986.38,3945.52
654,100902,SKU-ZLMA5UOFWB,2,1618.51,3237.02
655,100375,SKU-YH523GGODL,3,85.32,255.96
656,100060,SKU-BA5MF36BCP,4,720.1,2880.4
657,100355,SKU-CIFLWDR3VW,3,44.26,132.78
658,100832,SKU-V5G10UR5L8,3,1858.4,5575.2
659,100645,SKU-CGVYIE6IVW,4,1160.47,4641.88
660,100023,SKU-F5GZPL1QWE,4,663.44,2653.76
661,100292,SKU-2K8RYQF8WX,5,1313.35,6566.75
662,100556,SKU-MIH6MV4XEK,1,454.23,454.23
663,100690,SKU-NTJLMZ04X0,5,1320.5,6602.5
664,100355,SKU-HH5LF6A4FE,1,781.97,781.97
665,100983,SKU-4GH2M5ZJA8,4,987.56,3950.24
666,100869,SKU-5BCW790PDW,1,1489.81,1489.81
667,100940,SKU-S65QU0K5QZ,2,1393.51,2787.02
668,100574,SKU-PW2GKQRAFF,5,195.5,977.5
669,100028,SKU-39AYQ6WW8Y,5,154.12,770.6
670,100356,SKU-WZ940VTKRR,5,1802.24,9011.2
671,100364,SKU-O6OUZ1EGNT,3,84.44,253.32
672,100607,SKU-2K8RYQF8WX,3,1313.35,3940.05
673,100408,SKU-R97Y2LOFN1,4,857.65,3430.6
674,100265,SKU-1T53YKYYDU,4,1505.21,6020.84
675,100290,SKU-JJA26YFPMV,3,1799.66,5398.98
676,100566,SKU-PKIANOUOF0,5,1382.47,6912.35
677,100152,SKU-ZPEAL2W37D,3,862.82,2588.46
678,100218,SKU-2SEHE2ATN2,1,301.65,301.65
679,100172,SKU-J9HVCHRM3W,5,887.55,4437.75
680,100607,SKU-XJ0MQVINDH,3,211.62,634.86
681,100634,SKU-TVMK2ZYZSI,4,283.09,1132.36
682,100011,SKU-18K0AXYCEL,3,1064.11,3192.33
683,100515,SKU-OC1YFMHBYH,2,1165.45,2330.9
684,100361,SKU-HL1N13JCAT,3,1088.3,3264.9
685,100857,SKU-2KRE4V9KYP,5,1524.92,7624.6
686,100578,SKU-TN9UZERYF0,3,1875.84,5627.52
687,100656,SKU-LZSE99F77L,4,901.35,3605.4
688,100968,SKU-BLEJGUBLMN,1,257.48,257.48
689,100476,SKU-8QZPKY32OR,2,850.77,1701.54
690,100576,SKU-U8EL5015OO,5,1101.31,5506.55
691,100081,SKU-FM8ZOV7LN2,4,625.22,2500.88
692,100616,SKU-38DALY8OZC,2,532.8,1065.6
693,100692,SKU-DU0ISB5IQN,3,1203.08,3609.24
694,100339,SKU-ZOD05JH2MK,2,948.02,1896.04
695,100440,SKU-ODRO8BNP84,1,1070.29,1070.29
696,100616,SKU-XFGCAQVKIZ,2,1745.8,3491.6
697,100225,SKU-ZRKBFQXLBV,2,1234.76,2469.52
698,100370,SKU-DZX5QJICJD,3,1016.5,3049.5
699,100027,SKU-2K8RYQF8WX,3,1313.35,3940.05
700,100994,SKU-9DXOQ2VPGS,5,846.51,4232.55
701,100015,SKU-UWRXZE1HM3,3,1240.67,3722.01
702,100276,SKU-WNPR424TKB,2,1913.51,3827.02
703,100332,SKU-UVY8N1UTOX,1,276.08,276.08
704,100482,SKU-V7C6S5NKB4,3,102.82,308.46
705,100809,SKU-FWYJXRPJ1E,5,780.99,3904.95
706,100565,SKU-DXO100VHMY,5,1957.92,9789.6
707,100287,SKU-JQY3ODSX4N,2,1046.42,2092.84
708,100113,SKU-8W2MAIETDN,3,1182.27,3546.81
709,100037,SKU-U6VFUA9BQ1,3,643.33,1929.99
710,100453,SKU-IN3OEUVTYT,5,931.28,4656.4
711,100881,SKU-LQJSQCZ0N0,3,115.95,347.85
712,100741,SKU-QEOZ0KZ4Z7,2,717.17,1434.34
713,100165,SKU-ZBIKCIDKWN,1,323.33,323.33
714,100693,SKU-3KX7EEDTJV,2,599.72,1199.44
715,100955,SKU-7VSYJAFCO3,3,1690.5,5071.5
716,100204,SKU-KJ4YK1B3D5,2,1917.18,3834.36
717,100877,SKU-MENUI3DO70,4,204.49,817.96
718,100244,SKU-WIXZ2C9ROS,4,1699.41,6797.64
719,100870,SKU-HGNZEI3ZRR,3,85.16,255.48
720,100332,SKU-5Y6Q8SJY5O,3,1823.93,5471.79
721,100942,SKU-Z52QZSKHZT,1,1278.46,1278.46
722,100395,SKU-3VOB5APO4L,2,150.36,300.72
723,100820,SKU-C0TR58PS0R,1,692.45,692.45
724,100506,SKU-DU0ISB5IQN,3,1203.08,3609.24
725,100928,SKU-RDSFERFXIO,3,1258.16,3774.48
726,100923,SKU-JKIBU4FMPK,5,914.4,4572.0
727,100120,SKU-79QTKCD0RL,1,449.21,449.21
728,100258,SKU-DR2H2P39YL,3,1464.42,4393.26
729,100721,SKU-3KX7EEDTJV,4,599.72,2398.88
730,100409,SKU-G1VED32LX2,5,1653.89,8269.45
731,100309,SKU-NCBEKGV1BB,2,1691.5,3383.0
732,100807,SKU-DBVZB0OIH5,5,514.75,2573.75
733,100705,SKU-MZB3I4FIEE,2,1734.64,3469.28
734,100067,SKU-QLGZUI1B0Z,4,1038.95,4155.8
735,100113,SKU-U2GC5WI6FQ,2,1994.69,3989.38
736,100219,SKU-3WFSQG8X80,1,1488.87,1488.87
737,100219,SKU-109DCNWMBX,2,1899.15,3798.3
738,100472,SKU-7DCBHHLK3Y,2,79.92,159.84
739,100729,SKU-CMRSEZYTKW,5,1366.56,6832.8
740,100748,SKU-0UY9F8P47D,4,867.37,3469.48
741,100942,SKU-GA41IZXTNS,2,645.02,1290.04
742,100385,SKU-KWE4BX4LR9,1,1149.0,1149.0
743,100297,SKU-QB6GS8G8TA,5,1483.63,7418.15
744,100929,SKU-SXLMT2PNJK,4,1903.76,7615.04
745,100605,SKU-3SDYGFLIJI,4,780.06,3120.24
746,100252,SKU-ZZRJO7VBHH,3,1776.29,5328.87
747,100404,SKU-3WFSQG8X80,1,1488.87,1488.87
748,100491,SKU-6UB7L8V1ZO,5,1701.07,8505.35
749,100356,SKU-TQVDZ4X1ZH,5,899.36,4496.8
750,100427,SKU-03ZB5GRO9X,1,1797.06,1797.06
751,100214,SKU-6US7RP422T,4,500.3,2001.2
752,100992,SKU-47EN48NYSJ,2,377.58,755.16
753,100379,SKU-WBBADLYPGG,1,883.08,883.08
754,100769,SKU-SZDXIMYN4U,5,424.7,2123.5
755,100858,SKU-0LZIGIKQWJ,1,1875.88,1875.88
756,100751,SKU-VQT3G8CD31,4,1450.59,5802.36
757,100826,SKU-L1CQ99CHJ7,3,621.64,1864.92
758,100213,SKU-OTOHP6VZ41,3,1121.21,3363.63
759,100097,SKU-97PWDBOLWI,2,500.85,1001.7
760,100527,SKU-RUM2LHGCSO,2,238.39,476.78
761,100915,SKU-LC58DRC11E,4,1213.38,4853.52
762,100665,SKU-MNHIE9EDE1,2,183.88,367.76
763,100527,SKU-3SDYGFLIJI,3,780.06,2340.18
764,100709,SKU-FTOUHYLU6K,4,582.03,2328.12
765,100619,SKU-MD6X73ZCA7,4,1253.11,5012.44
766,100534,SKU-A8NZXC45BN,4,1032.03,4128.12
767,100553,SKU-8IJL2Z0LJC,1,1826.99,1826.99
768,100548,SKU-KBRH7LAY64,2,1253.4,2506.8
769,100327,SKU-GDEJ31GYMD,5,1165.91,5829.55
770,100901,SKU-WZ940VTKRR,3,1802.24,5406.72
771,100164,SKU-O3XJVOEGI3,2,1131.9,2263.8
772,100115,SKU-DL7FKNDG1J,3,214.95,644.85
773,100149,SKU-G3XG0TRKY8,2,1360.53,2721.06
774,100517,SKU-CY2C11BD2S,5,41.3,206.5
775,100031,SKU-PVS7HZIOYK,3,497.22,1491.66
776,100656,SKU-9DXOQ2VPGS,5,846.51,4232.55
777,100805,SKU-C3RWQMMU7J,3,1600.1,4800.3
778,100912,SKU-ZHWJR64DPJ,1,1492.9,1492.9
779,100292,SKU-XF50I6GBXQ,1,672.7,672.7
780,100918,SKU-JQY3ODSX4N,3,1046.42,3139.26
781,100688,SKU-M5HGBO06FH,3,345.79,1037.37
782,100956,SKU-UDKTMONRVB,5,101.2,506.0
783,100176,SKU-XOMXLVZ4QK,4,32.08,128.32
784,100060,SKU-CZUCQMRUNJ,3,825.57,2476.71
785,100588,SKU-9HOTGDUQ6D,2,1355.26,2710.52
786,100415,SKU-7ODKEF828X,2,531.35,1062.7
787,100382,SKU-WKON8UUJS7,2,1765.93,3531.86
788,100597,SKU-IYZVNLPA5C,1,812.37,812.37
789,100702,SKU-DALMJEGQTO,5,1779.18,8895.9
790,100006,SKU-Y4LYK83TQL,1,766.09,766.09
791,100917,SKU-XXVA2IEUC1,2,573.23,1146.46
792,100084,SKU-992QC6DR08,3,93.32,279.96
793,100773,SKU-9OI0D4DMC2,2,97.28,194.56
794,100956,SKU-WEIJMMB5JF,3,912.34,2737.02
795,100397,SKU-FXLOZ2RCU8,5,1844.12,9220.6
796,100911,SKU-YAR821UZVG,4,1908.95,7635.8
797,100770,SKU-30T9NT3W5U,3,1810.72,5432.16
798,100392,SKU-KPG3DP4FMP,1,90.54,90.54
799,100046,SKU-F86LTHET25,2,1782.34,3564.68
800,100340,SKU-JZP97BMZRR,2,1764.25,3528.5
801,100497,SKU-HGNZEI3ZRR,2,85.16,170.32
802,100605,SKU-ALQ5U6JZV9,3,1404.5,4213.5
803,100477,SKU-THD3IGK38V,5,1091.34,5456.7
804,100425,SKU-3D6M1FMPRY,3,1895.09,5685.27
805,100425,SKU-8HMBR5XQT4,1,654.52,654.52
806,100735,SKU-AN085RNTDR,2,1331.07,2662.14
807,100790,SKU-LZN9UHJPKH,3,290.84,872.52
808,100514,SKU-HEJLA0GNZS,2,150.53,301.06
809,100128,SKU-XLUL6LGJLP,1,970.19,970.19
810,100834,SKU-MNHIE9EDE1,4,183.88,735.52
811,100248,SKU-IYZVNLPA5C,4,812.37,3249.48
812,100740,SKU-FYO1750CEH,4,196.04,784.16
813,100838,SKU-P6BEFFLZM7,2,1100.75,2201.5
814,100130,SKU-EXDW6LQWLV,3,1307.95,3923.85
815,100739,SKU-8LW2LM349E,2,549.44,1098.88
816,100688,SKU-RWTF07GBAS,5,1819.15,9095.75
817,100322,SKU-TZ0YNCXLL4,3,285.95,857.85
818,100822,SKU-02G3YU6VK0,1,1867.39,1867.39
819,100899,SKU-0X7ZCGDC5T,4,676.68,2706.72
820,100542,SKU-UEUGWUBUGR,3,751.1,2253.3
821,100065,SKU-2LR0JY32HO,3,1152.87,3458.61
822,100717,SKU-JGXAA2ILGB,4,6.28,25.12
823,100100,SKU-VEDHR3PCEO,1,377.95,377.95
824,100831,SKU-3QSQCQ30O3,2,679.19,1358.38
825,100030,SKU-82795E5IZ3,2,1120.23,2240.46
826,100884,SKU-1T2TALA753,3,1367.73,4103.19
827,100190,SKU-LHYL2LD05N,4,1852.5,7410.0
828,100577,SKU-IYM90PKR1I,5,785.91,3929.55
829,100414,SKU-B34KUQAAJ8,1,1990.16,1990.16
830,100814,SKU-P6NLNQBU4K,2,477.45,954.9
831,100746,SKU-9BC2BE3YQY,1,519.4,519.4
832,100789,SKU-UOV6TT9Q1N,1,1797.85,1797.85
833,100713,SKU-X63CFL0UKE,1,1184.2,1184.2
834,100499,SKU-XF50I6GBXQ,4,672.7,2690.8
835,100861,SKU-V9DT94G8V9,4,1049.54,4198.16
836,100736,SKU-4R9V4K00IL,4,1539.61,6158.44
837,100594,SKU-J9HVCHRM3W,3,887.55,2662.65
838,100045,SKU-ONJPI163YK,4,1151.49,4605.96
839,100088,SKU-DPG8SBI4Q2,3,1219.97,3659.91
840,100697,SKU-F74T60PLOZ,2,324.63,649.26
841,100374,SKU-X1F8S0X7M2,2,1972.17,3944.34
842,100700,SKU-LC58DRC11E,2,1213.38,2426.76
843,100245,SKU-TDHHLMH1T9,2,1431.09,2862.18
844,100557,SKU-UHXID4N1U3,2,947.39,1894.78
845,100256,SKU-1POXRTEO2T,4,1567.24,6268.96
846,100351,SKU-JFVYB6LI07,5,746.02,3730.1
847,100920,SKU-QVAECW9YIL,4,426.73,1706.92
848,100572,SKU-NAVYCS44PH,5,743.11,3715.55
849,100104,SKU-O091C795RL,4,893.83,3575.32
850,100336,SKU-S1K9YE9O2M,2,1353.72,2707.44
851,100525,SKU-UPUY0ZIA9A,1,1342.4,1342.4
852,100300,SKU-DSAV917RMP,5,1849.2,9246.0
853,100076,SKU-3N3BZT9D31,1,1782.73,1782.73
854,100510,SKU-WJLSH3TOW4,2,1644.51,3289.02
855,100229,SKU-0UHK7X3BQW,5,912.45,4562.25
856,100678,SKU-RFLQBMAE38,1,1076.71,1076.71
857,100577,SKU-SKP6RFE64S,4,1069.35,4277.4
858,100031,SKU-AN085RNTDR,2,1331.07,2662.14
859,100607,SKU-158OQESUX9,4,1546.28,6185.12
860,100057,SKU-0IT26YS445,4,1420.53,5682.12
861,100103,SKU-TQMGVU4ISO,2,216.42,432.84
862,100311,SKU-VDHR59C81D,5,1658.1,8290.5
863,100645,SKU-Y5SIC4S8PN,3,986.38,2959.14
864,100728,SKU-IWI08L0HG9,3,250.83,752.49
865,100066,SKU-YFDS0DJI9K,2,834.1,1668.2
866,100977,SKU-RC85EHPZRV,3,846.28,2538.84
867,100689,SKU-WZ940VTKRR,1,1802.24,1802.24
868,100373,SKU-GZVRCTLT4Q,5,307.06,1535.3
869,100758,SKU-KTLZKJ49YD,4,1035.8,4143.2
870,100805,SKU-A34MPYO2TL,4,1615.54,6462.16
871,100234,SKU-CLW3JGEQE5,2,1282.43,2564.86
872,100642,SKU-8FY620N8TT,4,1948.63,7794.52
873,100111,SKU-0DW1MF07OL,1,1322.82,1322.82
874,100388,SKU-992QC6DR08,1,93.32,93.32
875,100407,SKU-A3Y5T37SZP,2,1610.73,3221.46
876,100053,SKU-6XGZ7CTM09,4,1649.65,6598.6
877,100801,SKU-EAVT8K06MO,3,1170.54,3511.62
878,100238,SKU-31YIHAIR4C,3,1579.17,4737.51
879,100751,SKU-GO8JN42X2E,5,128.35,641.75
880,100294,SKU-9C0UU5WRYE,2,1957.01,3914.02
881,100111,SKU-N8LFJDTVV2,5,55.89,279.45
882,100087,SKU-RXDTG5NQJQ,3,40.49,121.47
883,100739,SKU-SU4SE2KYT5,3,1143.1,3429.3
884,100475,SKU-NKDAT5L0N2,3,551.0,1653.0
885,100303,SKU-J5SXVWVM4W,5,1885.28,9426.4
886,100304,SKU-WZ940VTKRR,2,1802.24,3604.48
887,100289,SKU-UDKTMONRVB,1,101.2,101.2
888,100207,SKU-PQAHCUA09P,1,1448.85,1448.85
889,100867,SKU-FRML29Q2L4,3,1081.99,3245.97
890,100902,SKU-4ORAC8CYNL,2,445.32,890.64
891,100785,SKU-MM4P61NHVC,2,1823.12,3646.24
892,100581,SKU-45BM1ENF31,4,637.13,2548.52
893,100369,SKU-7RV4NMWVSB,4,248.69,994.76
894,100219,SKU-WAOUAXEQBN,5,1805.06,9025.3
895,100230,SKU-K1DJRWEDBC,4,297.96,1191.84
896,100801,SKU-QQB9LZS34J,5,1302.21,6511.05
897,100818,SKU-2OHKBM00E9,1,498.12,498.12
898,100872,SKU-JEDGFJDLOG,3,453.83,1361.49
899,100348,SKU-NRXD356WAF,2,36.3,72.6
900,100254,SKU-7VSYJAFCO3,1,1690.5,1690.5
901,100451,SKU-LBORIQ8HKE,1,1618.62,1618.62
902,100141,SKU-VV8SUOC1Y5,5,195.61,978.05
903,100068,SKU-UWRXZE1HM3,3,1240.67,3722.01
