Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints
4d6849a977a5d8,67be473fd13d02,89baf650ba15ae,0,4,87.8300,0,0,0,52,1219,0,0,0.0000,1834,squad-fpp,28,27,-1,0,2798.0000,0,0.0000,0,0,1291.0000,7,1525
5e4858b585fbb6,b11ec571c55474,096cdfeb3e8ebe,0,0,0.0000,0,0,2,70,0,0,0,0.0000,1335,squad-fpp,28,28,1475,0,2609.0000,0,0.0000,0,0,407.4000,8,0
8ee7c9c18e97d2,f7f04c6be5dc07,c4b114d160d319,0,1,145.4000,2,0,1,19,0,2,1,123.3000,1873,squad,28,26,1500,0,0.0000,0,0.0000,0,0,361.9000,4,0
2e0304c79f71b4,f80e0f5b5c4c5b,f3386aa44853fe,0,0,69.0900,0,0,0,49,0,0,0,0.0000,1827,solo-fpp,94,89,1497,0,0.0000,0,0.0000,0,0,2429.0000,4,0
9e6a63826e4863,47d8a53f84406f,8aa25edd57592a,0,1,175.5000,1,0,0,40,0,1,1,2.3710,1267,duo-fpp,46,45,1528,0,0.0000,0,0.0000,0,0,132.9000,3,0
e8bff995011879,3e896cf86e7a75,1020c75eb7c393,0,0,175.2000,2,0,2,14,1578,2,1,37.7800,1427,duo-fpp,49,49,-1,2,0.0000,0,0.0000,0,0,2195.0000,4,1434
3b9c05f02f390e,ff0dc8e5bedcd9,b92c3799cd2e09,0,0,0.0000,0,0,0,91,1364,0,0,0.0000,1802,squad,29,26,-1,0,0.0000,0,0.0000,0,0,0.0000,0,1478
925cada0d19b5e,f7f14aee56b955,bad7f63e145ae5,0,0,0.0000,0,0,0,94,0,0,0,0.0000,2013,squad,27,26,1531,0,0.0000,0,0.0000,0,0,24.4900,0,0
16e9a3f379396d,784ab844ad4d43,f23d05feb5fb8e,0,2,286.5000,0,0,0,8,0,3,1,111.8000,1829,solo-fpp,96,95,1494,0,2240.0000,0,51.9400,0,1,3172.0000,4,0
1e2fead03db72d,0001024037f707,d6bc8a14e337a3,0,0,0.0000,0,0,0,96,1187,0,0,0.0000,1433,squad-fpp,26,26,-1,0,0.0000,0,0.0000,0,0,0.0000,0,1555
012c285a9566db,2e33b341e45878,fb13d2208bd20d,0,0,83.5400,0,0,0,51,0,0,0,0.0000,1337,solo-fpp,93,88,1510,0,0.0000,0,0.0000,0,0,225.1000,3,0
0e25fa037c2850,1e648826960b0d,121b54b0de0d84,0,0,0.0000,0,0,0,80,1748,0,0,0.0000,1851,squad-fpp,27,25,-1,0,0.0000,0,0.0000,0,0,183.9000,2,1518
3546c06711d80c,2570ffeb57eaa2,9e7df5b327395d,1,0,0.0000,0,0,0,39,1308,0,0,0.0000,1275,duo-fpp,46,44,-1,0,0.0000,0,0.0000,0,0,392.5000,2,1474
9ddf0c4dcd6b5b,e3b1ad25fb0477,2d3ce35da32907,0,1,164.5000,0,0,4,21,0,1,1,8.5860,1810,squad,28,27,1456,0,0.0000,0,105.5000,0,0,5150.0000,5,0
a2250cab9b0c40,06f89e47d433f1,ee96c8ebcdca23,0,5,462.1000,0,2,8,7,0,4,1,175.0000,1471,solo-fpp,96,94,1519,0,0.0000,0,0.0000,0,0,1380.0000,5,0
bee720011afbf0,3155d5f470e90f,1ac784fe511800,0,1,199.9000,0,1,1,20,0,2,1,38.2600,1417,solo-fpp,97,94,1502,0,0.0000,0,0.0000,0,0,772.8000,7,0
4587515f7a6bd7,27bc7fce41e7af,ae7102739ace4f,0,2,171.0000,1,0,9,17,0,2,1,5.4830,1948,duo-fpp,45,42,1512,0,0.0000,0,0.0000,1,0,1097.0000,2,0
95cca6ab3adaf3,9741f10ec75e1a,6be3859f932472,0,0,172.1000,1,0,5,29,0,1,1,30.6800,1725,squad,27,25,1503,0,0.0000,0,0.0000,0,0,2252.0000,10,0
81e55881072410,c18a71a17cc610,1689252765efe9,0,0,133.0000,0,0,0,58,1318,0,0,0.0000,1400,solo-fpp,96,96,-1,0,0.0000,0,0.0000,0,0,204.6000,2,1512
ba9c8d1f03e894,bfe0e1bd0567f1,a057a9983b5696,1,6,219.0000,1,0,3,13,1191,2,1,20.1000,1778,squad-fpp,26,26,-1,1,2080.0000,0,20.5500,0,0,3398.0000,5,1395
4d2978a3329aa9,b911f23b41d80e,8b9b225cfa1495,0,0,155.4000,2,0,0,35,0,1,1,26.5000,1261,squad-fpp,29,29,1366,0,0.0000,0,0.0000,0,0,262.1000,1,0
d2d08d43543ffc,2fffa762a80e76,424476e689fbb4,0,1,11.4400,0,0,1,58,1091,0,0,0.0000,1968,squad,27,26,-1,0,4340.0000,0,0.0000,0,0,1496.0000,5,1437
1c58e66b4d1b99,02497aab211805,cbdd38398fa243,2,1,350.6000,2,1,1,8,0,3,2,60.8500,1385,duo-fpp,45,44,1508,1,0.0000,0,0.0000,0,0,3336.0000,6,0
0a5466643953b3,96352fe1475d78,ca9de0b14a00b7,0,0,0.0000,0,0,0,82,0,0,0,0.0000,1377,solo-fpp,96,93,1503,0,0.0000,0,0.0000,0,0,137.6000,1,0
f90f4176215206,41e77ca96f9d00,1d6caddb358b41,0,1,75.0000,1,0,1,27,0,1,1,46.1800,1377,squad-fpp,28,28,2170,1,0.0000,0,0.0000,0,0,2034.0000,3,0
c398361bcd28bb,85246be96c4ba7,0566eaa358b6fa,1,1,280.2000,0,0,15,28,1472,1,1,31.3900,1309,squad-fpp,30,30,-1,0,0.0000,0,63.7600,0,0,2312.0000,4,1495
94eee0c2edc0ea,4535d44aac1950,f3680b3f4bbec5,0,0,61.2200,0,0,0,92,1272,0,0,0.0000,1795,duo-fpp,47,44,-1,0,0.0000,0,0.0000,0,0,16.6200,2,1428
702c9187bf438a,c84b666ff83b7d,a55af36005bd92,0,1,274.3000,1,0,3,27,1352,1,1,5.2600,1367,squad-fpp,28,27,-1,0,0.0000,0,45.5500,0,0,2122.0000,3,1518
1fc74d1f02fccc,27bafd6d85ecf2,90fb124b765f6f,0,0,0.0000,0,0,1,41,1140,0,0,0.0000,1402,squad-fpp,29,29,-1,0,0.0000,0,46.5700,0,0,2613.0000,3,1529
cefdb041484222,3f541a36498b45,d33e5554966a3b,0,0,0.0000,0,0,0,54,208,0,0,0.0000,1294,solo,56,52,-1,0,0.0000,0,0.0000,0,0,0.0000,0,695
a9489d8977a04d,febe040efd0748,486ef06958f4e7,0,1,100.0000,0,0,0,30,1408,1,1,41.0700,1964,solo-fpp,94,93,-1,0,0.0000,0,0.0000,0,0,1003.0000,4,1522
88ac3a89677b41,5eb23c3a18c1ae,f4255c53d7dc77,4,7,1503.0000,12,1,1,1,1456,12,2,133.7000,1438,squad-fpp,27,27,-1,1,192.7000,0,0.0000,0,0,2573.0000,7,1421
a648420f16b3d6,27305781d8f017,cc0ca02d40123e,0,0,147.0000,0,0,0,91,1183,0,0,0.0000,1369,duo-fpp,49,49,-1,0,0.0000,0,0.0000,0,0,34.8100,1,1465
dd298312f4db77,9f041b8ac95faf,ec2455b8d53e7e,0,0,59.6700,0,0,0,59,0,0,0,0.0000,1518,squad,30,30,1724,0,0.0000,0,0.0000,0,0,2537.0000,4,0
a4fde33fed8f07,66292a624fe6a9,c7cb211792d418,0,1,51.6000,0,0,1,55,0,0,0,0.0000,1980,duo-fpp,48,47,1500,0,4265.0000,0,0.0000,0,0,764.5000,4,0
7e650fe42536e4,0cef3d1d8b262f,29999da50a279c,0,0,0.0000,0,0,0,74,0,0,0,0.0000,1861,squad,28,26,1420,0,0.0000,0,0.0000,0,0,0.0000,0,0
3162f676374e7d,73aa520a16b773,bb7e2c35eed326,0,0,161.2000,1,0,0,79,1196,0,0,0.0000,1798,squad-fpp,28,27,-1,0,0.0000,0,0.0000,0,0,277.7000,4,1541
dcbd516431b706,c1cb4c21be82c4,c609d625c9e85d,0,2,98.0000,0,1,1,22,0,1,1,103.8000,1351,squad-fpp,28,27,1447,0,0.0000,0,0.0000,0,0,3150.0000,4,0
0cb4ad2e11ef0e,6be0de4ec4ae28,9904c68865789d,1,0,254.3000,2,1,0,35,1380,1,1,5.4720,1431,squad,26,26,-1,0,0.0000,0,0.0000,0,0,584.0000,3,1539
6272d0bb75426d,3765ec27aa38ab,ceab782564b294,0,3,551.0000,4,0,1,2,0,5,2,138.1000,1929,duo-fpp,48,46,1502,1,2529.0000,0,0.0000,0,1,3919.0000,8,0
60e52dbe669185,655ff521c8ffb5,24f63761bbba07,0,0,227.9000,2,0,0,24,1254,2,2,12.6100,1246,squad-fpp,30,28,-1,0,0.0000,0,0.0000,0,0,51.7200,3,1515
a7b754bbba47bb,66f224aff4e2aa,8241951220a864,0,1,20.8300,0,0,0,50,1034,0,0,0.0000,1987,duo,47,47,-1,0,2283.0000,0,0.0000,0,0,1580.0000,6,1481
63caa42896c013,95b91488485545,62e7dbc00352ab,1,0,187.9000,2,1,0,16,1334,2,1,51.1500,1967,squad-fpp,28,26,-1,0,0.0000,0,0.0000,0,0,2515.0000,3,1519
5cb90ff4dcd62f,9c1d9cf0f6c414,02cbf54c6ed0de,1,0,249.4000,2,0,0,31,0,1,1,6.8850,1330,squad-fpp,27,27,1496,0,0.0000,0,0.0000,0,0,156.3000,3,0
7ca30b673bb38f,1ac99cff29c566,f8916650df47df,0,0,100.0000,1,0,0,24,1262,1,1,3.2250,1396,squad,27,27,0,0,0.0000,0,0.0000,0,0,35.4000,3,1583
5e8c6dc55ac068,e96ebb7f6b118b,d0320a826c2bb0,0,1,183.0000,0,0,1,20,0,2,1,9.8530,1887,solo-fpp,92,89,1491,0,0.0000,0,0.0000,0,0,140.8000,2,0
6cb2701f1a7fb2,f4b6912068cf72,6bdcd340858cc8,0,0,250.6000,2,0,0,40,0,1,1,27.7700,1858,squad-fpp,29,28,1568,0,0.0000,0,0.0000,0,0,464.0000,1,0
16b35478459400,2b1ad2fc6de02e,7bb997d251abe7,0,0,100.0000,1,0,0,75,0,0,0,0.0000,1389,squad-fpp,26,26,1479,0,0.0000,0,0.0000,0,0,108.8000,3,0
5e7fefbca49e85,0da12e7fbbba7c,7c5ff871b34886,0,0,0.0000,0,0,0,83,0,0,0,0.0000,1426,duo,48,45,1477,0,0.0000,0,0.0000,0,0,50.6200,1,0
b1f1ca02966ec4,10fadd55ef3d74,a8e2b0a6b9b37d,0,0,0.0000,0,0,0,54,0,0,0,0.0000,1439,squad-fpp,26,26,1409,0,0.0000,0,0.0000,0,0,1147.0000,5,0
e81097ac97751f,60082def2f3dc5,b95b57b23c66ac,0,0,15.2400,1,0,0,42,1118,1,1,6.9740,1321,squad-fpp,29,27,-1,0,0.0000,0,0.0000,0,0,59.1700,2,1510
0386902f103fc5,188a5be9387d80,ce1cb3ded88c44,0,1,0.0000,0,0,1,55,1500,0,0,0.0000,1846,duo,46,42,-1,0,1181.0000,0,0.0000,0,0,2294.0000,3,1619
7d3df262f0e917,85a6f031749a72,6c1c74ac339043,0,0,7.8400,0,0,0,52,976,0,0,0.0000,1366,duo,49,47,-1,0,2942.0000,0,0.0000,0,0,1052.0000,6,1481
80a86f831a2494,bd29c52de294bf,cb2dd9d32d16c3,1,6,157.6000,1,0,5,15,0,2,1,19.3000,1959,squad,30,30,1353,0,222.8000,0,0.0000,0,0,3353.0000,6,0
906e88054d9c13,b913ea38dc658a,ff059c011faada,0,1,61.4300,1,0,0,26,1095,1,1,69.1900,1321,squad,28,28,-1,1,0.0231,0,29.5300,0,0,2741.0000,7,1516
0bc0d6e83d086a,5274478c4a32f6,dbc947c30acda1,0,0,59.2200,0,0,0,52,0,0,0,0.0000,1438,duo-fpp,50,49,1509,0,0.0000,0,0.0000,0,0,1050.0000,4,0
1ba3913de85ead,dacd66f61ac283,be82a3e552da27,0,1,49.4500,0,0,0,50,0,0,0,0.0000,1380,squad-fpp,29,29,1419,0,0.0000,0,0.0000,0,0,2309.0000,3,0
c4914dd0458a04,650bd0cefd7753,deb495f6fa5876,0,3,192.8000,0,1,2,9,0,2,1,107.5000,1804,solo-fpp,95,88,1497,0,1513.0000,0,0.0000,0,0,4904.0000,5,0
57720d09dab217,68a208054bb58e,f0d5ac8aa49baf,0,0,225.8000,2,0,5,16,0,2,1,9.6140,1410,squad-fpp,29,29,1500,0,0.0000,0,0.0000,0,0,636.4000,3,0
1c8fab20d78be8,0dab362ece2f6b,5ed0952e58984d,0,0,0.0000,0,0,0,73,0,0,0,0.0000,1812,duo-fpp,48,45,1500,0,0.0000,0,0.0000,0,0,273.9000,4,0
7ed159f515561f,a828bcbb4f6365,6335ccc9b710d2,1,0,200.3000,1,0,1,34,1576,1,1,0.6979,1363,squad-fpp,31,27,-1,0,0.0000,0,0.0000,0,0,984.7000,4,1547
d713213a5edb06,38615a0ba91231,a1e315d3cc09e8,0,1,106.3000,0,0,0,23,0,2,1,75.5700,1374,squad,27,26,1446,0,0.0000,0,0.0000,0,0,560.6000,5,0
c2612628846c39,e5726376d203eb,0fea81fa035a1a,2,6,240.3000,3,0,2,13,0,3,2,59.6500,1322,squad-fpp,29,28,1567,1,0.0000,0,0.0000,0,0,3486.0000,4,0
d96227ff8623cd,3bca83d295d3a8,6dd9639b94e9dd,0,1,0.0000,0,0,0,61,1000,0,0,0.0000,1339,squad,27,25,0,0,0.0000,0,0.0000,0,0,1496.0000,2,1500
64fa3bedb66917,53ee7cac1c4062,a717cc0e7b3546,2,1,188.0000,2,1,1,15,1405,2,1,104.2000,1331,squad-fpp,26,26,-1,0,0.0000,0,0.0000,0,0,1547.0000,2,1551
b309c013e7db1a,49a147b9757905,aadb967859b4a8,2,4,521.8000,4,2,11,4,0,4,2,142.6000,1335,squad,27,26,1574,1,1657.0000,0,0.0000,0,0,2564.0000,2,0
464cc3f25718d8,1ca53bb6d8aa21,086f8a744a9eab,0,0,51.6000,0,0,0,87,0,0,0,0.0000,1296,squad-fpp,30,30,1411,0,0.0000,0,0.0000,0,0,76.1000,2,0
2d3d7b3e074684,2f80a2dc9313a0,7a3038fe34269a,0,0,69.6200,0,0,0,73,0,0,0,0.0000,1320,duo-fpp,48,44,1395,0,0.0000,0,0.0000,0,0,224.9000,3,0
8c329646962592,754208718e01c3,d369058e10d254,0,0,0.0000,0,0,0,66,0,0,0,0.0000,1955,duo-fpp,47,46,1538,0,0.0000,0,0.0000,0,0,1.4750,1,0
1183c656c9961f,45a12437becfcf,d5f02b7d5ed782,0,3,29.4000,0,0,0,37,0,0,0,0.0000,1489,squad-fpp,30,28,1505,0,0.0000,0,0.0000,0,0,2102.0000,4,0
7284564875c846,fb1e7619639f92,708c55863fa31e,0,0,0.0000,0,0,0,83,1046,0,0,0.0000,1810,squad-fpp,27,25,-1,0,0.0000,0,0.0000,0,0,242.7000,1,1506
48bcc5c5bf6033,7d6ac6502e72b6,e4ae494074fee5,0,2,204.4000,0,0,1,28,0,1,1,8.4600,1466,solo-fpp,94,94,1509,0,0.0000,0,0.0000,0,0,906.9000,2,0
3eea87f09f8f65,364f5c949c326e,9d2fea181ff2f5,1,0,316.1000,3,1,2,16,1341,2,1,81.2400,1294,squad-fpp,29,29,-1,0,564.2000,0,0.0000,0,0,2530.0000,5,1434
899f3d16863fa8,6961006b10fc40,235f0b4a07f338,0,0,100.0000,1,1,0,48,0,1,1,3.4690,1412,duo-fpp,47,46,1528,0,0.0000,0,0.0000,0,0,88.9500,2,0
a54e8f8ab8984a,58689bacf8aafa,42d5c872b58bd7,0,3,0.0000,1,0,4,63,0,0,0,0.0000,1792,squad,28,27,1500,2,0.0000,0,0.0000,0,0,1040.0000,3,0
b6670f9bda0c62,33fa420ba28945,58ed4b60343798,0,0,52.6600,0,0,0,60,0,0,0,0.0000,1373,duo-fpp,47,44,1501,0,0.0000,0,0.0000,0,0,351.6000,2,0
