reading_id,device_id,timestamp,temperature_c,humidity_pct,battery_v
370,DEV-EWFWBE,2025-06-16 04:13:43,21.72,43.43,3.54
371,DEV-S32D1J,2025-04-20 09:13:55,24.54,47.84,3.79
372,DEV-LMFLUO,2025-03-31 19:06:53,23.29,62.09,3.74
373,DEV-PA8JX5,2025-02-06 15:08:33,26.79,26.37,3.76
374,DEV-VMB0ID,2025-11-06 04:04:01,20.8,48.09,3.38
375,DEV-QNRMTN,2025-02-20 15:07:35,19.28,34.8,3.88
376,DEV-579WRR,2025-03-01 14:38:47,21.44,42.37,3.63
377,DEV-30POCR,2025-03-13 03:09:51,22.12,49.35,4.15
378,DEV-OJTXCF,2025-05-08 05:45:09,22.4,26.02,3.75
379,DEV-MUZUQE,2025-11-03 09:23:52,20.98,35.21,3.68
380,DEV-F309HS,2025-03-03 10:27:36,26.34,38.79,3.8
381,DEV-7XFH41,2025-11-01 03:14:15,25.94,50.95,3.57
382,DEV-RXGKIK,2025-06-28 03:38:31,26.35,61.51,4.04
383,DEV-BY4UBZ,2025-01-28 07:17:49,18.05,19.93,4.17
384,DEV-IARONT,2025-08-28 17:17:55,24.9,34.99,3.85
385,DEV-30POCR,2025-08-20 17:55:32,28.42,42.8,3.83
386,DEV-2YUPMA,2025-06-02 05:12:58,26.48,42.74,3.58
387,DEV-516SP1,2025-11-29 12:53:38,19.95,51.23,3.7
388,DEV-F309HS,2025-01-07 18:12:19,20.67,26.39,3.81
389,DEV-EWFWBE,2025-03-06 17:24:20,15.72,41.96,3.47
390,DEV-0DPJHS,2025-05-03 10:45:08,27.14,38.82,4.02
391,DEV-BKN3DK,2025-02-05 16:21:05,18.09,55.83,3.39
392,DEV-I1NQ0E,2025-08-26 14:12:09,20.08,46.11,3.29
393,DEV-AV6763,2025-03-14 11:47:14,24.24,38.34,4.05
394,DEV-JTR0M6,2025-01-30 20:47:38,22.58,63.27,3.86
395,DEV-LMFLUO,2025-08-15 07:12:57,23.46,37.05,3.51
396,DEV-GPBKTM,2025-10-30 16:28:39,19.69,33.01,3.73
397,DEV-P69NGP,2025-12-13 21:52:39,16.97,53.84,3.75
398,DEV-RFKI1I,2025-10-12 22:08:22,22.86,37.87,3.72
399,DEV-URI7EV,2025-01-05 23:14:30,18.48,45.99,3.49
400,DEV-J7VBJR,2025-03-06 20:47:52,24.08,70.98,3.76
401,DEV-P04SBR,2025-08-23 07:16:54,18.43,37.65,3.93
402,DEV-D8UR6T,2025-04-25 11:25:08,21.4,30.51,3.35
403,DEV-AV6763,2025-11-15 08:47:47,28.86,41.77,3.6
404,DEV-GQPQ8R,2025-09-03 05:43:51,22.87,40.39,3.47
405,DEV-EWFWBE,2025-12-15 09:00:21,18.8,56.5,3.55
406,DEV-UNQR8O,2025-01-17 06:13:39,24.0,24.48,3.78
407,DEV-GPJNVW,2025-11-03 12:01:53,21.43,85.31,3.44
408,DEV-LMFLUO,2025-02-06 18:46:19,18.85,34.2,4.05
409,DEV-AOFC9L,2025-12-10 00:28:22,22.1,52.88,3.71
410,DEV-4PEGJK,2025-08-07 10:45:15,26.96,59.02,3.62
411,DEV-AY12TL,2025-05-17 12:11:29,24.42,47.87,3.32
412,DEV-BZJW83,2025-09-03 03:32:42,21.27,54.29,3.73
413,DEV-B76AV3,2025-02-07 09:29:15,17.15,46.06,3.71
414,DEV-AEJT70,2025-09-08 03:43:02,24.94,54.48,3.44
415,DEV-J35VLW,2025-02-22 08:17:32,23.91,38.62,3.5
416,DEV-CIVI05,2025-12-12 13:34:03,15.49,35.2,4.04
417,DEV-WNXFSH,2025-11-05 15:16:18,16.07,18.3,3.62
418,DEV-I05NMS,2025-07-22 08:55:30,28.29,51.53,3.71
419,DEV-AMMPQ0,2025-02-18 02:49:48,23.28,39.85,3.81
420,DEV-B1ZPPE,2025-05-02 07:51:08,16.43,50.61,3.67
421,DEV-7Z4ES3,2025-11-22 13:18:18,26.55,40.24,3.97
422,DEV-NXNPSV,2025-01-16 12:56:58,26.87,63.61,3.55
423,DEV-EGHPMX,2025-09-26 07:10:26,19.16,42.53,3.61
424,DEV-6BSPXL,2025-08-24 08:53:15,18.31,35.68,3.62
425,DEV-FMUIW7,2025-05-01 01:14:22,22.32,39.02,3.54
426,DEV-ZE66VW,2025-05-19 09:40:04,22.64,52.52,3.52
427,DEV-GPJNVW,2025-03-28 06:26:13,21.37,88.79,3.71
428,DEV-EGHPMX,2025-05-10 13:48:09,17.71,65.57,3.97
429,DEV-3ET1OV,2025-09-09 16:31:36,20.59,26.88,3.46
430,DEV-SJWS1Z,2025-12-16 02:29:42,20.3,48.54,3.66
431,DEV-3QUPO4,2025-10-02 20:06:39,16.05,33.24,3.85
432,DEV-6XVQPU,2025-12-26 05:05:32,25.97,39.09,4.1
433,DEV-OJTXCF,2025-10-28 22:05:25,17.75,40.41,3.89
434,DEV-00CDNZ,2025-02-16 05:58:08,27.22,43.71,3.66
435,DEV-D0GV81,2025-03-20 23:54:23,22.61,58.17,3.59
436,DEV-F309HS,2025-10-25 21:48:03,19.43,41.08,3.93
437,DEV-HZYJB4,2025-12-30 12:16:49,23.55,47.52,3.88
438,DEV-2YUPMA,2025-12-08 05:20:32,21.47,44.88,3.7
439,DEV-GPJNVW,2025-08-07 14:54:45,27.3,34.52,3.66
440,DEV-W5APMX,2025-04-21 04:35:45,30.48,36.89,4.1
441,DEV-A68T2A,2025-08-15 21:34:00,23.57,35.86,4.07
442,DEV-JHJXQK,2025-10-02 16:04:07,21.28,54.95,3.78
443,DEV-VNNVBZ,2025-09-13 03:42:27,28.41,39.43,3.74
444,DEV-VMB0ID,2025-02-08 00:43:54,21.18,71.53,3.47
445,DEV-CDZN1F,2025-05-15 01:25:01,19.89,33.26,3.71
446,DEV-QBKERN,2025-10-22 07:12:50,26.92,33.22,3.94
447,DEV-PSALDN,2025-04-08 04:58:13,25.36,28.99,3.31
448,DEV-B76AV3,2025-02-03 05:11:43,19.94,43.39,3.82
449,DEV-SPJ4KI,2025-03-09 06:14:49,23.26,36.91,3.84
450,DEV-XLZS49,2025-07-10 16:08:18,20.62,39.71,3.84
451,DEV-A3VF02,2025-07-18 10:12:47,24.42,60.37,3.57
452,DEV-513BB6,2025-02-17 16:43:06,24.02,42.5,3.64
453,DEV-SEUNNR,2025-09-16 22:45:12,16.89,39.37,3.58
454,DEV-8WUMH9,2025-08-01 05:28:53,22.17,49.29,4.1
455,DEV-LST548,2025-06-11 21:22:22,16.07,47.8,4.01
456,DEV-KPK7YS,2025-04-23 08:30:59,16.31,56.31,3.77
457,DEV-4X5BWA,2025-05-17 13:45:43,20.03,57.55,3.71
458,DEV-A68T2A,2025-11-13 02:12:31,19.61,51.79,3.7
459,DEV-E51K8L,2025-01-12 17:53:37,15.16,59.07,3.64
460,DEV-SNHFT4,2025-12-25 23:31:33,17.25,34.81,3.32
461,DEV-2HNC0I,2025-08-26 09:26:46,15.83,43.21,3.71
462,DEV-QBKERN,2025-10-11 15:31:04,19.04,46.85,4.11
463,DEV-B1ZPPE,2025-06-25 00:12:20,24.1,46.31,3.76
464,DEV-3AH7U0,2025-08-13 21:37:40,27.91,91.2,3.58
465,DEV-EMC20L,2025-03-16 08:38:19,26.23,61.47,3.75
466,DEV-FMUIW7,2025-05-15 02:42:07,23.74,60.91,3.66
467,DEV-0VHV1N,2025-03-23 18:18:24,23.51,40.69,3.5
468,DEV-XLZS49,2025-03-24 07:22:13,21.58,44.0,3.48
469,DEV-IARONT,2025-05-22 08:26:48,21.6,56.48,3.71
470,DEV-JHJXQK,2025-07-28 18:08:25,27.54,67.54,3.41
471,DEV-516SP1,2025-08-03 04:10:38,24.47,32.19,3.7
472,DEV-I05NMS,2025-11-06 14:06:39,22.8,37.91,3.68
473,DEV-6BSPXL,2025-09-12 21:02:39,14.98,42.02,3.84
474,DEV-LCG1J5,2025-07-07 13:37:41,24.91,48.89,3.67
475,DEV-VNNVBZ,2025-09-04 07:17:34,24.97,56.59,3.49
476,DEV-1L1VJ3,2025-09-12 07:25:22,19.52,55.75,3.73
477,DEV-2YUPMA,2025-11-19 05:20:08,22.91,51.81,3.91
478,DEV-2HNC0I,2025-06-11 16:50:40,21.47,33.6,3.59
479,DEV-3B4NTH,2025-12-11 23:54:50,19.85,42.43,4.02
480,DEV-579WRR,2025-06-16 15:17:41,23.64,24.94,3.72
481,DEV-PA8JX5,2025-03-19 05:36:05,17.68,59.68,3.63
482,DEV-1P02JY,2025-06-24 05:25:12,30.16,45.51,3.57
483,DEV-NQY0HU,2025-01-20 20:50:00,24.12,27.54,3.74
484,DEV-G2R0TO,2025-04-06 00:32:59,21.56,80.3,3.68
485,DEV-O4YC3S,2025-06-29 01:50:12,25.84,6.78,3.44
486,DEV-3B0N9C,2025-04-05 07:26:03,25.13,44.06,4.02
487,DEV-576MOU,2025-03-12 01:40:22,19.02,64.72,3.63
488,DEV-DZ61TX,2025-07-09 16:35:50,19.98,37.72,4.02
489,DEV-URI7EV,2025-05-12 20:55:04,12.85,47.48,3.48
490,DEV-D2FF5L,2025-05-19 07:47:35,17.71,52.18,3.89
491,DEV-GPJNVW,2025-10-02 16:54:49,24.67,10.69,3.97
492,DEV-3ET1OV,2025-04-12 20:22:48,22.73,28.65,3.95
493,DEV-2HNC0I,2025-10-10 04:53:59,20.03,44.09,3.78
494,DEV-CWCDT9,2025-01-29 16:57:12,23.39,43.77,3.9
495,DEV-4X5BWA,2025-01-18 00:04:59,19.87,24.8,3.79
496,DEV-URI7EV,2025-09-01 23:36:02,16.2,44.7,3.49
497,DEV-PFY4QC,2025-06-24 23:06:40,18.21,53.03,3.78
498,DEV-K48AB1,2025-03-30 03:37:08,31.18,64.35,3.48
499,DEV-LST548,2025-01-20 07:03:57,21.39,48.12,3.45
500,DEV-6YJMK3,2025-11-22 01:16:29,21.62,31.37,3.76
501,DEV-L7P72L,2025-12-22 20:27:49,24.09,53.58,3.58
502,DEV-2YUPMA,2025-01-18 17:24:05,25.92,55.34,4.02
503,DEV-8DKMU6,2025-02-07 16:38:37,21.1,42.55,4.04
504,DEV-KPK7YS,2025-03-30 22:29:55,26.44,39.36,4.2
505,DEV-3B0N9C,2025-12-06 05:19:28,21.12,38.13,3.43
506,DEV-1P02JY,2025-05-30 17:44:05,21.96,54.4,3.47
507,DEV-4HC7JV,2025-07-23 20:15:34,20.07,42.88,3.87
508,DEV-SEUNNR,2025-08-21 06:24:52,25.08,50.01,3.64
509,DEV-G5GKZJ,2025-04-14 03:26:17,16.47,33.81,3.56
510,DEV-4HC7JV,2025-04-21 20:47:19,22.92,46.1,3.62
511,DEV-CWCDT9,2025-08-13 12:57:15,24.37,28.48,3.69
512,DEV-EBPY9E,2025-08-09 15:23:22,26.1,36.23,3.83
513,DEV-29TNYF,2025-01-26 22:26:41,24.19,45.7,3.34
514,DEV-00CDNZ,2025-03-05 22:53:53,18.32,33.85,3.78
515,DEV-LST548,2025-09-11 02:18:32,24.31,39.05,3.66
516,DEV-DE1E16,2025-09-06 23:32:47,24.96,56.39,3.54
517,DEV-L7P72L,2025-08-12 17:17:43,24.6,40.54,3.98
518,DEV-LMFLUO,2025-11-10 09:24:45,21.04,39.53,3.61
519,DEV-576MOU,2025-05-11 16:04:08,21.39,31.67,3.63
520,DEV-XLZS49,2025-01-30 17:38:14,25.98,37.18,3.64
521,DEV-UNQR8O,2025-10-02 12:12:31,22.01,44.9,4.01
522,DEV-M7VH30,2025-01-10 11:17:09,18.18,54.5,3.72
523,DEV-EJKLCP,2025-03-30 09:43:26,20.36,21.97,3.69
524,DEV-WZSJQ7,2025-05-27 22:06:07,27.97,57.06,3.88
525,DEV-QNRMTN,2025-05-07 18:52:49,16.63,39.27,3.25
526,DEV-0FP8BP,2025-07-05 07:02:58,27.2,43.59,3.74
527,DEV-W5APMX,2025-05-04 06:29:53,22.1,55.57,3.74
528,DEV-RFKI1I,2025-04-17 01:59:26,16.7,78.37,3.87
529,DEV-3QUPO4,2025-12-07 18:36:47,25.17,53.17,3.76
530,DEV-G04AJM,2025-01-06 20:42:34,19.15,37.63,3.47
531,DEV-QBEXGF,2025-02-20 08:13:36,22.38,47.78,3.37
532,DEV-9ZXQER,2025-11-10 08:32:51,14.65,51.32,3.83
533,DEV-SPJ4KI,2025-05-16 04:56:52,27.38,23.96,3.6
534,DEV-L7P72L,2025-01-02 15:00:26,20.82,28.74,3.63
535,DEV-84Z4UR,2025-01-18 04:10:29,19.55,51.04,3.53
536,DEV-VNNVBZ,2025-09-06 19:24:02,22.77,52.94,3.7
537,DEV-URI7EV,2025-07-04 03:39:37,25.54,50.67,3.69
538,DEV-JDCZ1O,2025-08-10 19:15:17,21.24,54.77,3.46
539,DEV-U4PLLG,2025-08-16 07:23:21,25.41,39.45,3.85
540,DEV-576MOU,2025-12-14 05:11:41,21.9,61.21,3.56
541,DEV-30KH58,2025-07-13 01:51:28,22.35,72.32,3.99
542,DEV-4X6G1E,2025-11-08 04:49:50,18.8,35.33,3.74
543,DEV-0FP8BP,2025-07-29 10:31:19,26.23,26.11,3.68
544,DEV-IARONT,2025-10-26 21:43:41,24.68,43.9,3.4
545,DEV-SFN07E,2025-11-25 09:01:32,24.2,58.18,3.81
546,DEV-3AH7U0,2025-03-13 05:27:51,26.27,54.92,3.69
547,DEV-9UW165,2025-04-27 13:49:50,17.8,47.15,3.73
548,DEV-EMC20L,2025-09-21 20:37:00,22.28,10.33,3.96
549,DEV-R2OMRD,2025-01-05 07:39:34,26.43,34.6,3.87
550,DEV-M3V16X,2025-09-26 19:47:41,21.86,61.57,3.92
551,DEV-F05EP4,2025-01-07 03:17:29,22.59,18.81,3.22
552,DEV-7XFH41,2025-01-21 14:15:27,22.48,45.31,3.66
553,DEV-3VEULJ,2025-02-06 08:39:31,23.89,36.4,3.38
554,DEV-2U9AZ3,2025-06-22 09:04:11,14.31,54.81,3.79
555,DEV-B1ZPPE,2025-03-03 01:49:41,22.48,19.99,3.32
556,DEV-BZGFLI,2025-07-25 17:59:27,23.59,40.48,3.91
557,DEV-M3V16X,2025-04-11 14:54:55,23.57,47.35,4.01
558,DEV-DI9OIN,2025-04-29 01:27:01,28.4,39.73,3.66
559,DEV-UNQR8O,2025-06-28 14:41:40,19.66,54.04,3.77
560,DEV-IKS62C,2025-05-12 22:41:03,28.59,21.88,4.01
561,DEV-1L1VJ3,2025-12-08 01:23:52,20.55,28.17,4.12
562,DEV-PFY4QC,2025-03-16 10:53:14,16.6,40.1,4.04
563,DEV-1KJWV2,2025-10-17 10:12:57,28.02,50.05,3.81
564,DEV-OEJV9L,2025-02-14 22:23:51,26.21,52.69,4.02
565,DEV-PSALDN,2025-05-24 06:01:47,22.54,47.59,3.51
566,DEV-4PEGJK,2025-05-17 08:30:20,19.66,31.2,3.56
567,DEV-P5K791,2025-07-27 19:57:23,21.17,36.04,3.89
568,DEV-84Z4UR,2025-08-19 09:58:16,23.02,61.59,3.71
569,DEV-BKN3DK,2025-09-29 10:17:49,27.55,75.32,3.83
570,DEV-WLVA02,2025-04-05 19:52:43,16.74,54.13,3.88
571,DEV-3VWLO7,2025-09-18 16:32:19,21.16,50.16,3.89
572,DEV-GPBKTM,2025-05-07 23:01:06,20.95,27.69,3.33
573,DEV-QCNF9W,2025-06-16 16:28:57,20.06,47.95,3.84
574,DEV-D0WPJ8,2025-01-18 19:09:36,19.41,19.72,3.57
575,DEV-3ET1OV,2025-05-28 00:25:45,28.43,64.71,3.75
576,DEV-ZE66VW,2025-09-04 12:40:12,18.79,53.4,3.61
577,DEV-R0UI1J,2025-05-10 14:37:39,22.54,44.14,3.62
578,DEV-I26LH0,2025-10-23 08:44:40,17.28,27.63,3.58
579,DEV-4X6G1E,2025-09-23 09:06:37,25.47,47.72,3.85
580,DEV-3B4NTH,2025-11-16 07:52:16,20.03,22.47,3.67
581,DEV-6XVQPU,2025-02-11 22:18:20,13.19,40.28,3.65
582,DEV-CWCDT9,2025-07-22 16:04:32,25.89,51.23,3.63
583,DEV-QBEXGF,2025-06-30 18:14:21,19.78,34.31,3.82
584,DEV-QFAF5K,2025-12-15 10:27:56,27.24,44.4,3.53
585,DEV-M3V16X,2025-06-30 07:53:52,26.36,79.95,4.02
586,DEV-WNXFSH,2025-10-23 01:50:42,21.55,18.18,3.57
587,DEV-3T4Y0T,2025-05-24 14:33:30,23.58,33.42,3.61
588,DEV-UNQR8O,2025-03-02 11:33:33,22.38,41.12,3.7
589,DEV-WZSJQ7,2025-07-28 12:53:36,16.4,37.04,3.79
590,DEV-3B0N9C,2025-06-15 14:16:53,27.69,51.79,3.66
591,DEV-GWA44L,2025-10-27 11:18:41,20.98,53.1,3.65
592,DEV-IKS62C,2025-05-23 06:54:26,22.09,45.68,3.92
593,DEV-QBKERN,2025-12-17 21:18:39,22.15,47.04,3.25
594,DEV-LCG1J5,2025-03-02 16:56:25,21.1,18.04,3.58
595,DEV-K48AB1,2025-09-20 21:11:45,24.56,52.09,3.53
596,DEV-AMMPQ0,2025-05-04 03:02:11,21.61,47.9,3.62
597,DEV-Q4KREG,2025-08-26 05:01:17,19.95,34.6,3.98
598,DEV-3T4Y0T,2025-01-30 14:56:36,20.34,69.28,3.56
599,DEV-Z1R2RO,2025-09-12 07:11:35,28.65,43.89,3.68
600,DEV-ZE66VW,2025-03-31 18:59:17,22.24,48.38,3.81
601,DEV-LST548,2025-05-19 14:40:14,28.5,44.39,3.54
602,DEV-JHJXQK,2025-12-28 22:18:10,18.17,20.24,3.24
603,DEV-JDCZ1O,2025-12-14 13:33:13,19.42,29.81,3.19
604,DEV-XEQLEZ,2025-07-26 17:44:08,20.07,40.85,3.97
605,DEV-86Z1B9,2025-04-03 22:42:34,21.67,59.73,3.79
606,DEV-EN7YJF,2025-05-14 12:16:29,19.14,38.13,3.63
607,DEV-F309HS,2025-07-23 15:05:46,21.49,48.09,3.63
608,DEV-2YUPMA,2025-11-03 00:23:15,22.8,51.82,3.53
609,DEV-P69NGP,2025-12-02 14:28:39,26.02,33.01,3.73
610,DEV-8OBS75,2025-04-20 01:06:01,16.63,30.96,3.84
611,DEV-84Z4UR,2025-02-07 09:49:42,25.72,34.81,3.52
612,DEV-ZWKHE9,2025-01-22 04:58:48,24.95,33.86,3.75
613,DEV-G2R0TO,2025-08-13 03:21:33,18.1,28.69,3.53
614,DEV-K48AB1,2025-12-12 22:17:18,18.85,57.93,3.68
615,DEV-P5K791,2025-06-17 12:37:37,23.43,53.78,3.59
616,DEV-SJWS1Z,2025-05-15 02:13:06,19.48,28.76,3.88
617,DEV-OXQ9WF,2025-04-20 07:25:26,27.48,47.51,3.7
618,DEV-QNRMTN,2025-08-12 21:43:16,21.97,40.17,3.47
619,DEV-S4I2NR,2025-06-17 14:53:05,17.16,43.2,3.68
620,DEV-8VWCT8,2025-04-17 20:09:30,17.53,45.5,3.9
621,DEV-NKLYBW,2025-01-24 16:13:20,16.04,22.81,3.46
622,DEV-CIVI05,2025-10-24 17:56:59,21.58,15.12,3.64
623,DEV-AEJT70,2025-11-03 03:46:20,21.77,45.3,3.62
624,DEV-OJTXCF,2025-12-24 23:03:36,24.05,39.18,3.74
625,DEV-7Z4ES3,2025-07-30 16:27:05,27.05,41.66,3.66
626,DEV-VR5NBH,2025-06-20 00:20:04,22.05,35.26,3.77
627,DEV-A3VF02,2025-03-10 06:45:31,27.07,44.82,3.56
628,DEV-LCG1J5,2025-08-10 00:59:43,19.08,19.84,3.67
629,DEV-XEQLEZ,2025-06-02 22:43:12,16.11,45.39,3.66
630,DEV-R0UI1J,2025-12-16 12:14:59,25.17,6.63,4.06
631,DEV-V1M3PP,2025-10-08 02:05:39,24.9,33.92,3.76
632,DEV-BY4UBZ,2025-07-20 12:19:39,23.01,37.71,3.87
633,DEV-4DH9UG,2025-08-07 15:38:12,24.73,17.35,4.07
634,DEV-DE1E16,2025-04-14 02:17:03,12.77,63.95,3.75
635,DEV-G04AJM,2025-10-26 21:01:36,20.12,43.53,3.65
636,DEV-GYTLCQ,2025-11-11 23:34:54,26.48,33.62,3.5
637,DEV-NKLYBW,2025-11-06 08:42:19,20.97,73.22,3.45
638,DEV-7XFH41,2025-12-01 17:56:30,24.6,48.3,3.27
639,DEV-W5APMX,2025-08-18 03:12:02,32.41,50.23,3.88
640,DEV-D0WPJ8,2025-02-23 07:46:54,26.09,41.38,3.79
641,DEV-GQPQ8R,2025-07-08 12:14:42,20.56,36.63,3.65
642,DEV-HZ72KX,2025-08-10 20:30:34,14.93,47.83,3.65
643,DEV-A28DIT,2025-03-16 14:42:25,24.86,2.16,3.5
644,DEV-V1M3PP,2025-12-15 18:15:37,13.91,16.62,3.8
645,DEV-JDCZ1O,2025-06-21 20:24:52,18.84,22.13,3.58
646,DEV-GPJNVW,2025-02-11 02:03:05,19.04,8.8,3.65
647,DEV-WNXFSH,2025-06-06 17:55:52,21.52,51.68,3.48
648,DEV-JE2XE0,2025-12-01 19:52:23,23.1,33.14,3.51
649,DEV-EN7YJF,2025-03-22 09:36:02,18.55,62.05,3.89
650,DEV-1L1VJ3,2025-07-27 18:35:44,26.21,40.62,3.92
651,DEV-CEGBMX,2025-11-10 00:15:16,27.67,30.61,3.45
652,DEV-3ET1OV,2025-03-27 18:07:06,21.03,41.5,3.82
653,DEV-PKN3B8,2025-08-20 14:53:03,26.29,59.18,3.55
654,DEV-7BA7DO,2025-06-26 20:21:54,19.24,38.76,3.6
655,DEV-4PEGJK,2025-04-17 19:58:02,17.86,61.21,3.94
656,DEV-VMB0ID,2025-05-19 09:58:54,26.32,58.95,3.64
657,DEV-M3V16X,2025-04-12 04:34:08,23.06,33.9,3.64
658,DEV-V6YJOA,2025-11-06 14:51:11,23.57,35.15,3.37
659,DEV-B1ZPPE,2025-01-30 10:06:58,29.36,34.32,3.63
660,DEV-579WRR,2025-07-13 04:05:15,24.67,24.42,3.57
661,DEV-RFKI1I,2025-11-17 09:39:43,31.61,20.17,3.79
662,DEV-9B0MQO,2025-09-01 07:11:37,22.37,35.0,3.59
663,DEV-2YUPMA,2025-11-10 06:18:18,28.05,5.91,3.94
664,DEV-NKLYBW,2025-07-04 11:32:52,21.8,25.39,3.78
665,DEV-BZJW83,2025-10-20 02:27:23,17.39,49.54,3.74
666,DEV-P69NGP,2025-09-04 08:45:51,25.33,21.39,3.84
667,DEV-SNHFT4,2025-04-28 07:37:22,21.85,61.46,3.74
668,DEV-WLVA02,2025-03-14 07:24:56,30.3,51.09,3.85
669,DEV-G04AJM,2025-03-10 01:19:23,24.26,69.9,3.67
670,DEV-DI9OIN,2025-08-30 07:42:51,25.81,73.07,3.68
671,DEV-BZGFLI,2025-06-01 23:53:49,15.73,53.21,3.54
672,DEV-HZYJB4,2025-11-15 01:32:15,24.9,33.21,3.56
673,DEV-40ACUH,2025-04-04 09:01:59,21.72,17.18,3.96
674,DEV-GMP9A9,2025-09-28 03:20:20,18.9,19.94,3.79
675,DEV-0FP8BP,2025-08-17 08:15:45,27.62,71.48,3.39
676,DEV-Z6Y3Z1,2025-01-30 08:35:06,16.83,19.63,3.91
677,DEV-BZGFLI,2025-04-23 09:58:16,23.42,38.78,3.73
678,DEV-WLVA02,2025-12-01 03:08:17,19.54,60.07,3.54
679,DEV-86Z1B9,2025-05-28 13:48:09,23.09,28.89,4.06
680,DEV-5YRG29,2025-02-26 15:51:21,20.88,61.8,3.95
681,DEV-S3KDZ4,2025-06-26 15:03:03,21.28,41.07,3.85
682,DEV-DI9OIN,2025-11-08 16:36:02,22.23,45.3,3.73
683,DEV-EJKLCP,2025-02-25 17:39:33,18.16,37.71,3.77
684,DEV-AEJT70,2025-09-22 07:26:23,26.11,28.25,3.27
685,DEV-L7P72L,2025-08-25 22:43:13,24.66,52.44,3.85
686,DEV-5YRG29,2025-10-05 12:59:51,18.05,50.59,3.74
687,DEV-PFY4QC,2025-03-18 08:21:26,27.65,53.11,3.75
688,DEV-7Z4ES3,2025-05-04 23:19:17,25.04,57.25,3.74
689,DEV-LCG1J5,2025-01-28 11:38:42,22.41,35.64,3.61
690,DEV-Y47QUU,2025-05-22 00:20:43,16.32,50.58,3.51
691,DEV-X5FL2M,2025-06-07 15:37:49,19.42,55.62,3.72
692,DEV-3VWLO7,2025-06-16 11:53:49,14.45,48.29,3.43
693,DEV-P5K791,2025-07-04 14:31:22,22.72,35.97,3.76
694,DEV-Q4KREG,2025-01-12 06:04:23,25.39,47.51,3.49
695,DEV-BKN3DK,2025-06-18 08:58:57,19.11,12.22,3.89
696,DEV-CDZN1F,2025-11-15 06:51:28,22.02,47.83,3.41
697,DEV-3VWLO7,2025-04-16 02:12:54,25.97,25.49,3.69
698,DEV-516SP1,2025-09-11 02:38:11,19.51,42.46,3.71
699,DEV-RXGKIK,2025-04-08 00:38:24,24.23,35.9,3.94
700,DEV-K48AB1,2025-04-29 08:03:20,30.42,42.91,3.75
701,DEV-D2FF5L,2025-08-14 03:11:38,24.94,18.89,3.54
702,DEV-G04AJM,2025-06-01 21:37:54,17.88,52.76,3.52
703,DEV-QCNF9W,2025-07-22 01:03:34,21.9,55.84,3.99
704,DEV-3ET1OV,2025-06-12 08:18:45,24.9,27.51,3.69
705,DEV-RUMXQW,2025-10-24 17:00:24,24.0,21.75,3.66
706,DEV-A28DIT,2025-05-02 21:40:45,17.71,28.52,3.56
707,DEV-G2R0TO,2025-01-16 10:30:06,23.75,53.31,3.46
708,DEV-OXQ9WF,2025-12-02 13:33:13,21.15,41.18,4.08
709,DEV-XEQLEZ,2025-04-16 03:42:45,20.18,39.11,3.71
710,DEV-W5APMX,2025-09-19 10:09:09,24.21,39.93,3.48
711,DEV-QCNF9W,2025-01-20 09:38:46,29.05,32.12,3.85
712,DEV-3VEULJ,2025-09-01 14:00:48,19.02,47.17,3.82
713,DEV-F309HS,2025-09-01 10:51:49,23.81,64.91,3.45
714,DEV-I26LH0,2025-07-31 17:40:15,21.68,28.76,3.58
715,DEV-I26LH0,2025-08-12 02:33:44,24.44,51.54,3.79
716,DEV-6YJMK3,2025-12-19 19:36:58,22.43,41.37,3.85
717,DEV-G04AJM,2025-09-19 23:57:22,19.69,41.24,3.55
718,DEV-CIVI05,2025-08-08 16:39:09,19.53,62.85,3.33
719,DEV-6BSPXL,2025-01-08 11:07:49,23.85,57.03,3.75
720,DEV-LMFLUO,2025-01-14 13:04:03,22.52,42.31,3.87
721,DEV-PA8JX5,2025-05-10 22:28:31,24.48,56.11,3.69
722,DEV-SNHFT4,2025-01-22 08:35:34,15.62,16.41,3.64
723,DEV-00CDNZ,2025-08-13 08:12:06,26.37,9.24,4.02
724,DEV-X5FL2M,2025-08-23 05:26:52,27.66,31.64,3.3
725,DEV-IKVREC,2025-12-07 23:09:55,22.61,27.1,3.84
726,DEV-9ZXQER,2025-07-18 09:46:15,24.64,38.56,3.86
727,DEV-QCNF9W,2025-05-14 12:12:07,25.9,59.3,3.55
728,DEV-VMB0ID,2025-06-27 06:07:53,21.28,39.05,3.24
729,DEV-HZYJB4,2025-02-13 23:57:37,22.93,56.28,3.85
730,DEV-J7VBJR,2025-01-08 01:49:32,23.94,55.95,3.76
731,DEV-GQPQ8R,2025-10-07 01:05:50,19.91,15.92,3.98
732,DEV-167D6V,2025-01-27 23:29:38,22.55,52.98,3.59
733,DEV-CIHDIY,2025-02-20 15:21:41,13.92,59.99,3.73
734,DEV-R2OMRD,2025-03-10 02:46:46,19.5,61.03,3.36
735,DEV-6BSPXL,2025-10-08 11:10:53,27.86,41.02,3.84
736,DEV-7Z4ES3,2025-02-13 23:40:03,23.55,43.87,3.39
737,DEV-JDCZ1O,2025-06-24 23:06:56,18.81,44.85,3.69
738,DEV-8VWCT8,2025-04-29 07:42:11,17.06,41.59,3.49
739,DEV-LST548,2025-12-31 09:33:35,32.09,27.3,3.77
