ticket_id,customer_id,created_at,priority,status,category,sla_hours
TKT-000392,994,2025-01-03 15:13:00,Medium,Closed,Shipping,96
TKT-000393,701,2025-11-19 22:46:00,Low,Resolved,Returns,72
TKT-000394,682,2025-02-12 07:09:00,Medium,Open,Account,48
TKT-000395,279,2025-08-27 14:17:00,Medium,Closed,Billing,96
TKT-000396,713,2025-07-29 04:44:00,Low,Open,Billing,48
TKT-000397,385,2025-04-20 21:23:00,Low,In Progress,Returns,72
TKT-000398,637,2025-10-12 08:14:00,High,Open,Account,96
TKT-000399,804,2024-12-14 05:54:00,High,Closed,Billing,120
TKT-000400,311,2025-10-17 03:33:00,High,Open,Shipping,48
TKT-000401,878,2025-02-27 13:36:00,Urgent,Open,Returns,96
TKT-000402,528,2024-06-18 03:19:00,Low,Closed,Returns,72
TKT-000403,857,2024-09-15 20:59:00,Low,Resolved,Technical,48
TKT-000404,274,2025-11-11 14:12:00,Low,Resolved,Technical,48
TKT-000405,482,2024-10-03 02:15:00,High,Open,Technical,48
TKT-000406,806,2025-09-26 15:47:00,Medium,In Progress,Account,48
TKT-000407,451,2024-06-04 10:27:00,Medium,Closed,Returns,72
TKT-000408,532,2025-05-17 15:16:00,High,Resolved,Technical,48
TKT-000409,531,2025-05-17 22:44:00,Medium,Resolved,Returns,72
TKT-000410,525,2025-01-14 05:41:00,Low,Closed,Shipping,72
TKT-000411,17,2024-06-16 06:27:00,Low,Resolved,Technical,96
TKT-000412,718,2025-07-30 00:03:00,Low,In Progress,Returns,48
TKT-000413,30,2025-09-07 11:16:00,Low,In Progress,Account,96
TKT-000414,470,2025-02-01 06:38:00,Medium,Open,Account,96
TKT-000415,811,2024-11-24 06:50:00,Medium,In Progress,Account,72
TKT-000416,304,2025-11-25 03:32:00,Low,Closed,Technical,72
TKT-000417,555,2025-10-22 09:19:00,Medium,In Progress,Account,48
TKT-000418,93,2025-12-14 09:17:00,Medium,Closed,Billing,120
TKT-000419,882,2025-12-16 09:17:00,Urgent,Resolved,Shipping,72
TKT-000420,578,2025-01-19 17:51:00,Medium,Closed,Returns,48
TKT-000421,631,2024-07-08 20:10:00,High,Closed,Billing,48
TKT-000422,821,2025-10-04 08:21:00,Low,Resolved,Technical,72
TKT-000423,584,2025-08-18 10:43:00,Low,Closed,Returns,48
TKT-000424,846,2024-06-20 08:50:00,Medium,Resolved,Returns,72
TKT-000425,162,2025-12-08 15:52:00,Low,Resolved,Account,48
TKT-000426,973,2024-09-19 13:06:00,Medium,Resolved,Returns,72
TKT-000427,842,2025-09-30 07:54:00,Low,Resolved,Returns,72
TKT-000428,328,2024-08-28 00:41:00,Medium,In Progress,Shipping,96
TKT-000429,967,2025-04-15 10:03:00,High,In Progress,Technical,72
TKT-000430,781,2024-09-26 21:24:00,Low,In Progress,Billing,72
TKT-000431,730,2025-08-08 00:47:00,Urgent,Open,Account,96
TKT-000432,254,2025-01-25 12:07:00,Low,In Progress,Shipping,72
TKT-000433,440,2024-08-11 03:40:00,Low,Closed,Billing,96
TKT-000434,571,2025-07-04 15:39:00,Medium,Resolved,Billing,48
TKT-000435,544,2025-07-09 05:42:00,High,Open,Shipping,96
TKT-000436,851,2025-02-06 21:01:00,Medium,Resolved,Account,48
TKT-000437,120,2024-12-12 02:34:00,Medium,Closed,Technical,96
TKT-000438,975,2025-12-24 15:37:00,Low,Resolved,Shipping,48
TKT-000439,822,2025-01-08 14:00:00,Low,Resolved,Shipping,24
TKT-000440,514,2024-11-29 17:59:00,Low,Open,Shipping,24
TKT-000441,630,2025-02-11 06:26:00,Low,In Progress,Account,24
TKT-000442,549,2024-08-27 14:53:00,Urgent,Resolved,Shipping,48
TKT-000443,979,2025-10-05 22:18:00,High,Open,Shipping,48
TKT-000444,97,2025-05-02 00:37:00,Low,Open,Returns,96
TKT-000445,871,2025-11-20 22:44:00,Medium,Closed,Returns,48
TKT-000446,370,2025-07-12 14:10:00,Medium,Resolved,Returns,48
TKT-000447,417,2025-03-16 12:08:00,Low,In Progress,Returns,72
TKT-000448,257,2025-05-28 03:50:00,Medium,In Progress,Shipping,24
TKT-000449,128,2025-08-15 07:31:00,Medium,In Progress,Returns,96
TKT-000450,359,2024-06-30 22:45:00,Medium,Open,Billing,48
TKT-000451,156,2025-11-30 04:16:00,Low,Resolved,Technical,72
TKT-000452,657,2025-01-09 07:13:00,High,Open,Returns,24
TKT-000453,57,2024-10-02 03:28:00,Medium,Resolved,Account,24
TKT-000454,582,2025-01-01 20:24:00,Low,Resolved,Technical,72
TKT-000455,948,2024-09-26 02:16:00,Low,Resolved,Billing,48
TKT-000456,556,2025-01-13 09:24:00,Medium,Resolved,Technical,120
TKT-000457,724,2025-08-18 14:15:00,Medium,Open,Technical,48
TKT-000458,687,2025-12-01 23:37:00,Medium,Resolved,Billing,96
TKT-000459,653,2025-08-11 12:00:00,Low,Resolved,Returns,120
TKT-000460,76,2024-06-12 14:04:00,Low,Resolved,Billing,48
TKT-000461,158,2024-09-30 00:35:00,Medium,Open,Account,96
TKT-000462,85,2025-11-29 20:38:00,Low,In Progress,Billing,24
TKT-000463,322,2025-10-02 00:26:00,Medium,In Progress,Shipping,72
TKT-000464,309,2025-02-06 00:17:00,Low,Resolved,Shipping,72
TKT-000465,530,2025-12-31 10:29:00,Low,Resolved,Technical,48
TKT-000466,284,2025-09-25 19:20:00,Low,Resolved,Returns,24
TKT-000467,900,2025-12-02 09:38:00,Medium,Resolved,Returns,72
TKT-000468,42,2025-03-07 15:02:00,Medium,Open,Shipping,96
TKT-000469,894,2025-05-03 16:14:00,High,Closed,Account,96
TKT-000470,885,2024-11-15 17:33:00,High,Resolved,Billing,72
TKT-000471,134,2025-04-24 18:16:00,Medium,Open,Billing,48
TKT-000472,614,2025-02-01 02:02:00,Low,Resolved,Billing,96
TKT-000473,649,2025-03-28 15:56:00,Medium,Resolved,Account,96
TKT-000474,404,2024-12-17 16:40:00,Low,Open,Account,48
TKT-000475,493,2025-10-13 16:26:00,Medium,Resolved,Billing,24
TKT-000476,222,2024-06-13 20:51:00,Medium,Closed,Billing,96
TKT-000477,229,2025-06-01 05:37:00,Medium,In Progress,Account,96
TKT-000478,806,2024-09-05 16:30:00,Low,In Progress,Billing,24
TKT-000479,452,2024-08-10 04:32:00,Urgent,Open,Account,120
TKT-000480,998,2025-05-23 15:01:00,Medium,Closed,Technical,48
TKT-000481,306,2025-11-26 00:38:00,Medium,In Progress,Shipping,120
TKT-000482,828,2025-02-05 11:21:00,Low,Open,Shipping,48
TKT-000483,909,2025-02-09 07:05:00,Medium,In Progress,Account,48
TKT-000484,119,2024-11-29 05:14:00,Low,Open,Billing,48
TKT-000485,611,2024-11-13 10:13:00,Medium,In Progress,Shipping,96
TKT-000486,862,2024-06-04 12:34:00,Medium,Open,Returns,48
TKT-000487,938,2025-09-06 02:36:00,High,Open,Billing,96
TKT-000488,324,2024-10-23 14:31:00,Low,Open,Account,24
TKT-000489,921,2024-11-12 12:56:00,Medium,Closed,Returns,72
TKT-000490,159,2025-05-10 04:16:00,Low,Closed,Account,48
TKT-000491,239,2024-09-13 14:14:00,Medium,In Progress,Billing,24
TKT-000492,396,2025-11-30 10:34:00,High,Resolved,Technical,48
TKT-000493,320,2025-04-10 07:35:00,Medium,Resolved,Technical,24
TKT-000494,847,2024-11-16 00:46:00,Medium,In Progress,Technical,72
TKT-000495,189,2025-11-02 22:35:00,Low,In Progress,Billing,48
TKT-000496,309,2025-08-10 00:09:00,Medium,Resolved,Billing,24
TKT-000497,249,2025-10-25 02:23:00,Low,In Progress,Returns,48
TKT-000498,538,2025-07-14 19:35:00,Medium,Resolved,Billing,48
TKT-000499,701,2025-08-10 08:06:00,Low,Resolved,Billing,24
TKT-000500,506,2025-04-11 19:19:00,Medium,Resolved,Returns,48
TKT-000501,394,2025-11-24 17:29:00,Low,Resolved,Returns,72
TKT-000502,652,2025-12-31 17:10:00,Low,Resolved,Account,48
TKT-000503,406,2024-08-02 09:50:00,Medium,Closed,Shipping,72
TKT-000504,1000,2024-07-02 17:18:00,High,Resolved,Shipping,48
TKT-000505,181,2024-12-28 14:58:00,High,Open,Account,24
TKT-000506,21,2025-09-06 23:43:00,High,Resolved,Technical,96
TKT-000507,675,2025-12-15 03:26:00,Low,Resolved,Billing,96
TKT-000508,583,2025-12-27 15:09:00,Low,Resolved,Returns,48
TKT-000509,594,2024-08-19 20:39:00,High,In Progress,Returns,48
TKT-000510,155,2025-05-09 04:18:00,High,Open,Technical,48
TKT-000511,828,2025-01-18 22:32:00,Medium,Closed,Returns,96
TKT-000512,867,2024-10-07 07:33:00,Low,Closed,Technical,72
TKT-000513,559,2024-06-19 13:18:00,Low,In Progress,Account,96
TKT-000514,194,2025-05-23 06:14:00,High,Open,Technical,48
TKT-000515,224,2025-07-24 07:43:00,Low,Resolved,Shipping,72
TKT-000516,399,2024-08-20 01:14:00,Medium,In Progress,Technical,72
TKT-000517,749,2024-09-26 04:01:00,High,In Progress,Account,72
TKT-000518,280,2025-10-07 17:20:00,Medium,Resolved,Technical,48
TKT-000519,980,2025-10-05 21:22:00,Low,Resolved,Account,72
TKT-000520,10,2025-01-11 02:02:00,Low,Open,Shipping,96
TKT-000521,376,2025-07-24 22:14:00,Low,Resolved,Billing,96
TKT-000522,472,2024-10-15 01:50:00,Medium,Resolved,Account,24
TKT-000523,152,2025-01-12 21:19:00,Medium,Resolved,Billing,72
TKT-000524,856,2025-04-30 03:53:00,Low,In Progress,Account,96
TKT-000525,616,2025-01-15 16:07:00,Low,Open,Technical,24
TKT-000526,124,2025-04-19 08:16:00,Low,Open,Billing,48
TKT-000527,697,2024-09-16 17:43:00,Urgent,Open,Account,24
TKT-000528,802,2025-08-19 19:05:00,High,Open,Account,24
TKT-000529,553,2024-06-07 12:06:00,Medium,In Progress,Billing,96
TKT-000530,424,2024-10-06 01:31:00,High,Open,Account,48
TKT-000531,523,2025-05-19 23:04:00,Medium,In Progress,Billing,72
TKT-000532,730,2025-02-22 19:06:00,Medium,In Progress,Shipping,24
TKT-000533,513,2024-12-31 05:36:00,Medium,In Progress,Returns,24
TKT-000534,926,2025-02-02 08:32:00,Medium,Resolved,Shipping,96
TKT-000535,171,2025-06-09 10:02:00,Low,In Progress,Billing,72
TKT-000536,850,2025-07-26 07:07:00,Medium,Open,Technical,24
TKT-000537,794,2024-07-11 00:06:00,High,Open,Technical,120
TKT-000538,565,2025-05-14 01:59:00,Low,Resolved,Returns,48
TKT-000539,125,2025-12-13 06:26:00,Low,In Progress,Billing,48
TKT-000540,175,2024-10-21 22:53:00,Low,Closed,Account,72
TKT-000541,504,2024-10-19 10:40:00,Low,Resolved,Shipping,24
TKT-000542,777,2025-12-17 18:41:00,Low,In Progress,Shipping,72
TKT-000543,777,2024-09-15 17:46:00,Medium,Resolved,Returns,72
TKT-000544,385,2024-07-03 03:02:00,Low,Resolved,Returns,48
TKT-000545,711,2024-12-17 11:36:00,Low,Open,Returns,72
TKT-000546,768,2024-09-27 09:24:00,High,Open,Returns,48
TKT-000547,684,2025-01-15 20:58:00,Medium,Resolved,Returns,72
TKT-000548,571,2024-12-02 07:25:00,Low,Closed,Returns,24
TKT-000549,952,2025-01-01 03:19:00,Medium,In Progress,Account,96
TKT-000550,106,2024-10-08 15:47:00,Medium,In Progress,Account,96
TKT-000551,947,2025-02-27 08:32:00,Medium,Open,Shipping,24
TKT-000552,637,2024-06-08 16:29:00,Low,Resolved,Shipping,96
TKT-000553,528,2025-07-08 03:32:00,High,Resolved,Returns,72
TKT-000554,38,2025-12-31 23:21:00,Medium,In Progress,Shipping,72
TKT-000555,395,2025-06-04 09:05:00,High,Resolved,Returns,96
TKT-000556,755,2025-11-19 08:05:00,Low,In Progress,Account,24
TKT-000557,921,2024-07-23 23:04:00,Low,Resolved,Technical,24
TKT-000558,477,2025-02-02 02:47:00,Low,In Progress,Account,48
TKT-000559,467,2025-05-03 14:49:00,Low,Resolved,Billing,48
TKT-000560,722,2025-03-08 15:30:00,Low,Resolved,Account,48
TKT-000561,505,2024-07-03 23:47:00,Low,Resolved,Billing,48
TKT-000562,315,2025-11-30 13:47:00,Medium,Open,Shipping,24
TKT-000563,285,2025-05-09 02:16:00,Low,Resolved,Account,72
TKT-000564,464,2025-01-25 20:56:00,Low,Resolved,Technical,24
TKT-000565,680,2025-10-05 01:54:00,High,Closed,Account,48
TKT-000566,264,2024-11-24 21:15:00,Low,In Progress,Account,24
TKT-000567,610,2024-07-14 21:52:00,Medium,Resolved,Account,72
TKT-000568,646,2025-03-31 17:52:00,Medium,In Progress,Returns,96
TKT-000569,429,2025-02-24 08:35:00,High,In Progress,Account,24
TKT-000570,365,2025-07-05 11:27:00,High,Open,Account,72
TKT-000571,181,2025-08-05 16:59:00,Medium,Open,Technical,96
TKT-000572,734,2025-07-26 21:35:00,High,Open,Billing,120
TKT-000573,876,2024-10-09 17:29:00,Medium,Open,Billing,72
TKT-000574,994,2025-07-15 18:13:00,Medium,Open,Technical,48
TKT-000575,661,2025-01-11 04:52:00,Low,Resolved,Shipping,48
TKT-000576,244,2024-10-21 23:49:00,Medium,In Progress,Account,48
TKT-000577,313,2025-12-30 20:57:00,Medium,Resolved,Shipping,72
TKT-000578,76,2025-11-22 03:50:00,Medium,Resolved,Technical,48
TKT-000579,881,2024-10-03 21:26:00,Medium,Resolved,Shipping,72
TKT-000580,262,2024-12-29 15:37:00,Low,Resolved,Billing,24
TKT-000581,231,2025-08-02 19:04:00,Low,Open,Returns,24
TKT-000582,703,2025-08-11 08:37:00,Medium,Resolved,Shipping,120
TKT-000583,380,2025-01-24 17:27:00,Low,Resolved,Returns,120
TKT-000584,646,2025-04-24 11:45:00,Low,Resolved,Shipping,72
TKT-000585,309,2024-09-27 06:16:00,Medium,Resolved,Technical,48
TKT-000586,764,2024-07-16 07:16:00,High,Resolved,Returns,120
TKT-000587,388,2024-08-23 14:12:00,Low,In Progress,Shipping,48
TKT-000588,757,2025-05-18 16:09:00,Medium,Resolved,Technical,72
TKT-000589,777,2024-06-13 08:18:00,Low,Resolved,Billing,24
TKT-000590,325,2024-11-19 19:57:00,Medium,Open,Account,72
TKT-000591,842,2025-01-20 09:59:00,Low,Resolved,Technical,72
TKT-000592,879,2024-11-28 12:57:00,Medium,Resolved,Technical,96
TKT-000593,456,2024-07-21 22:13:00,Medium,Resolved,Billing,72
TKT-000594,512,2025-06-30 01:09:00,Low,Closed,Returns,96
TKT-000595,343,2025-08-03 03:24:00,Medium,Open,Shipping,48
TKT-000596,516,2025-03-01 05:40:00,Medium,Resolved,Returns,72
TKT-000597,442,2024-12-24 17:35:00,Low,Resolved,Technical,48
TKT-000598,549,2024-10-26 17:46:00,Medium,Resolved,Shipping,24
TKT-000599,583,2025-03-27 01:57:00,Medium,In Progress,Account,72
TKT-000600,262,2025-08-27 14:48:00,Low,In Progress,Account,96
TKT-000601,749,2025-12-01 00:14:00,Medium,Resolved,Shipping,24
TKT-000602,819,2025-06-18 22:25:00,Medium,In Progress,Technical,24
TKT-000603,463,2025-11-16 15:10:00,High,Closed,Billing,24
TKT-000604,867,2025-01-19 10:26:00,Medium,Open,Returns,96
TKT-000605,690,2024-10-07 22:40:00,Low,Resolved,Returns,48
TKT-000606,608,2025-12-22 11:29:00,High,Open,Billing,48
TKT-000607,910,2025-01-23 12:53:00,Low,Resolved,Billing,24
TKT-000608,227,2025-12-27 23:24:00,Medium,Resolved,Account,48
TKT-000609,523,2025-09-28 15:12:00,High,Open,Billing,72
TKT-000610,778,2025-01-27 01:59:00,Medium,Resolved,Shipping,120
TKT-000611,189,2025-01-09 00:25:00,Medium,Open,Account,48
TKT-000612,209,2024-09-07 01:03:00,High,Resolved,Technical,48
TKT-000613,13,2025-12-09 07:39:00,Medium,Resolved,Account,96
TKT-000614,889,2025-02-28 05:13:00,Medium,In Progress,Account,96
TKT-000615,162,2025-07-04 13:24:00,Medium,Open,Returns,48
TKT-000616,572,2025-10-30 20:39:00,Low,Resolved,Billing,24
TKT-000617,493,2025-08-04 16:25:00,Medium,In Progress,Shipping,120
TKT-000618,435,2025-11-05 12:15:00,High,Open,Billing,72
TKT-000619,5,2025-05-14 14:48:00,Low,Resolved,Returns,96
TKT-000620,202,2025-12-03 16:21:00,Medium,Open,Billing,48
TKT-000621,416,2025-08-25 09:38:00,Medium,Resolved,Shipping,72
TKT-000622,12,2024-07-12 23:02:00,Medium,Resolved,Billing,72
TKT-000623,948,2024-09-02 19:09:00,Medium,Open,Returns,96
TKT-000624,397,2025-09-29 16:11:00,Urgent,Open,Shipping,120
TKT-000625,341,2025-10-30 14:20:00,Low,Resolved,Billing,24
TKT-000626,752,2025-12-16 11:46:00,Medium,Open,Returns,72
TKT-000627,950,2024-10-28 18:30:00,Medium,Open,Returns,48
TKT-000628,373,2025-10-12 22:46:00,Medium,Resolved,Account,96
TKT-000629,378,2025-06-06 06:34:00,Low,Resolved,Shipping,72
TKT-000630,225,2025-09-28 08:03:00,Medium,In Progress,Shipping,96
TKT-000631,182,2025-06-18 11:05:00,High,Resolved,Billing,48
TKT-000632,297,2024-12-09 07:35:00,Low,Resolved,Account,24
TKT-000633,816,2025-01-07 03:29:00,Medium,Resolved,Shipping,24
TKT-000634,307,2024-07-17 08:44:00,High,Resolved,Returns,48
TKT-000635,431,2024-10-05 11:15:00,Medium,Closed,Shipping,48
TKT-000636,690,2024-06-07 16:41:00,Medium,In Progress,Account,96
TKT-000637,118,2024-09-24 14:55:00,Urgent,In Progress,Technical,48
TKT-000638,352,2025-12-16 16:43:00,Low,Open,Returns,72
TKT-000639,588,2025-06-01 05:06:00,Medium,Open,Shipping,96
TKT-000640,46,2024-07-16 18:19:00,Medium,Open,Returns,96
TKT-000641,227,2025-06-28 17:25:00,Medium,In Progress,Billing,48
TKT-000642,356,2024-06-23 00:59:00,Medium,Resolved,Returns,24
TKT-000643,294,2024-10-09 06:25:00,Low,Open,Shipping,48
TKT-000644,240,2024-10-05 00:55:00,Low,Resolved,Billing,48
TKT-000645,348,2025-08-19 02:47:00,Low,In Progress,Billing,72
TKT-000646,141,2025-04-05 23:55:00,Low,Closed,Billing,72
TKT-000647,204,2025-08-07 11:56:00,Low,Resolved,Technical,72
TKT-000648,662,2025-09-16 14:24:00,High,Resolved,Technical,96
TKT-000649,642,2024-07-18 20:14:00,Low,Closed,Billing,96
TKT-000650,861,2024-08-21 08:01:00,Medium,Closed,Shipping,120
TKT-000651,845,2024-09-17 23:59:00,Medium,Resolved,Billing,96
TKT-000652,995,2025-02-18 05:39:00,Low,In Progress,Billing,24
TKT-000653,269,2024-07-01 13:15:00,High,Resolved,Returns,24
TKT-000654,313,2025-05-24 14:51:00,High,In Progress,Returns,48
TKT-000655,418,2025-12-20 12:55:00,Low,Open,Returns,72
TKT-000656,915,2025-09-23 21:22:00,Urgent,In Progress,Account,72
TKT-000657,137,2024-12-06 22:53:00,Medium,Open,Returns,48
TKT-000658,628,2024-06-05 10:00:00,Low,In Progress,Returns,96
TKT-000659,351,2025-03-13 07:16:00,Medium,Open,Shipping,48
TKT-000660,161,2025-06-29 20:45:00,Medium,In Progress,Technical,96
TKT-000661,667,2025-08-29 23:56:00,Medium,Open,Technical,48
TKT-000662,173,2025-07-31 22:53:00,Medium,In Progress,Technical,24
TKT-000663,130,2024-06-27 18:02:00,Low,Resolved,Account,24
TKT-000664,79,2024-10-05 02:31:00,Urgent,In Progress,Billing,24
TKT-000665,979,2024-10-13 15:33:00,High,Closed,Returns,24
TKT-000666,569,2025-11-17 08:59:00,Medium,Open,Shipping,72
TKT-000667,863,2025-04-27 03:44:00,Low,Closed,Account,24
TKT-000668,57,2025-06-27 22:21:00,Medium,Open,Technical,96
TKT-000669,400,2024-06-08 09:22:00,Medium,Closed,Account,48
TKT-000670,363,2025-02-16 21:42:00,High,Open,Shipping,24
TKT-000671,335,2024-12-16 09:17:00,High,Resolved,Account,96
TKT-000672,134,2025-06-21 10:17:00,High,Open,Technical,48
TKT-000673,14,2025-09-15 00:23:00,Medium,Resolved,Billing,72
TKT-000674,283,2024-11-26 06:07:00,High,Open,Technical,48
TKT-000675,806,2025-08-24 16:38:00,Low,Resolved,Technical,24
TKT-000676,659,2025-01-26 05:34:00,Medium,Resolved,Technical,48
TKT-000677,421,2025-11-06 00:02:00,Low,Closed,Account,48
TKT-000678,127,2024-11-30 16:47:00,High,Resolved,Shipping,24
TKT-000679,772,2025-05-24 21:21:00,High,In Progress,Technical,72
TKT-000680,826,2025-06-11 04:22:00,Low,Open,Account,96
TKT-000681,218,2025-11-20 02:00:00,Medium,Resolved,Shipping,48
TKT-000682,905,2024-08-21 00:20:00,Urgent,Open,Billing,96
TKT-000683,745,2025-05-24 15:04:00,Medium,Resolved,Technical,24
TKT-000684,881,2024-12-02 02:19:00,Medium,Open,Returns,96
TKT-000685,680,2025-03-15 21:52:00,Medium,Resolved,Account,96
TKT-000686,655,2024-08-01 03:25:00,Medium,Resolved,Billing,48
TKT-000687,489,2025-10-20 00:42:00,High,In Progress,Billing,120
TKT-000688,997,2025-09-05 14:09:00,Medium,Resolved,Billing,48
TKT-000689,260,2024-06-30 19:01:00,Low,In Progress,Account,24
TKT-000690,218,2024-07-01 17:08:00,Low,Open,Shipping,72
TKT-000691,820,2025-03-20 03:26:00,Low,Closed,Returns,120
TKT-000692,658,2024-11-20 10:34:00,Medium,In Progress,Shipping,96
TKT-000693,489,2024-10-06 05:44:00,High,Resolved,Technical,48
TKT-000694,949,2024-08-25 19:25:00,Medium,Resolved,Returns,72
TKT-000695,443,2025-04-11 06:11:00,Urgent,Resolved,Shipping,24
TKT-000696,99,2024-06-28 20:55:00,High,Open,Technical,48
TKT-000697,182,2024-09-30 19:47:00,Medium,Resolved,Returns,48
TKT-000698,169,2025-02-06 09:06:00,Medium,In Progress,Account,48
TKT-000699,233,2025-12-25 23:07:00,Medium,In Progress,Technical,48
TKT-000700,956,2025-07-08 16:23:00,Low,Closed,Shipping,96
TKT-000701,93,2025-08-17 05:34:00,Medium,Open,Returns,48
TKT-000702,629,2025-02-27 00:10:00,Medium,Resolved,Technical,96
TKT-000703,472,2024-09-21 23:51:00,Medium,In Progress,Technical,48
TKT-000704,516,2025-06-29 01:14:00,Medium,In Progress,Account,120
TKT-000705,85,2024-06-19 22:03:00,Low,In Progress,Technical,24
TKT-000706,679,2025-09-08 15:46:00,Medium,In Progress,Returns,72
TKT-000707,519,2024-12-08 15:12:00,Medium,In Progress,Billing,72
TKT-000708,381,2025-10-06 23:24:00,Low,In Progress,Returns,96
TKT-000709,407,2024-11-10 11:49:00,Medium,Resolved,Returns,24
TKT-000710,232,2025-03-22 14:12:00,Low,Open,Account,48
TKT-000711,251,2025-12-31 12:55:00,High,In Progress,Account,72
TKT-000712,85,2024-08-12 14:45:00,Low,In Progress,Technical,48
TKT-000713,319,2025-12-14 12:15:00,Medium,Resolved,Account,72
TKT-000714,193,2025-04-05 10:33:00,Medium,Open,Technical,48
TKT-000715,635,2025-03-29 17:31:00,Low,Closed,Billing,48
TKT-000716,937,2025-04-04 06:35:00,Medium,Open,Shipping,24
TKT-000717,601,2024-10-02 11:22:00,Medium,In Progress,Account,24
TKT-000718,607,2025-02-16 23:19:00,Low,Open,Account,96
TKT-000719,887,2024-12-12 07:00:00,Low,In Progress,Billing,48
TKT-000720,300,2025-05-17 06:03:00,Medium,Resolved,Account,72
TKT-000721,358,2025-10-02 20:39:00,Low,In Progress,Billing,48
TKT-000722,557,2024-12-17 18:44:00,Medium,Open,Technical,24
TKT-000723,765,2025-10-21 01:32:00,High,Open,Account,48
TKT-000724,453,2025-08-20 04:25:00,Low,Open,Account,48
TKT-000725,885,2024-08-19 03:25:00,Medium,Closed,Technical,96
TKT-000726,991,2025-09-12 18:23:00,Medium,Resolved,Account,120
TKT-000727,563,2025-08-16 00:36:00,Medium,In Progress,Returns,96
TKT-000728,506,2025-02-27 17:14:00,Low,In Progress,Billing,48
TKT-000729,65,2025-05-09 18:33:00,Medium,Closed,Shipping,72
TKT-000730,566,2024-10-02 12:23:00,Low,Resolved,Returns,96
TKT-000731,952,2025-01-09 00:18:00,Low,Closed,Shipping,48
TKT-000732,222,2025-10-03 06:13:00,Medium,In Progress,Returns,72
TKT-000733,466,2025-03-24 01:33:00,Low,Open,Returns,72
TKT-000734,72,2024-09-27 00:31:00,Low,Resolved,Returns,72
TKT-000735,888,2024-08-15 02:19:00,Low,Resolved,Billing,72
TKT-000736,474,2025-02-13 16:12:00,Low,Resolved,Shipping,72
TKT-000737,680,2025-11-14 17:24:00,Low,Open,Technical,72
TKT-000738,698,2025-05-17 19:32:00,Low,Resolved,Technical,96
TKT-000739,655,2025-03-04 20:44:00,Low,In Progress,Account,48
TKT-000740,19,2025-02-10 12:12:00,Medium,In Progress,Billing,72
TKT-000741,522,2025-02-19 12:33:00,Low,Resolved,Billing,24
TKT-000742,984,2024-06-29 20:42:00,Medium,Resolved,Billing,96
TKT-000743,784,2025-09-10 00:57:00,Medium,Resolved,Returns,48
TKT-000744,683,2024-07-05 21:38:00,Medium,Closed,Billing,48
TKT-000745,415,2025-03-21 02:19:00,Low,Resolved,Technical,96
TKT-000746,364,2024-12-20 17:26:00,High,Resolved,Billing,72
TKT-000747,528,2024-08-07 15:00:00,Medium,Resolved,Returns,48
TKT-000748,80,2024-10-09 06:17:00,Low,In Progress,Shipping,48
TKT-000749,796,2024-09-19 15:21:00,Low,Resolved,Billing,120
TKT-000750,190,2025-11-06 06:12:00,Medium,In Progress,Shipping,24
TKT-000751,148,2025-03-15 18:06:00,High,Resolved,Account,24
TKT-000752,675,2024-07-13 12:57:00,Medium,In Progress,Returns,72
TKT-000753,443,2025-03-21 22:45:00,Medium,Open,Billing,72
TKT-000754,265,2025-03-12 02:46:00,Low,Open,Account,72
TKT-000755,872,2025-12-16 19:34:00,Medium,Resolved,Account,72
TKT-000756,650,2024-06-19 08:42:00,Low,In Progress,Shipping,96
TKT-000757,509,2025-10-20 09:43:00,Medium,In Progress,Technical,96
TKT-000758,301,2025-11-29 08:20:00,Low,Resolved,Technical,72
TKT-000759,466,2024-07-18 14:55:00,Low,Open,Technical,48
TKT-000760,365,2025-01-05 16:38:00,Medium,Open,Technical,48
TKT-000761,399,2024-12-05 09:19:00,Medium,In Progress,Returns,72
TKT-000762,493,2024-07-01 22:51:00,Low,Resolved,Billing,48
TKT-000763,542,2025-02-14 21:35:00,High,Resolved,Billing,24
TKT-000764,816,2025-05-10 16:51:00,Low,Closed,Returns,72
TKT-000765,480,2025-04-04 03:52:00,Medium,In Progress,Shipping,96
TKT-000766,168,2024-08-10 09:19:00,Medium,In Progress,Billing,48
TKT-000767,603,2025-04-03 20:31:00,Medium,Open,Account,72
TKT-000768,91,2025-12-20 15:20:00,High,Closed,Billing,72
TKT-000769,723,2024-09-07 14:20:00,Low,Resolved,Returns,48
TKT-000770,842,2024-06-21 20:42:00,Low,Resolved,Shipping,72
TKT-000771,300,2025-12-17 14:31:00,Medium,Closed,Billing,48
TKT-000772,174,2024-06-06 01:20:00,Low,In Progress,Returns,48
TKT-000773,646,2025-01-17 10:13:00,Low,In Progress,Account,72
TKT-000774,373,2024-08-21 11:42:00,Medium,Resolved,Technical,72
TKT-000775,24,2025-01-03 09:00:00,Medium,Resolved,Account,48
TKT-000776,201,2025-05-01 12:44:00,Medium,Resolved,Account,24
TKT-000777,731,2025-12-11 21:14:00,Low,Resolved,Shipping,72
TKT-000778,7,2025-12-05 12:17:00,Low,Resolved,Billing,48
TKT-000779,6,2025-09-02 10:05:00,Low,Closed,Technical,24
TKT-000780,630,2024-08-26 23:58:00,Medium,Resolved,Returns,48
TKT-000781,161,2025-10-28 18:29:00,Low,Open,Technical,72
TKT-000782,597,2025-10-26 10:21:00,High,Resolved,Billing,96
